Score,Review
40,"Their menu has Mandu, cold noodle and hot soup noodle. The Mandu comes in 10 pieces per order. They are very meaty. The meat is tender, sweet and slightly juicy. The skin of Mandu is paper-thin and soft. In fact the Mandu here tastes better than the Xiao Long Bao at Din Tai Feng. The hot soup noodle is fantastic. The noodle is knife-sliced and it is silky smooth and soft. The soup is very tasty and you don't feel thirsty after eating it. The noodle comes with fried minced pork and a few mini dumplings. The whole combination tastes perfect. The portion of noodle is quite big and can be shared among 2 persons, if you are a small eater.  Worth the visit."
30,"We went for lunch, the place was packed with mostly locals. Service was very quick, the dumplings and cold noodles tasted ok, but nothing extraordinary. I couldn't understand the hype or why it was such a popular restaurant except the price was very reasonable. If you like cheap and fast, this is the place to eat mediocre noodles and dumplings. I wasn't impressed."
50,Maybe the most delicious meal I had in Seoul. So tasty very quick and super simple. What fast food should be!
50,It is quite easy to locate this restaurant in the busy Myeongdong shopping district. Ordered the soup noodles and dumplings. Enjoyed every bit of the food. It is so delicious! Paid about SGD30 for 2 bowls of noodles and 1 tray of dumplings.
40,"A few menus are available here. In my opinion, the taste of noodle soup and dumpling are quite normal, unless you take it with their Kimji. Slightly spicey Kimji with fine chop of garlic makes the taste much better.  Be careful as the dish size is quite large. The dumpling is also serves in large portion (10 pcs). Make sure you have enough room in your stomach before visiting this place. Staffs are friendly and ready to fill up kimji for you."
50,"its worth to eat here. located in Myeongdong. from Myeongdong station exit 8, turn left, enter the Myeongdong area, just walk straight about 4 minutes, until you find it on your right."
50,I read many review about this restaurant and I said to myself that I should eat this. Service is OK. A lot of customer but you I don't need to queue. Food is delicious. One of my favorite restaurant. Definitely will go back to this restaurant when I travel to Seoul again.
50,"A local friend recommended us this restaurant for the mandoo and kalguksu (chopped noodle soup). And it turns out to be one of the very best meal we ever had. The portion is huge so we had to share. The taste is very delicious! Very different than the mandoo we tried in Jakarta. The Kalguksu (the noodle soup) is also very delicious, good to warm us in winter cold weather. We recommend the mandoo together with kalguksu. Just be prepared to wait in line as the restaurant is very famous among tourists and locals."
50,This restaurant was recommended to me by my sister. She used to study Seoul for 2 years. Gyoza was delicious. It is a must order dish. Others were 3 different type of noodles. We ordered all of them. They were all good depends on your preference. They only have 5 menus in total so it will not be hard to pick one.
40,The steam dumplings are very good and hot noodles served are equally great. It good be a wonderful experience if the staff were a little bitter friendly. Nevertheless don't miss this eatery.
40,They have a very limited menu. One sort of dumplings and three types of noodles. One portion of dumplings has ten pieces. They are delicious but it is hard for me to finish ten dumplings by myself. It is therefore a place better for sharing.
40,"My friend led me to here and didn't let me down, the flavor is pretty fitting Chinese appetite, we also ordered noodle but I forgot it's name, I love the soup, you must try!"
30,Average food. Not a place for quiet dinner. Very congested table setting. Staff not attentive. Quite a stressful experience.
50,I knew this as Myeongdone Kalguksu but apparently it changed its name and rightly so because the gyoza was a winner! I remember he noodle soup was just delicious but on this trip the gyoza stood out. They had this special non spicy sauce and it was awesome with ththe dumplings.
50,"I visit this restaurant every time I come to Seoul. Ordering food is easiest here since they only have 4 main items, with clear photographs of the meals. The hot noodle soup is comforting, with a rich and flavoursome broth. The noodles are well-textured. On separate occasions, I had the spicy cold noodles which were exceptional too. Well balanced spiciness, and noodles had a great bite! Noodle portions here are quite generous. The kimchi served here, is the best, among others served in most restaurants. It has a distinct sparkle, with a strong matured garlic hit. I heard that it is flavoured with sea salt and matured for 3 years (yet to be verified). Indeed I enjoy the kimchi here most. And the kind waitresses top up the empty kimchi dish gladly when you make a request for it.  I brought 2 friends along for this visit, and they too enjoyed their noodles, dumplings and kimchi!"
40,"Foods are great. You will never have any agony with ordering any on the menu, especially dumplings. But you should ready for vast crowds, long waiting line, and very busy servers who rarely care for you."
40,"I had to try this ever famous dumpling in the Myeondong area. It was indeed very good. They have 2 locations in the Myeondong area. We tried to get there at 10am and we were seated right away. However, there was a long line after we left."
40,"We had to try out this restaurant since it had been in business since 1966. The tasty noodles mixed with meats and vegetables were pretty good and in fact, I think they were better than the dumplings which my friend was raving out. I prefer the Chinese dumplings which are not as heavy as these ones. Nevertheless, a nice place to try out as the food here is good and cheap. The service, btw, was fast and efficient. And the waitress spoke excellent English! It can get busy if you don't come early. We went at 11am for lunch and when we got out an hour later, the place was packed. Come early!"
40,We had 3 meals in the restaurant. The steam dumplings are great. The hot and cold noodles served are equally great. Don't miss this eatery.
50,"We had an order of their Mundo and guksoo. Mundo was tender and tasty, guksoo noodles were made in a beef broth and savory. The large pot of kimchee was delicious!! I think we had about half the large bowl between us."
30,"The dumplings taste just normal, nothing really special. However the noodles is really good, and their kimchi tastes great! It's a place worth the money."
30,No complains. Centrally located - It's a must go place in myeongdong to serve nice warm noodles. Service is really fast given that the choices are limited with the menu restricted to the must try dishes - Noodle and dumplings.
30,"I had great expectations from this place as there's always a long queue. Ordered mandu (dumplings) and guksu (noodles) which the place is famous for. The food was good but nothing that blew me away. I honestly do not understand all the hype. Their kimchi is way overloaded with garlic, which I did not enjoy."
50,"This restaurant is loved by locals and is always packed with loxals and tourists alike. The noodles are great tasting and the dumplings are also a must try. It is a pay-first served-later system. The kimchi is much hotter and has more garlic than typical so beware. Extra servings of noodles and soup is free if requested, so I recommend that for 2 people one bowl of noodles and one dish of dumplings, insteas of a bowl of noodlea each. Kimchi and rice is also free and continuously served. Very busy and perhaps unfriendly atmosphere, but you can try absolutely great local noodles and dumplings for a low price. Must visit for locals and tourists alike when visiting Myeongdong."
50,"Very nice food, the dips were great. The menu is rather small, but very good. Service is fast.. highly recommended if you are in Myeongdong area"
50,"In continuation of my top 5 food which I had in Seoul, below is the list  1) Mukshidonna - Army stew @ Samcheongdong 2) The Original Pancake House @ Garosugil 3) Myeongdong Kyoja Main Branch @ Myeongdong 4) Kyochon Fried Chicken @ Gangnam 5) Tosokchon Samgyetang Ginseng Chicken @ near Gyeongbokgung  Though this place is famous for their dumplings, their Kalgusu (noodles), is what took my breath away. The noodles are so soft and spongy and it is really a delicacy. I had my fair share of Kalgusu at Nandaemun Kalgusu Alley but the one here, easily beat them hands down. The broth is fantastic and flavourful. The dumplings were not too bad either. The restaurant is very specialise,what u see at the front door with only 4 pics, thats all they sell here! hahaha we had a good laugh among us when we saw their menu. But boy do they do their specialisation well.  Biggest tip to those who read this! As we were sat besides locals, I realised they provide free service of topups of noodles and broth!! not the dumplings though, please thats really too much if u think that can be refilled haha.. When i asked for a refill, initially the staff thought I wanted to order another bowl, till I ask for the free topup then they gave me! They must be shocked (dunno if pissed off haha) that a tourist learn the local technique of free noodles! Furthermore, the free portion is one full serving! so save you quite abit of money as u can just order one bowl and refill it hahaha. hope this helps!"
50,This place is a real gem. There is almost always a line but the turn over is so fast that Ive never waited for more than 5 or 10 minutes. They will ask you to pay before you receive your food which makes the whole process quick and efficient. The kalguksu and mandu (dumplings) are the true stars of the show. Both dishes come out hot and delicious every time. For a two people one order of kalguksu and one order of mandu will usually be enough but if not you can always add more noodles if you have leftover broth. If you want to try something new the cold noodles are a very refreshing change of pace. I highly recommend this place for a quick and delicious meal!
50,"This place specializes in just a few dishes, but man do they specialize. Definitely a must visit in myeongdong."
40,"The dumplings with the garlic sauce were great. The noodle soup is very filling. The price is very reasonable for the food given. Found it from tripadvisor, pretty easy to find with Google Maps. They opened a little before 10:30 on the Saturday I went."
40,"Simple food at very reasonable prices. You had 4 choices, water, and free kimchi. Tried their dumplings and kalguksu. We liked the dumplings and would recommend the place for a quick meal."
40,"I guess there's a reason a restaurant can boast a 50 year history. Extremely popular, so as often as not very busy, what I loved is the choice - there are just four things on the menu. I went for the kalguksu and we shared some dumplings, both of which were lovely and arrived very quickly. The kimchi was the fiercest I had anywhere in Korea!"
40,"Simple menu with only a few dishes, water to drink and all the kimchi you want. Quick ordering, paying, bringing out the dishes. The flavors are intense and superb. Worth multiple visits for a no frills and delicious meal."
30,"Heard that it was a famous restaurant and tried it wasnt bad but i wouldnt say spectacular. Tried the dumplings, being asian chinese it was average. Tried some soy bean cold noodles it was not our taste. Maybe their kalguksu is good"
40,We decided to check out this place since it had many good reviews and we were close by. The food is good although there are only a few dishes available. Nice experience surrounded by mainly Korean customers.
50,"This is the best place for lunch in the area. The quick service, affordable pricing, and unlimited Kim chi should be enough to bring you back a second time. We ordered three spicy noodle, noodle soup and dumplings. All were delicious and definitely recommended. Only water is served here."
40,"Don't be too concerned if you see a long queue, it moves quite fast and I was seated within ten mins of waiting. The menu only had four dishes, with pictures and the briefest of English explanations. I don't know how often the menu changes but I picked the pork dumplings and the spicy (cold) noodles. You pay on order and wait a few minutes for it to arrive. You get ten dumplings from what I can recall, so it's best shared. Both dishes were very tasty and I can highly recommend it for a quick meal. If you want a calm, relaxing dinner go somewhere else!"
50,"very very yummy kalguksu (hand cut noodles) very thick delicious and comforting broth, chewy noodles.  the dumplings were alright, but not as inspiring as the kalguksu.  the kimchi was fiery to say the least! very full of garlic flavor... the ""spiciest"" kimchi i've had in korea (in a garlicky way :) )  highly recomended"
40,"This restaurant is near with my guesthouse.. I dont recognize at the first time but when i cross the street i saw the menu and the situation inside was very busy I try the noodle and dumpling.. The broth is light and they have a thin noodle i love it.. Also the dumpling has a thin skin.. After you order, you should pay first.. The restaurant is beside the skin care cosmetic... (Sorry cant remember the name) I will eat here again if im come back to korea"
50,We just ordered the main three dishes on the menu. The noodle with soup was great and the soup wasn't too salty. The cold noodle was a bit too strong for us (we were having that as our breakfast). The kyoja was the best out of all! Definitely recommend!
50,"The chicken noodle is awesome. If you love noodle, This is a unique product in between ramen and chinese noodle. Very tasty. Very Delicious. Kimji also very delicious and unique. A must to eat in Korea"
30,"Ordered the cold soyabean broth noodles and a plate of dumplings. The dumplings are stuffed full of meat so that's good. Noodle was so-so, no meat and healthy soybean broth. Tasted bland though. I think this is over-rated, not cheap too. The dumpling dish and noodle set me back by almost 20000 won for 1 person."
50,There are two outlets at myeongdong.  1. Opp olive young u wld see milky bee walk along the street. The shop is on your right. Next to H&M.. this shop not so easy to recognize if you dont read korean.  2. Walk futher down you would see a hotel on your right and the shop is on your left. This shop has the web address on the shop front  Solo dinning so didnt try the spicy noodle or dumpling.  The soup noodle is yummy. Kimichi is superb too. Staff will offer to top up your kimichi.  Per bowl $8000won
50,There are so many korean restaurants in my country but there's no restaurant like Myeongdong Kyoja! It was fantastic! So tasty! Are you looking for delicious korea noodle? This place will be your favorite!
50,Loved the food Noodles and dumplings The menu is small but the food was great and the food prices were reasonable. The reviews I read about the restaurant were very much on point
50,"Kalguksu and mandu are one of the best meals I had in Seoul. Mandu is filled with lots of vegetable and you can eat all of them by yourself. (If you walk a lot before, or hungry, I mean) Kalguksu is similar to udon that you can eat in Japan, noodles are thinner and lighter. The dish is served very quickly, so you do not have much waiting time. The cost of one meal is reasonable, so I would recommend this place if you have any space in your stomachs."
50,"Ate upstairs, ordered in a timely manner with no wait. Food came out very quickly. So delicious. We ate the traditional noodles (Chopped Noodles) and had an order of their dumplings."
50,"Traditional Korean restaurant with the finest dumplings and foods nearby! A bit hard to find in the crowded shopping area but it's definitely your fault if you miss it! Wow! Kind and super fast service, neat table, reasonably prices! Of course due to the popularity long queue may occur, that's why after ready with your meal advisable to leave promptly."
50,"Ordered a tray of mandoo and a bowl of noodles to be shared between two persons and it was perfect. Any more and it would be too much for 2 females. The mandoos were good, especially when eaten with the soybean paste provided. I also tried the cold noodles with soybean broth which was alright but my friend didn't enjoy it, it's definitely not a dish for everyone. The restaurant is always packed so visit before peak hours if you don't wish to queue!"
50,"simple fare - dumpling and noodles. dumplings are tasty and filling is thinly wrapped in its skin, certainly worth a try. big tables may take abit of waiting but generally turnover is quick."
40,"They have straight forward menu : wonton noodle and green dumpling.  The noodle soup is tasty, and the wonton is fantastic. Delicious.  The service is quick, while the price is not expensive.  It's a gem in the Myeongdong shopping street.  Direction to this restaurant : use subway and stop at Myeongdong (exit 8) > turn left onto Myeongdong 10-gil Road > Go straight about 150m."
50,"This is a super delicious korean noodle try it's located in myeongdong and you can find it so easy go to red vest guys and ask where to go, they will let you know! It's around EXIT8 Wanna try it again !!!"
40,"After forgoing the long wait and opting for other restos, I finally got myself to check out this landmark in Myeongdong. The wait wasn't long, because I went at an odd hour in between mealtimes. The noodles and broth were as yummy as anticipated as were their dumplings. As a Korean, I loved the potent garlic flavor offered at this establishment. No regrets."
40,"Nice place for breakfast as they don't have much varieties, only 4 dishes available. Kyoja (dumplings), Sour & Spicy Soup, Cold Noodles (Spicy) and Plain broiled Soup Noodles. Very strategic location, at the middle of the Myeogdong shopping street."
30,"while the food is by no means bad, they are not superb either. the gyoza/mandu is big and juicy but i find the flavor very monotonous. the soup noodle again is of massive portion but nothing to really shout about. I also find the kimchi in this place abit too strong for my own liking  service is however prompt and price is also reasonable. not a place I will visit purposely for its food"
40,"Perfect place to refuel and take a break from the shopping frenzy. We stopped by for lunch and was quickly seated upstairs. The menu is short with four items, but honestly that’s all you'll need! We ordered the kalguksu noodles (hand chopped noodles) and mandu dumplings, which came within minutes. The noodles really hit the spot; they were the perfect consistency and were served with dumplings, minced pork, and vegetables. I loved that the mandu had a very thin skin and was stuffed with plenty of juicy pork and vegetables. We liked the mandus so much that we ordered a round two! Overall, the service is quick and terse but the food more than makes up for that. Plus, their kimchi was amazing! Would definitely visit again."
40,Great taste by seeing the crowd. Those cannot take hot kimchi pls try to dilute the chilli first. Didnt try the dim sum gyoza but look tasty too. W8000 per bowl of noodle
30,I like this place. Noodle is good and dim sum is great but garlic is very strong. Kimchi also very strong
50,My wife and I had dinner here on our short visit to seoul. The food was very tasty and the atmosphere was good. The service was prompt and the waitress spoke good english. It was also very popular! I would recommend the dumplings!
50,"We love the noodles. They are so soft and smooth. The soup was tasty but not too salty which really suits out taste. The dumplings are nice as well. However, the kimchi was a bit too spicy. They also provided chewing gums for us. Overall, we are very satisfied with the food and service."
40,"This venue lived up to my expectations. I wanted authentic, simple and healthy Korean food. I got it. There is only four items on the menu. I had pork dumplings and spicy noodles (vegetarian). Total cost KRW18,000 (GBP12.00)!! You can pay by credit card. You have to order and then pay. The food is delivered very quickly. No alcohol. It's a place to eat quickly even with family. I enjoyed it and would recommend it to all."
50,"Typical Korea food lots of barbecue, wrap and roll. We had a very good meal here. You can order raw fish to dip in different kinds of sauce they have here in Korean as well. Love it"
40,"This place has been very popular for old school noodle and dumpling. There are only a handful of dishes in the menu and many people queue for the unchanged and great taste. This is not a fancy place at all and people are expected to eat and leave to cater many people in the queue quickly. The service is very quick and great value for money. If this place was nearby my home, I would definitely go there a few times ever week !"
50,"WOW! Here's one of our best dining experiences in Korea. This is a no frill old school noodle joint, with only a few things on the menu, but all are absolutely tasty with very fast serving time. Price was also very reasonable. Highly recommended."
50,"I went there on my first day in Seoul while it was raining, just follow the Google map and you'll be able to find it. It was a little corwded and there were a lot of tourists who ate there, thankfully I was seated almost immediately. Be sure to know your basic Korean, I was lost in translation when the lady who serves asked is she gave me the change already, good thing a helpful customer stepped in. By the way, they give you candy before you start so you could eat it after"
30,Fast and delicious Kind of expensive but good I think that at least one time you better visit here
40,"The dumplings were average but the kongkuksu (noodles in white bean sauce) was excellent. It was the best kongkuksu I ever had. For those of you who are unfamiliar with Korean cuisine, this restaurant is famous for its meat dumplings and kongkuksu (noodles in white bean sauce). The noodles are purposely made bland, so you should pour salt on them and mix the noodles in the white bean broth.  Overall I give this place 4 stars if you like kongkuksu. If you like dumplings you might be slightly disappointed. No variety and mediocre. Also, as someone who lived in Seoul I think the wait is not worth it."
50,"Noodles and dumplings are handmade and deliciously chewy, smooth and soft to bite. Broth is rich in shallots while kimchi has a rich garlic flavour. There are two outlets along myeongdong. Great place for meals with fast turnover rate! Staff service is also polite, swift and attentive. Been here numerous times. Will return again."
40,"Yes this is a four story restaurant in the densely bustling center of Myungdong area of Old Seoul, South Korea. The restaurant occupies the entire four stories and every seat is packed almost the whole day, evening and even late night. The place is famous for mandoo which is another word for kyoza which is another word for dumpling... About an inch round ball shaped dumplings are served in wooden/bamboo steam containers, piping hot when served, to be dipped in some soy sauce with some ground red peppers. Sometimes the wait is a half hour, sometimes it seems an eternity. Is it worth the idle wait in the heat? Well, ask the zillions and zillions of former customers."
50,"Although it was extremely crowded and there was a que, we only waited for 5-6mins. Nice place, reasonable price, good food. What else?"
40,"Strategically placed within the consumer labyrinth of Myeongdong, Myeongdong Kyoja is a perfect place to take a break from the shopping and have a great meal. Located down the road from the iconic Myeongdong cathedral, this restaurant deserves to be an icon itself. The service is very respectful and very helpful for non Korean speakers like myself. We ordered every dish on the menu such as the favorites, Kalguksu and Mandu, as well as Bibimguksu, and the seasonal summer specialty Kongguksu. Alongside we were given their popular, and apparently famous kimchi. Starting with the Kalguksu, these chopped noodles in a meaty broth was very simple, hearty, and satisfying. The Mandu dumplings must be where this restaurant gets its fame. They were big and juicy and are strong contenders for my favorite dumplings of all time. Both the Bibimguksu and Kongguksu are refreshing cold dishes that are perfect for hot weather. The kimchi was a different story for me. Now I am far from a kimchi connoisseur, but I personally felt the kimchi was completely overpowered by a pungent garlic taste. It became difficult to eat because the garlic would dominate the entire meal. Nonetheless, the strong kimchi and this restaurant as a whole, are a must try."
50,Hands down this is a must go ... Cheap food .. Fast service ... Tasty food ... Everyone knows the place ... And pleasuring food after intense night of party 😍😍😍😍😍
50,I went for the dumplings and they were jeongmal mas-issneun (really delicious)! I thought it was not too expensive and it really filled me up satisfyingly. The service was really prompt as well. The staffs were mostly very attentive and I managed to get a seat quite immediately.
40,"We went to Myeondong Kyoja specifically to eat kongguksu and we were not disappointed. They have other three items on the menu but unfortunately they all have meat: mandu (dumplings), kalguksu and bibimguksu, although for this last one you can order without the meat. Anyway the kongguksu alone is worth the visit. The broth is rich and thick, packed with flavour. The noodles are green since they use chlorella. The service and the atmosphere might not be the best but it's all worth it, you'll see. By the way, the kimchi here is not only very spicy, but also packed with garlic so you might need some gum afterwards. You can have a small bowl of rice to eat with the kimchi, free of charge. One of the staff is constantly going around offering kimchi refills."
50,The dumplings are good and worth trying. The service staff are very efficient in finding a table for you.
50,"This spot is my first go-to spot when I visit Seoul. It's foreigner friendly but with a solid locals vibe. It's great whether you're alone or eating in company and with a simple menu (with English!), it's easy to order. Definitely recommend!"
30,Tasted like a very regular bowl of noodles. Not too sure why was it so popular within the folks. Would not recommend a trip here.
40,"The fastest non-fast-food restaurant you will ever eat at. Only serves their staple items, dumplings and noodles. Once your order is in, the food comes out within a couple minutes and the price was really reasonable. Enjoyed the dumplings and cut noodles."
50,"With the help of a more detailed map of Myeongdong that we got at our Hotel Reception, it was easy to locate the eatery. Thankfully, no queue outside. We ordered a plate of dumplings and a bowl of noodles. The kimchi was very good compared with the ones we ate everywhere else. The dumplings were generous in their fillings and had a truly homemade feel. The skin was so delicate and yet did not break easily. However, it was the noodles and the broth that blew me away. Very tasty. The ground pork and few small dumplings were nice additions. Noodles texture was smooth and slightly chewy. Perfect!"
50,"A big bowl noodle, so soft and delicious with tasty broth. Portion is quite big. I order 2 bowl for 3 person. Dumpling also quite good. Price is really reasonable. Only KRW 8,000 for big bowl of noodle soup."
40,"What else can I say.. Korean BBQ, yuuummyyy!!! Good service as well...Iwould definitely visit this place again."
50,"Once you tried this noodle soup, you will be amazed of flavor of the soup! and dumpling I order with this noodle soup made my tougue in heaven! I love this soup and it's so sad that I cannot find any similar taste of this soup in Singapore! This is the best korean food for me! Try!!!!"
30,"Overall, the meal was not too bad. Service was good as well, even though the place was crowded in the lunch peak period. However, I think this place is overrated (this is just my personal opinion, you can still go ahead and try it if you want to).  My 3 friends and I came to a conclusion that we only enjoyed eating the kalguksu & dumplings. The cold soybean noodles has this weird aftertaste, therefore my friends and I couldn't finish it despite sharing; the bibimguksu was too spicy for me (i dont take spice very well)."
40,Don't miss out. Great soup! They serve only a few dishes (most of them traditional Korean). The noodle soup was amazing and the dumplings not bad. Food very affordable (enormous bowl of soup 7 euros and a big portion of big dumplings 8-9 euros). Salad refilled for free. It was a bit busy and people waited in front between 6-7 pm while I was there today. Worth it! Really tasty. And fast - got my dish within 5 minutes!
40,"Location quite easy to find, fast service. Ordered the dumpling and famous noodle. The dumpling is quite big, and the noodle taste good. One thing is, we were getting ready to eat, the service guy came to collect money, after we fumbled for the right notes and settled the payment, our food is a bit cold by then."
40,"Traditional Korean restaurant, with what seemed like only a half dozen dishes (with pictures) on the menu. You order, you pay, and then they deliver your dishes in just a few minutes. The dishes are very good. The green noodles in what seemed like a yogurt sauce (not sure) were very unusual. The place is crowded and noisy, but acceptable. If you are looking for a quiet, upscale Korean restaurant, this is not it. But if you are looking for authentic food in a more local environment, this could hit the spot."
50,It's cheap and the taste is fantastic. the soup for the noodle and kimchi they serve with it are just a wonderful combination! it's located in the central Myeongdong so it's very easy to find the place. One downside is that it's very crowded and chaotic. It's not a place to have a nice long talk!
40,"It's tasty but not so amazing. The service was really fast: as soon as we ordered, the dishes were already on our table. Price was ok, really affordable."
50,"Our first meal in Seoul. Right in the heart of the Myeongdong area, so just drop in for food and Carey on thereafter. Simple menu with 4-5 items so easy to order. Great value. Unless you are really hungry, the portions can be quite big for the small eaters. 10 dumplings in one basket."
40,"Limited items on the menu but it does save our time to wonder what to eat! Both the dumplings and handmade noodles are very nice, the food quality remains high for many years."
50,Love the dumplings and the minced pork noodles. The kimchi they serve is very strong in garlic smell. You need to chew a mint whole day to keep the smell away.
50,"No frills for sure, but you get a simple menu, quick pleasant service and good healthy tasty food. This is not a restaurant you linger in. Pay when you order and leave when you're done. Always packed with locals including dating teens/20s and young children... a sure sign it's good. Location very central so perfect for weary shoppers."
40,"Had been visited to this between 5 days.There is no much choices in this restaurant. Only 3 type of noodle with one dumpling. The size of korean dumpling was like our siew mai. But it was suggested to eat with onion garlic soy sauce which provided. Whoever like onion garlic sauce certainly cant stop eating! The noodle soup was not bad, is good when taking just after morning wake up! Will recommend to my friends surely :)"
40,Only four things on the menu. Dumplings are great and go well with the Kim chi. They will keep topping up your Kim chi too. The spicy noodles were good but were a cold dish which I didn't realise and wasn't my thing but I enjoyed. Cheap dinner and very fast. I had finished within ten mins of arriving! (I was on my own) Doesn't sell alcohol btw
40,"Probably I am Chinese, so I do not feel any wow factor. We ordered dumplings and noodles for sharing for 2 (lucky us, the portions are huge). Service is fast. Simple menu. My friend and I really like the sauce."
40,"It's a place where you have to wait on line for 10~30 minutes to be seated in the restaurant. Crowded with locals and tourists all the time. It sells Kal gook soo (noodle, possibly with chicken broth base) and dumplings. Both are very good and served with a bowl of rice and kimchi. Kimchi there is garlicky and spicy even for some locals. If you are hungry, you can ask for extra noodles for free. Serving is not friendly, but you will get what you ask for within two or three requests."
20,"I am a fan of dumpling, but I rather fancy Chinese style more. The Korean style (not just this restaurant) are putting too much meat, which was too over."
50,"Nice staffs, even if they don't speak English. They served so fast and the food was awesome!!! Super recommend for the dumpling and also the noodle soup. There were 3 of us and we ordered 2 noodles and one serving of dumpling and that was more than enough. Avoid the peak hour since this is tooooo popular! :)"
50,"good service, great Korean dumplings! Nice kimchi too, goes very well with the dumplings. definitely worth to give it a try!"
40,Followed by the reviews on tripadvisor and it didn't disappoint me. They only have 4 dishes on the menu. Within some minutes the dished were served. That's really really fast. Overall the taste is good but nothing spectacular. Good price and taste. Worth a visit.
40,"We ordered Mandu (dumplings) and Kalguksu (knife-cut noodles) for two to share. The quality of the food is unquestionable, but we felt that the price could be cheaper. We loved their homemade sauce, which went with both the dumplings and noodles."
50,"Myeongdong Kyoja is located amidst the Beauty Shops so it is easy to miss it. One landmark at the moment is to keep a lookout for the Big ArtBox shop nearby. We had to ask a street vendor in order to find this place.  The restaurant itself is on the second floor. The whole place was packed with both locals and foreigners.  We tried the steamed dumplings and the Noodle soup. The skin of the dumpling was nicely thin and the filling was flavourful and yummy.  As for the Noodle soup, it was super tasty (not the msg sort of tasty). The noodle comes with small dumplings that look like wantons as well as some minced pork.  The taste of the dumplings and noodles kept me wanting for more during the rest of my trip.  It is worth a trip to this restaurant to try out what they have to offer. I am glad it was on my list of things to do while in Seoul.  One bonus: the staff there was friendly and made us feel comfortable although they have a limited command of English. Ordering is easy... one can just point at the pictures by the wall.  Think of it as nice comfort food :)"
30,"This restaurant is getting to an instant restaurants The main menu, Kalguksu is not chewiness Just a bunch of garlic, Kimchi is uncomfortable to eat"
40,"Food is great but nothing to shout about. Will definitely go back if I am nearby. Service is really fast, took them less than 10 minutes to serve us the dumpling and soup noodle."
30,"A Korean friend recommended this place (I didn't even know it was rated so highly on TA) so I decided to try it out. There are only three or four dishes on the menu, the signature being their dumplings. I knew these were filled with meat, so I ordered the cold green spicy noodles as I checked in my limited grasp of Korean that there was no meat and they said yes. When the dish arrived it looked wonderful. I took one bite and while the noodles were a fantastic silky texture and beautifully spicy, there was minced pork throughout the dish. Sadly I could not eat it so the whole bowl went to waste which pained me. The kimchi they serve is super spicy, even for me and I LOVE spicy food, and the soup they serve also contained minced pork, so I ended up paying around KRW8k but couldn't eat anything. Gutted."
50,We tried a little bit of everything and it was all uniquely delicious. The dumplings were my favorite! Definitely worth checking out. They are famous for their dumplings for a good reason!
40,"We were told that the queue would be quite long, We were quite surprise that the service were very fast and efficient. And so we do not need to wait for long. The noodle is delicious and dumplings are very tasty. The portion is quite big for us but may be not so for korean/ european people. The price is also quite reasonable. I would really recommend this dish for a change."
40,"There was a queue of about 10 people in front of our group of 4 , but we were seated within 20 minutes. A no nonsense menu with limited choice but we ordered everything and tired it.  The famous dumplings were far too meaty for me, but the vinegar ginger sauce cut the heaviness of the meat very well. i enjoyed the hand cut noodle soup kalgusuk but couldn't appreciate the noodles which came with a white soybean soup"
40,Myeongdong Kyoja is like a restaurant in Myeongdong you have to visit at least once!  I would say it's a little bit overrated but it was a good experience to try the food. The dumpling stuffing was really crazily filling. The noodles was quite authentic and nice.  The menu do not have many choices but the price was quite affordable to at least try once!  I don't regret visiting the restaurants because I get to try the food and I actually love the dumpling a lot.
50,"Definitely worth the search in busy Myeong dong. Extremely satisfying meal! Unique noodle and broth, nice dumpling! I'm a kimchi lover and the luvvvvv the spicier version here !!"
30,"A unique casual noodle place. I like both dumpling noodle soup or spicy cold green noodle. Very busy place, hard to expect a good guest service but free flow of Kimchi and steam rice ... Love it's kimchi !!! Look forward to go there again during my next trip to seoul"
30,"Was expecting a very wonderful dinner after reading all the review. However, the food taste just above average, not fantastic kind. Price is reasonable. However, if there is a queue , then can forget it."
40,Comfort food. Yummy dumplings. Loved the noodles. Simple and tasty. Will go back and eat it again when I go back to Seoul.
30,"It is so famous that foreigners come, Korean also gathered here for social or dinner gathering. The menu is simple, food is good, we ordered the kyoja and spicy cold noodles, whereas the complimentary kimchi is too salty for me. You have to pay immediately after you ordered and before food arrive. Slightly disappointed as the waiter is not so friendly."
50,I've been here numerous times. Love this place for lunch. The noodle soup broth is tasty and dough texture is smooth and chewy. Worth the trip. Staff service is also excellent! They also offer rice as part of their service. Will return again!
50,One of the best traditional Korean way of dumplings and noodles in Seoul. You will have to expect to see a long waiting line in a hot summer and cold winter. But it is worth waiting for 10 minutes.
30,"This is one of those specialised restaurants that only has like 4 things on their menu - steamed dumplings, 1 hot soup noodles, 1 cold soup noodles and 1 cold sauce noodles. There were 4 of us so we tried everything. The hot soup noodles were extremely average, soup had nothing memorable at all and noodles were a bit too soft. The cold sauce noodles were okay but gets a bit overpowering with the sour chilli sauce after awhile. The cold soup noodles were in a white thick paste (not sure what exactly it is) but were completely bland and I felt like I was eating unseasoned noodles in some weird grainy paste. The only saving grace were the dumplings, packed full of juicy meat and thin skin. I wouldn't make the effort to go back but if I did I would only get dumplings."
40,"A bit localize dumpling restaurant, but you must try both dumpling and soup noodles, they are yummy! Their kimchi also tasty as well if you like it. Must go again for my next Korea trip."
