,index,Unnamed: 0,남산부정단어리뷰,index,단어
916,260,3035,"Obviously check the forecast. On a cloudy day you simpyl will not see much. It also gets really cold and windy on some occassions  Though if you simply like walking around a bit, it still is ok to go. With the love locks, a pagoda and a bit of shopping and some restos you can still do stuff even without the view.  The cable car ride to the tower is really short. Slightly expensive for its length. Can still offer good views.",916,much
917,261,3043,I think you need to get a perfect day from a weather side. We spent 3 days in Seoul and there was too much fog everyday. We finally went up. It was nice but nothing special compared to other observation building around the world. Hard to see much and not worth the price.,917,much
918,262,3053,"Perhaps i expected too much, but i felt that the N Seoul Tower paled in comparison with other attractions in other cities (e.g. The Peak at Hong Kong). The view, was average and the ""locking of love"" gimmick was overwhelming. The restaurants and museums there perhaps could offer a saving grace, but I didnt enter due to time constraints.",918,much
919,263,3077,"You can see the tower from the bottom. If you want a bird eye view of the city, you can pay to go up the tower's viewing deck. Other than that there's nothing much you could do",919,much
920,264,3089,"Accessible. With old folk and young children, we took namsan bus 5 from Myeongdong (next to subway exit 3)- without much walking can enjoy the nice view along the way. Love Lock and good view. Worth the trip.",920,much
921,265,3095,"Having been to Towers in different countries, there's not much novelty left. Unsure if I had missed certain sections.....but I preferred Towers with some 'openness' - Seoul Tower seems entirely enclosed. Still, whenever possible, we do make a point to visit the Towers in different places.  Personally I do like the 'lovers' pathway with all the locks hanging at the railings - would have done it myself if I were younger :)",921,much
922,266,3146,"its a touristy place where one can get a view of the city. If you go there by bus 05 from myeongdong/chungmuro metro station, be prepared to walk a bit as the bus will drop you at a stop station near the entrance where you will need to walk uphill for around 10 min. The bus ride/waiting itself is about an hour +, hence if you dont have much time, you would want to consider taking the cable car. There are a few restaurants at the deck/base of the tower. we took a return one way cable car ride costing 6000won. A return ticket will be 8000won.",922,much
923,267,3149,We waited 1 hr to ride the the tram up the hill to the tower. Once there the view of the city is gorgeous but then there's not much else to do. Very touristy place and high prices.,923,much
924,268,3153,"The views from the tower would be great if the weather is good, unfortunately for me it was very cloudy and foggy, so couldnt see much. Anyways the ride up on the cable car was interesting.",924,much
925,269,3160,"Perhaps it was my poor experience at the buffet restaurant (HanCook), the long wait at the Namsan cable car station, or getting ripped off by taxi drivers at the Namsan cable car station taxi stop - that led me to such a poor rating.  N Seoul Tower is one of your typical observation towers among its brethren - e.g. Space Needle, CN Tower, Calgary Tower, etc. And like these other observation towers, they do provide nice views of the city (probably the best time to arrive to these towers is a little before sunset) at a steep cost.  My first annoyance was the shuttle that they provide from Myeondong (line 1) is very confusing. I waited at the stop and the Namsan Cable Car station shuttle came by. My original intention was to take the bus directly to the tower as it was cheaper than the cable car and I heard not so positive reviews of the cable car. The bus driver, who was clearly English deficient or purposely deceitful, told me I was in the correct bus - then promptly dropped me off at the cable car station. I have to imagine that this is a scam, as you then have no other alternative to get to the tower other than using the cable car. The cable car cost is approximately $7.50 USD vs app. $2 USD for the bus ride. So I relented to buy tickets, only to have to wait around 30-45 minutes for a chance to ride the cable car up (be aware of the Disney-like lines which hide the true wait time).  The cable car itself was standing room only. The views going up were a bit disappointing and IMHO not worth the extra $5.50 USD. You can see a nice view of Myeongdong, but you don't get that super wide panoramic view of the other parts of Seoul. The ride is short as well - app. 3 minutes!  I arrived a little after sunset, so that may have tempered my opinion of the place as the views were much more limited at that time. You do have views of various areas of Seoul, as well as an area where people chained these love locks to a fence (similar to a bridge in Seattle), various restaurants, souvenir shops, etc. I didn't realize the Alive Museum is there (I went to the one in Jeju and wasn't too impressed).  We decided to purchase dinner for HanCook restaurant, the buffet restaurant at the tower for approximately $88 USD for two. The only nice thing about this is that the price includes a trip to the top of the tower. I have a separate review of the restaurant, but I can easily summarize the restaurant as terrible. I was able to walk around the tower after dinner - there isn't too much unique to see in the tower itself. We then took a walk around the area at the base of the tower - and again, there isn't much unique to see in terms of shops or restaurant.  We took the cable car back down - the wait was much less. The trip down was uneventful. However, I arrived back at the cable car station base a little after 8:30 PM and unfortunately, the last bus to Myeongdong departs at 8:30 PM! Obviously, the cable car station ticket office doesn't warn you about this. Accordingly, you are left to the wolves - in this case, the taxi drivers. I didn't want to walk back to Myeongdong so I approached a taxi driver for a ride back to Myeongdong. The taxi driver immediately indicated it would cost me a 20000 won rate up front, $17 USD for essentially driving less than a few miles (and actually, Myeongdong is literally only a mile or two away from the Namsan cable car station)! I should have called an UberBlack car at that time instead of taking the taxi... But the lesson is - beware of the Seoul taxi drivers!  Anyway, N Seoul Tower should probably low on your priority list of Seoul attractions as there are many other worthwhile attractions to go to.",925,much
926,270,3188,"The N Seoul Tower was an interesting site in that it seemed to offer different people different things. There was an element of fun mixed in to the back drop of the great views of the city plus the trees and nature that is the Namsan Park.  I didn't go up to the observation deck itself. I chose to stick to the viewing platforms around the tower which provided multi level views of different sides of the city.  One of the striking elements would be the love locks that are pretty much every where. A lot of couples come up here and the sheer number of locks is a testament to that. Whilst I came here during the day time you can imagine during sunset and the evening that this would be site for many couples seeking a romantic respite from the city below.  Around the tower itself, aside from the park, are restaurants and cafes that give you the opportunity to just relax and enjoy the environment. For families aside from letting the kids run around for a bit there are fun characters to take photos with.  Whilst I wouldn't necessarily say it's a must see I'd suggest choosing a time of day that meets the objectives of your visit whether it be as a group, family, couple or Individual and just enjoy chill out and enjoy yourself.  Note: I took the cable car up and a bus down. The walk from the metro station to the cable car station is very steep so take it slow walking up or consider getting a taxi if you're with people less mobile.",926,much
927,271,3190,To visit Seoul tower is a most because The view from The top is magnificent. If The weather is clear you can see allmost The hole city. And dont forget to buy a love lock before you go up(it's much cheaper down in the city). The lock is for couples in love and you can put The on allmost antingen upthere,927,much
928,272,3195,"I was amazed at how much stuff is up on top of the mountain from which this tower arises. Restaurants galore, and not cheesy. Seems to be popular outing spot for locals, not just tourists.",928,much
929,273,3202,"For a first time visit to Seoul, it would be good to consider the N Seoul Tower as one of your destinations. Of course, there are other similar places such as 63 Building for instance, but N Seoul Tower would be the easiest for a first time visitor.  To get up to N Seoul Tower, you would have to get to the Namsan Cable Car first. The cable car itself is about 15 minutes walk from Myeongdong Station. The cable car will get you up to the top of Namsan Park in about less than 5 minutes. However, be prepared for a wait of about 30 minutes at least during peak hours. Of course, there is the walking option from the bottom if you do not wish to wait that long.  If you wish to take a good shot at sunset or at night, I would say that it is actually better to take it from Namsan Park right outside the N Seoul Tower, rather than at N Seoul Tower itself. As we went during sunset time, it was quite crowded even outside N Seoul Tower itself, but the views are quite amazing even then. I would advise coming early to get a good view.  We went up to N Seoul Tower and found that the views are great, but there is not really too much difference from the views outside N Seoul Tower though. Because of the glass panels at the observation deck, it can be a little difficult to take photos without having reflection in it. It is better to go during the daytime if you wish to go up to the N Seoul Tower in my opinion.  There are a few restaurants serving those who are hungry for a reasonable price, along with a good view of the Seoul skyline as well. Overall, I would say N Seoul Tower would be good to visit once, but there are probably other better places to view the Seoul skyline, perhaps even for free too without the crowds.",929,much
930,274,3217,"We are residents in Seoul since 4 years and we went every year more as twice up to the tower. It was a nice green place within a busy town. I remember 3 years ago it was a relaxing walk up and down and also the tower area was quite peaceful. Somehow I have the feeling it is worsening year by year. The operator has started to renovate and offer now several floors with shops, restaurants and whatsoever. Some of them opened and just closed again. LOL. Why? Because probably not many people will spend a penny there. There are mainly interested in making selfies. That's it. And who shall buy all these things you really don't need? We went there and left every time at least 50k for tower entrance and a beer, coffee or ice cream. There were a few shops totally enough to serve visitors. And usually you climb up to have a nice few and not to drink and eat whole day long. Anyway this time is over for us spending any coin there. This year every time we visited the place it was totally over crowded. If you want to visit tower's upper floor you shall wait at least an hour or even more. Especially on the weekends. Same way down. I can be wrong but since 2015 it changed dramatically. We usually walking either up or down along the small road. I remember the time when we saw many people using the bike to go up. Time is over. Now every minute some old diesel engine is rushing uphill to unload and to come back to collect again. Some of them are driving fast and reckless. If you have kids you are mainly busy with watching them because you are afraid that something happened. I really wonder why Seoul citizens are not doing much about it. Did they gave up already? Do they like how it is? This place becomes really disgusting. It has nothing to do anymore with a nice, beautiful, quiet, green, park and place. It just became a polluted place of commerce. We will not visit again. We are done with this tower. Have fun.",930,much
931,275,3218,"Useful for getting a feel of the layout of the city, but not much more than that as a foreign visitor. There aren't really any landmarks I was particularly interested in seeing. And it's not even in the top 5 of the tallest towers in the world. The smoggy haze also limited what would be seen.  The best part was seeing Hello Kitty World with my daughter. We were the only ones in there at the time and had a blast being silly, and taking a ton of silly pictures. Coming from the US, Hello Kitty World is a novelty item for us.",931,much
932,276,3221,"We rode the bus to the top...but many people were huffing and puffing their way up the steep and winding road. Once on top, you can walk around a bit to get your bearings, and head over to the ticket counter to buy tickets to the observation deck. The elevator takes you to the top and you can spend as much time as you like taking in the view of a very, very crowded city of skyscrapers. It is hard to believe the amount of people (10 million) who live in the city until you see the vast spread of high rise living. Next, go down a level, that I think is actually better than the top level. Go down to the bottom and spend time looking at all the love locks.....they are EVERYWHERE. We rode the cable car down ..just for the fun of it. Otherwise you can use the steps to get back down to street level or catch the bus.",932,much
933,277,3231,"Came here in the evening to see the night skyline. The cab fare from Myeondong area to cable car station is about 4800 won. Beware on return there were some cab drivers who demanded 20000 won because these are the waiting cabs. Don't give in, just wait for those that drop off passengers to this spot. It is a bit much to walk up in the dark narrow road. So take the cable car. Be sure to stand at the windows of the cable car to see the view going or coming down. You have to pay a separate entrance fee to go up the Seoul Tower. The sight up there is just ok, but I guess as a one time visitor you ought to try. The souvenir shop at the top and the lighting inside distract the view towards outside at night. While there, do not miss the locks of love at the foot of the tower. Now that the famous love locks at the bridge in Paris near Notre Dame cathedral had been cut and removed, you should visit this one.",933,much
934,278,3294,"I went to the Tower and did not expect there to be so much at the top! There were great picture opportunities, many restaurants, and nice places to sit and take in the view.  I made the mistake of not doing my research and going on a Korean national holiday, so it was really crowded. I waited an hour and a half to get to the top, and when I got there the NBurger restaurant had run out of burgers. So, if you can, make sure to go on a weekday when there isn't a holiday.  It was well worth the trip up.",934,much
935,279,3307,This tower gives a great view of seoul but its not much more than that. Take the cable car up to the tower. the plaza surrounding the tower is probably more interesting since they sometimes have shows going on there,935,much
936,280,3325,"Take the trolley. You may have to wait but, the walk is brutal. Very nice view you won't get anywhere else. We didn't go up in the tower itself (extra) but, I don't think we missed much.",936,much
937,281,3337,Go here at night because the light from the city is splendid. The only thing bringing my rate down from a 5 is that the fact that there is to much background light in the tower which is ruining the photos if you don't press your camera against the window. It would have been nice with an open air platform without a window.,937,much
938,282,3340,"Well, we have visited many Sky Towers in different cities in our walk around the world and every time when we come across a new one, we would not hesitate to visit it because the view on the city will be different and will gain unique and wonderful experience.  So in our recent Seoul trip, we decided to visit the N Seoul Tower. It was about past 4.00pm when we arrived and the place was still crowded with visitors mostly foreigners. The viewing point on the ground floor was already awesome and it was built on top on the hill. Along the way, we saw trees with ""LOVE LOCKS"" besides the the mental railings that also have such locks too! It was so colourful and impressive! Unlike the love lock bridges in European cities, mostly located above a river where one would throw the keys into the river after locking it, right here, there is no river but one can throw the keys down the hill! Haha. (you can actually buy a lock in the souvenir shop)  Upon entering the tower via the main entrance, we immediately saw a souvenir and gift shop with a lovely Hello Kitty display at its entrance and no one could withstand the temptation for not taking a photo with it.  Our fullday city tour guide had gone to the ticketing booth to get us the ticket to the top while we were busy taking photos with the Hello Kitty!  Then we took the elevator to the top (according to our guide, the tower was about 250m tall, about 80 storeys if I didn't remember wrongly). While most elevators in other Towers are standard and quite ""boring"" while moving upwards, the ceiling of the elevator here has astonishing moving animations (that depicted moving into the space galaxy) and it was indeed impressive. So everyone in the elevator were kept occupied and so focused on it and forgot the ""time spent"" in getting up there. (anyway, it was quite fast too, think less than a minute)  When we arrived at the top, wow! The view here was spectacular! We walked around 360 degree and really have had a great bird eye's view on Seoul, could see the Gangnam area (South of the Han River), Myeongdong etc. As the sky was still bright, the view was cleared! We really enjoyed the view so much!  There is also a souvenir and gift store right well where you could grab some candies, t-shirts, postcards etc here. Though the place is touristy but they had some promotions and so the items we grabbed here were still reasonable in price.  After our visit here, we took the elevator down to the 1st storey where we had to walk through a ""tunnel"" with LED TVs on both sides featuring Seoul in different times and development phases via computer graphics and animations (on the other side, they also have TV screens that show the history of the country as one walks around). It was very interesting and fascinating and no doubt why Korea is so advance in IT and technology!  Well, if you like heights and good city view from the top of the world, this place will be relevant and good for you. As mentioned earlier, each sky tower is different and offer different and unique views on the city and so it's unfair to compare with one to another. Visit with an open mind and with the feeling to see and experience new and different things, your visit here will be fun, interesting and wonderful!",938,much
939,283,3355,We prefer night visit as the tower looks amazing with its colourful lightings. There isn't much to see inside the tower except admiring the city of Seoul in 360 deg. Of course you can leave without noticing the Love locks everywhere.,939,much
940,284,3357,"Going up any tower like this will provide the best views of the city. You can walk up but is a hard climb. Alternatively you can get the cable car up. The prices are moderate, but you can't miss this. There are tours which also take you up, this cost much more.",940,much
941,285,3364,"Got a entrance package that cost W26,000 with 2 entrance tic, 2 beer and a popcorn. That was the worst pop corn i ever had! But the rest was good. Not a very fascinating tower with a lot of people fighting to take picture at the window, so not much peaceful place for you to get a peaceful high view from top. Which I believe is the same in most part of the towel in the world. If you do not want to buy a ticket, just walk around the towel at the place where the tourist hang the lock. Is another nice place also, but free. Oh, the towel has transparent toilet....",941,much
942,286,3377,"Fascinating place to visit. So much more than just the view, which would be worth the visit on it's own. The walk through the park was very peaceful, but very steep in parts. If that is a concern the cable car is a less strenuous way of getting to the top.",942,much
943,287,3393,"It is a nice view even from the decks without going up the tower. You can have a beautiful view of Seoul especially when the weather is bright and clear. When we were up there, there was also a performance and also the opportunity to wear Hanbok (traditional Korean attire) for those who are interested. Namsan is the place where people would put their lock of love and leave it there. If you forgot to buy one prior to your visit, there is a souvenir shop which sells those locks and gifts too.I would say you can buy cheaper locks before you get up but I guess the locks up there are fancier. My family and I decided to not go up the tower since it was foggy the day we visit. We figured it wouldn't be worth a visit as we couldn't see much, either. I would strongly recommended to go either at night or on a clear day so that you can get the most out of your visit. A foggy day isn't exactly they best but if that is the only choice you have, just staying at the deck would be enough.",943,much
944,288,3394,View is great! Do not expect much in the observatory. Two ways to get to the tower: 1. ride the cable car which is very expensive because you'll be standing with 49 other people 2. use stairs via Namsan Park,944,much
945,289,3406,"We went up with the cable car, overall nice view but nothing more. There's the lock your love thing going on there where couple pot locks on practically anything willing to hold it around the tower and promise their love to one another. It's nice but nothing too much",945,much
946,290,3433,"Breathtaking views. Fresh air. I dare you to attempt to hike all the way up. Great for a workout and build up an appetite. Expect crowds during weekends and Korean holidays. If you don't wish to climb it, you can pay for a cable car to take you to the top and escort you down. But I don't know how much it costs because I hiked the whole thing.",946,much
947,291,3446,"We went up to see the view from the tower, but all we could see was the haze and pollution coming from China to Korea. Would have been much better at night to see the lights.",947,much
948,292,3449,Gives you a nice view of Seoul. It was our first time to ride a cable car so that was fun but a bit scary for me. There were too many visitors both locals and tourists. There was a small area for lovelocks just like in Paris. Nothing really much to do there except take photos. No need to go up the tower really.,948,much
949,293,3467,It's quite short and there was nothing much interesting to see inside nor it has a nice view. Quite disappointed.,949,much
950,294,3493,"非常多的觀光團,很多垃圾,塗鴉噪音 尤其是公車站附近的商店,外面好多垃圾 人少一點會更好 沒甚麼好逛的地方,僅紀念品店及一些小餐廳  so many tourists groups, a lot of trash and graffiti and noisy , especially the CVS near the bus station, trash everywhere and pretty dirty :( would be much better if less people go. not too much to see actually. only souvenir store ,some restaurant that is it. you do not need to go up to the towel to see the whole view. Easy to go by bus. I would not to go again... a place just visit once and it is enough.",950,much
951,295,3505,"Seoul N tower is just other tower, where you can see the view of the city. When we came, it was drizzling, and sky was cloudy and so we could not see much. in my view eventhoug it was a pefect sunny day, the view was ok, nothing special. But they were very creative with the padlocks that visitors put on the fence and places, that create interesting decorations.",951,much
952,296,3526,"It was so nice to reach to the top of the tower, i recommend you go at night to see the view. It was much more exciting. I bought the ticket from TravoAsia, just search it online or mobile app. they offer better discount. They seems focus on Korea and JP only at the moment. Anyway, i believe its worth to check out. Good Luck",952,much
953,297,3577,A day trip exploring seoul took us to the tower and many palaces Recommended the lifts in the tower lead to a good view without much walking,953,much
954,298,3580,"It cost about 22,000 won to go on top of the tower and it comes with free drink n big size popcorn. They offers few packages tower tour. There will be a mini studio for photo session at the entrance, u can buy ur photo 1pc at 12k won and 2pcs for 15k won. They have 3 michelin star restaurant but u have to booking online to dine in. There's no much different of panoramic view from the bottom and top of the tower. Countless of love lock hanging on the wall of a terrace attached to the tower. You can buy the love lock from souvenir shop but its very expensive. We get to the tower by bus. It was heavy rain and windy so they closed the cable car and the hiking trail as well. Nothing much we can do, it was too cold and raining. Maybe summer is the best time to visit N tower.",954,much
955,299,3581,"Getting on the tower requires either robust legs/ vehicular transport/ paying for and squeezing inside a cable car.  Atop the tower, you have to pay to get on the observation deck, and worse, its nothing much to see on a cloudy day...",955,much
956,300,3597,"Morning time is rhe best time to see the N tower  It shows all seoul . And while you there you can try some of the perfect options they offer , there is a wood laser machine that print picture on a peace of wood You can take a picture by your self over tgere or by the help of the other people , but i recomend that you use an old picture you like the most  The prices not that much There is also an italian resturant Thire pizza is a must try",956,much
957,301,3625,"The N Tower is fun to visit - you can see the panorama of Seoul and even put a little lock with your name on the ""tree-lock"". The way up to the lift is long, windy and arduous - hence, use the inclining lift cabin on the main road - it's much more fun, unless you're into hiking!  There is a shop at the bottom of the cabin which offers all kind of merchandise - don't be tempted, as prices are atrocious and you can get things twice as cheap in the town.  Purchase a return ticket - don't be tempted to purchase a ticket with a meal- and off you go.  There is a lift that could take you up the 5 flights of stairs, but only if you're very old or very pregnant :) - we braved the lift anyway and were told that we have to be ""punished"" by waiting 10 min for such ""disobedience"". The visitors are lined up in a very ""military"" / ""communist regime"" style - you do what you told! - but this is all part of the experience!  Up the top, there are more steps to conquer - then, you're (almost) at the top. The views are great, and there are plenty of opportunities for the photographs and selfies.  There is a concert available on a daily basis , - worth watching for a bit, and there are plants of eateries up the top, although the prices are higher that in downtown Seoul.  In the way back, try to take you place on the bottom right corner of the cable car - that's where you can have the best view as the car descends to the ground.",957,much
958,302,3646,"This is a very amazing place since I can't do the same at home for me the experience is unique. I took the Namsan cable car to the tower and the view is beautiful; best time to go is on the afternoon to watch the sunset. This is a place where many couples go to, you would find locks representing their love before going into the tower. They have gift shops and restaurant/cafe inside the tower. Ticket was about $10.00 or 10,000 won per person. There's not much to do unless you are with company and are going to eat in there.",958,much
959,303,3662,"You will know this is the seoul tower when you see it far away. Maybe I was expecting an amazing view but this is just an average view. If you don't have time, you are not missing much. This is something I would come see once for the experience but I wouldn't come for a second time. I recommend coming 1 hour before the sun sets so you can see the day and night view at once. Don't come on raining/cloudy days or you won't see much.",959,much
960,304,3698,"Wasn't expecting to catch the cherry blossoms so late in the season. Was 2 week of April. There were at least 7-10 bus loads worth of tourists near the foot of the tower. We had wandered away from the crowds, looking for a good photo opportunity along roads less travelled and threaded upon. Was first our stop in Seoul, was a lovely start to our trip. Seoul little time..... Seoul much to do!!!",960,much
961,305,3734,"The view from the Tower is not so different from the base of the tower in my opinion. The glass at the top is not as transparent/too much glare so you can only see when you are right up to the window (whereas I have been to other towers and it's completely clear from wherever you stand). Having said that it's pretty economical to go up (10,000 per person, 21,000 for two people plus a huge popcorn and two drinks!)  Popular couples spot but fun for families and solo travellers as well :)",961,much
962,306,3764,Beautiful at night. We did not go up the tower but only went up to the platform to do our locks of love. Even that scenery is nice... much less the one at the top! Go at night for a better view!,962,much
963,307,3766,nothing much to shop around. only good thing is the night view. shuttle bus was crowded. left after an hour,963,much
964,308,3781,"The observation deck is small, and there is not much story-telling or explanation of the places you can see from the tower. The gifts sold on site are exquisite, and that's the best part of the place.",964,much
965,309,3802,"Went here at night so the experoence might be different during the day.  It is a long ride to the top and when you get there you can view the city from behind a 360 degree glass viewing deck.  Aside from the shops and food not much to do here, I would rather have spent the time doing something else.",965,much
966,310,3803,"It's a really nice view, but not really worth the wait and fre to go to the observation deck. You get pretty much the same view at the base of the tower. If you are going up, do it in the evening when it's dark. It's so much cooler to see the city lit up by all the lights.",966,much
967,311,3808,I wanted to visit this tower so much. It was so peaceful and beautiful. This has to be in your top 10 places to visit in Seoul.,967,much
968,312,3822,Very long climb and not much to do from the top except take photos and get a nice view of Seoul.  Because of the long climb you can easily spend 3 hours in the area which is better spent elsewhere.  The viewing area is enclosed so not very romantic. The locks area is cool for couples though!  Would just visit this once but there are better places to go.,968,much
969,313,3826,"I visited seoul tower in the month of July. It was my birthday so I got a good discount for visiting seoul tower. They also offer many foreigners and couples discount. Tower was just fine as there was nothing much to do. View from the top was good and that's all. Get some pictures clicked with a background view and you are done. You can also purchase souvenirs for yourself. We carried out our own lunch so dont have much idea about the food services there. After having our lunch, we visited the alive museum which was right next to the Seoul tower. I would highly recommend you to visit Alive museum if you want to have super fun and planning to visit Seoul tower. Otherwise, visiting seoul tower alone is a complete waste of time in my opinion. Good luck!!! :)",969,much
970,314,3827,"We had the wrong time to visit N Seoul Tower (there was a scheduled fireworks display and so the place, being up high and a good viewing area, was jampacked with people) so we did not enjoy it much. It was even difficult to get on a bus from somewhere near Myeongdong to N Seoul Tower. If it were a different day, it would have been better :) That aside, I think NSeoulTower area is an entertaining place, with food places, Bear museum, good view of Seoul and a good place to walk around (be prepared if you want to walk uphill though).",970,much
971,315,3841,I was stupid enough to want to walk there. DON'T. The road takes you round and round around the tower instead of straight to it. Just take the bus there it's much easier. You can take the bus to the Tower from meongdong. The tower itself was very expensive. Too expensive. So I didn't bother going up there even though it took me an hour and a half to walk there. The view from the bottom of the tower was already nice so I didn't want to pay 22000 won to go further up for apparently nothing.,971,much
972,316,3844,"Well, nothing much to talk about this place..but the scenery was amazing esp at night. I went in Feb this year, decided not to take the cable car and climb up to the top with my own foot(worst decision ever..), i wish someone would carry me, unfortunately..not be able to find one. I don't spend too much time here, 1hr is enough because its too crowded..people everywhere, really hard to find a good spot for me to take a picture(sighed). But still worth a visit.",972,much
973,317,3845,"I've been wanting to come here ever since I first saw that cable car scene from My Lovely Sam Soon and was not disappointed! We planned to arrive during sunset and the hotel I was staying is pretty nearby, so we decided to walk on over. The walk up to the cable car station wasn't bad at all, probably because there is this elevator/ramp hybrid thing that helps you up this last steep portion. The cable cars were really cool to ride in although they do kind of pack you in since there are a lot of people.  Once you get to the top you have to climb a few more flights of stairs, which isn't bad, but may be for those with mobility issues. Once you get close to the top you can start to see all the locks of love. There were quite a few vendors selling locks so those looking to lock their love last minute don't have to worry. The view below the tower is really gorgeous although it was a bit windy when we went. There are quite a few restaurants/shops around the bottom of the tower for those who are hungry from the climb.  The tower costs an additional extra to go up to and we bought the package deal in which popcorn/drinks are included. It's funny how they play this scene that you're blasting off to space as you ascend in the elevator. Once you get to the top of the tower, it's pretty much a 360 degree view of Seoul with souvenir shops in the middle. I like how on each window it tells you how far you are from a major city in the world and it's nice to sit down and chill next to a pretty view .  There's not a wholeee lot to do here besides admiring the scenery, but the entire experience was definitely worth it and fun!",973,much
974,318,3847,"Twice I've been there during winter. I love walking up the slope and looking at the scenery and how the trees cast shadows on the path. I'm not sure how it'll feel for summer though. The wind can be a little too much for winter and high altitude. I think u have to go up the tower itself so that you won't get blown away. Same, I think scenery up the tower is best when you go just before sunset so that you can enjoy 2 different feel.",974,much
975,319,3855,"Hit the cable car walk round the summit once then bail.  Amazing views, inexpensive with a sweet cable ride in & out.  Highlights: views Lowlights: not much education as to why it exists.",975,much
976,320,3873,This attraction isn't the cheapest in Seoul but it's definitely good if you want great views of Seoul. The first time I went it was foggy and I couldn't really see much so they give me a ticket to go back. This was good for me because I was in Korea for a year but not so good if you are only there for a short period of time. So it's definitely worth checking the weather before going. I've been both day and night time. During the day it's a nice walk through Namsan Park up to the tower and there was different games and activities going on outside of the tower. On the night time the tower is lit up and the views from the top were amazing! So it really just depends what you want to see. I've walked up and took the cable car. The walk was nice but can take a while so again it depends if you like the walk or just want to see the tower. The restaurant in the tower is nice and you can get a combo ticket for a meal and entry but it is also very expensive. There's a gift shop in the tower also.,976,much
977,321,3875,"Seoul tower was amazing! The views were great and there was so much to do inside the tower like take fun pictures, eat and of course shop! The hike to the tower was fun although tiring for those not in the best shape, but worth it!",977,much
978,322,3879,We didn't feel much great here. Its like normal mountain where you can find city view. Its not unique things for sure. I think its suitable for couples.,978,much
979,323,3885,"The views were good and the facilities - restrooms, eating/dining were good and there's a plaza that is currently being constructed. I enjoyed the view from the top - however it wasn't that much better than the view from the hill, so I'm not sure it justified the price tag!",979,much
980,324,3892,I once visited this place with my father and siblings. Being here was so pleasant and fun. Me and my siblings had so much fun. This place reminds me of the time I had with my family.,980,much
981,325,3908,"We decided to take the cable car up and walk down. This was indeed the correct decision. If you decide to walk up be prepared for a tough climb. There was a 30 minute queue for the cable car and we were jammed into the car like sardines, but still it got us up to the tower OK and without breaking a sweat.  At the tower we were a bit confused about which ticket to buy. There was the observation tower and a combined Tower and Pavilion ticket, but it was not clear what the Pavilion actually was. Finally we bought a beer package which was access to the observation tower for 2 persons and a beer each for 26,000 in total. Not bad considering the tower alone would have been 20,000. cheapest beer we had in Seoul ha ha. You need to collect your beer though before you take the elevator to the top.  The views are pretty average. Its not like the Eiffel tower where you are looking down on so many historic places. Here you pretty much just see a concrete jungle.  When we came down we bought a lock and wrote our message on it and hung it on the fence. Kind of quirky but we enjoyed it. Finally we walked down to the bottom which is very enjoyable and recommended.",981,much
982,326,3939,"It is easy to get to N Seoul Tower (travelled by train, forgot the station name, Tourist Information is very helpful if you ask them). It is a beautiful place, very scenic, I think everyone who visits Seoul should go to. Remember to have your camera. I recommend this for anyone however, for those with leg problem, they can only stay around Seoul Tower as the staircase is very very long to get to the top to look at the love lock. We had a great time there and took lots of pictures. My family and I enjoyed it very much (despite the bitter winter).",982,much
983,327,3955,Visited twice. 1st time went up with bus & 2nd time went up with cable car. The view is beautiful. Love this place so much.,983,much
984,328,3966,"The views of the city are beautiful & there is some space for kids to roam around. We have visited in the daytime& it was foggy but we could still see well, and we have also visited at night, which offers its own beautiful view of Seoul. The gift shop has fun little souvenirs. Get directions on taking the bus here. It is much easier, especially when visiting with children. The tram is fun, but too much waiting & walking, so we prefer the bus .",984,much
985,329,3970,"I've been to Seoul multiple times, but never made it up to the tower until this last visit. It was pretty much what I expected (def. not lacking on cheesy-tourist stands/tchotchkes), but I'm giving it 4 stars still because of the absolutely gorgeous views of Seoul. They even have little map lines on the windows so you can see what neighborhoods you're looking at... Plus you ""blast off"" to space in the elevator which is pretty hilarious and awesome.  Just for the views alone, I'd recommend everyone going at least once!",985,much
986,330,3977,We took the Cable Car up to the mountain then the elevator up to the observation deck. You are asked to look up in the elevator and watch a corny spectacle on a TV above you and are told that it takes 30 seconds to the top. Nice view. Best to go on a clear day when there is not much fog. Very people with a lot of people.,986,much
987,331,3981,We came here during cherry blossom - we took cable car and the view was lovely. Nothing much to see in N seoul tower though but it still attract both local and international tourist (like us). It famous with amongst korean drama fans (like me) so yes we take a visit there.,987,much
988,332,3990,"We visited N Seoul Tower at the end of a gray day, so the views were compromised; however, we had a blast! The best fun was the ride up in the cable car. It started snowing and this was quite beautiful. As it was a bit dark out, the views weren't much and the tower itself pales a bit compared to Taipei 101 or the Tokyo Tower, but it is still fun, just a bit touristy. The coup was in walking down through the park. This was a joy and perhaps the most fun of the trip. The tower I could take or leave but the fun of wandering down from it was relaxing and fun.",988,much
989,333,3995,"We truly enjoy hiking to the top of Namsan to the tower. It is a good climb and we finish it off with a churro and ice cream or a burger. As you are climbing, cut off the main trail and onto the smaller trails through the trees. It is steeper, but much faster and more fun.",989,much
