,Unnamed: 0.1,index,Unnamed: 0,덕수궁부정단어리뷰,index.1,단어,번역
81,81,18,396,Being the smallest one among the four palaces I got to in Seoul not sure how it compares in size with Gyeonghuigung which is the only one that I didnt get to among Seouls five palaces this is not a palace like Gyeongbokgung which is kind of a world of its own with its huge grounds where youll get an immersion experience of the Joseon era days but what this palace offers just because of its significantly smaller grounds compared to Gyeongbokgung is nice contrasting views of traditional palace buildings  their modern highrise counterparts right outside the confines of the palace grounds including the interestingshaped allglass structure of Seoul City Hall which can be seen from the raised platform around the main palace building which will kind of give you an idea how far Korea has come from those days of the Joseon Dynasty And those relatively small grounds of the Palace actually merge on one side to the left of the main palace building while facing it or equivalently to your right if you go all the way to the end of the pathway from the entrance gate after coming in from the street with the grounds of a big museum with a lovely fountain in front although Im not sure if the museum is considered part of the Palace for admission purposes or if it can be entered from another side  And unlike at the other palaces the main building of this palace can be entered not just to look at from right outside so you can get a closeup view of the throne stage Also present here at the entrance gate are two or three ceremonial guards didnt see them on the way in at about 10 am though only saw them on the way out about an hour later but Im sure theres no big ceremony involving a lot of guardsmen in colorful attires with some holding beautiful flags as at Gyeongbokgung since theres simply no space here for such a ceremony  Coming by subway City Hall Station Lines 1  2 is where to get off and youre pretty much right outside the Palace once you get out of the station onto the big street Sejong Daero just a 1to2minute walk to the entrance gate And what I suggest for the ticket is getting an integrated ticket for 10000 won the equivalent of 10 US dollars which is good for like a month and which gives you admission to four of Seouls five palaces except for Gyeonghuigung which Im sure is a small one maybe even smaller than this one  Jongmyo Shrine; also do keep in mind that this palace along with Changdeokgung  Changgyeonggung are closed on Mondays whereas the main palace Gyeongbokgung  Jongmyo Shrine are closed on Tuesdays,81,much,"서울에서 가본 4개의 궁 중 가장 작은 궁궐이라 서울의 5개 궁 중에서 유일하게 가보지 못한 경희궁과 크기가 어떻게 다른지 모르겠다. 조선 시대의 몰입감을 경험할 수 있는 거대한 부지가 있지만 경복궁에 비해 부지가 훨씬 작기 때문에 이 궁이 제공하는 것은 전통 궁궐 건물과 현대식 고층 건물이 경복궁의 경계 바깥에 있는 대조되는 멋진 전망입니다. 조선시대로부터 한국이 얼마나 멀리 왔는지 짐작할 수 있는 본당 주변의 높은 플랫폼에서 볼 수 있는 흥미로운 모양의 서울시청을 비롯한 궁궐의 경내와 비교적 작은 경내 궁전은 실제로 마주보고 있는 동안 주요 궁전 건물의 왼쪽에 병합되거나 y인 경우 오른쪽에 동등하게 병합됩니다. 아름다운 분수가 있는 큰 박물관 부지가 있는 거리에서 들어와 입구 게이트에서 통로 끝까지 가십시오. 박물관이 입장 목적으로 궁전의 일부로 간주되는지는 확실하지 않습니다. 또는 다른 쪽에서 들어갈 수 있는 경우 그리고 다른 궁궐과 달리 이 궁의 본관은 밖에서만 볼 수 있는 것이 아니라 왕좌의 무대를 가까이서 볼 수 있도록 들어갈 수 있습니다 여기 입구 문에도 있습니다 두세 명의 의식 경비원은 오전 10시에 들어오는 길에 그들을 보지 못했지만 약 1 시간 후에 나가는 길에서 그들을 보았습니다. 경복궁에서는 이런 행사를 할 공간이 없기 때문에 지하철로 오시는 경우 시청역 1호선 2호선에서 내리는 곳이며 역에서 나와 큰 거리 S로 나오면 궁전 바로 밖에 있습니다 이종대로 입구 게이트까지 도보로 1~2분 그리고 티켓에 대해 제가 제안하는 것은 10,000원에 통합 티켓을 얻는 것입니다. 이는 한 달 동안 좋은데 서울의 5개 궁전 중 4개를 입장할 수 있습니다. 내가 확신하는 경희궁은 이 종묘보다 작을 수도 있다. 또한 창덕궁 창경궁과 함께 이 궁은 월요일에 문을 닫는 반면, 본궁 경복궁 종묘는 화요일에 문을 닫습니다."
82,82,19,440,I didnt expect much from this palace its small a third of its original size and gives an impression of a lessthankorean palace sibce there are modern buildings in it BUT It has difinitely exceeded my expectation Firstly it was considerably less crowded than Gyeongbukgung even in its peak time which is 11 am when the Changing of the Guard takes place Secondly the Changing of the guard is a wonderful experience you can follow the marching band around and watch the change comfortably and then even pause a few times to let you take photos with the guards Thirdly the history of the different buildings that compile the palace is very interesting One of the buildings is a fusion between traditional korean architecture and imperial architecture and to my opinion it was spectacular  For the meek price of 1000 won I recommend going I arrived around 920am so I even managed to get a free english tour with a guide before following the marching band  Overall I spent 3 hours exploring including the guard change and half a guided tour,82,much,"나는이 궁전에서 많은 것을 기대하지 않았습니다. 원래 크기의 1/3이 작았고 내부에 현대적인 건물이 있기 때문에 한국보다 못한 궁전의 인상을줍니다. 그러나 예상을 확실히 초과했습니다. 첫째, 성수기에도 경북궁보다 훨씬 덜 붐볐습니다. 근위병 교대식이 있는 오전 11시 두 번째 근위병 교대식은 행진하는 밴드를 따라가며 편안하게 교대식을 지켜본 후 잠시 멈추어 근위대와 사진을 찍을 수 있는 멋진 경험입니다. 세 번째 궁전을 구성하는 다른 건물의 역사는 매우 흥미 롭습니다. 건물 중 하나는 한국 전통 건축과 황실 건축이 융합 된 것입니다. 제 생각에는 장관이었습니다. 1000 원의 저렴한 가격으로가는 것이 좋습니다. 행진 밴드를 따르기 전에 가이드와 함께 무료 영어 투어를 할 수 있었습니다. 전반적으로 나는 g를 포함하여 탐험하는 데 3시간을 보냈습니다. uard 변경 및 반 가이드 투어"
83,83,20,451,You cant help but notice when visiting this ancient Palace that you are surrounded by modern day high rises in the heart of the city  This was a very popular Palace for school children to visit as there had to be several hundred children on site  The grounds are very nice and much bigger than expected There is a mixture of Western and Korean architecture Make sure to grab the brochure expaling everything at the entrance way  Definitely worth a look Very cheap to get in only 1000 won but free if you are 65 or older,83,much,이 고대 궁전을 방문하면 도시 중심부의 현대식 고층 건물로 둘러싸여 있다는 사실을 알 수 있습니다. 이 궁전은 수백 명의 어린이가 현장에 있어야 했기 때문에 학교 아이들이 방문하기에 매우 인기 있는 궁전이었습니다. 멋지고 예상보다 훨씬 큽니다 서양식과 한국식 건축이 혼합되어 있습니다 입구 길에서 모든 것을 설명하는 브로셔를 꼭 잡으십시오 확실히 볼 가치가 있습니다 1000 원에 매우 저렴하지만 65 세 이상인 경우 무료
84,84,21,458,This Palace one of four major Palaces in the same vicinity in Seoul is pretty much directly opposite City Hall and theres a metro station at City Hall so its easy to get to and find This is a smaller Palace than some of the others and has a few more laterbuilt buildings so is quite distinct from the other Palaces The Palace guards are interesting to see and photograph and you dont have to buy a ticket to go into the Palace to see them as for obvious reasons they are on the outside of the gate They are used to having their photos taken As a consequence you can also see much of the changing of the guards from the street too free of charge much like Buckingham Palace And the changing of the guards at Deoksugung and at Gyeongbokgung not far up the road for that matter has just as much pomp and ceremony with colourful uniforms and a marching band as Buckingham Palace or Horseguards Well worth a look if you can time it right,84,much,서울의 같은 인근에 있는 4개의 주요 궁전 중 하나인 이 궁전은 시청 바로 맞은편에 있으며 시청에 지하철역이 있어 쉽게 찾을 수 있습니다. 더 나중에 지어진 건물은 다른 궁전과 매우 다릅니다. 궁전 경비원은보고 사진을 찍는 것이 흥미 롭습니다. 명백한 이유로 궁전 외부에 있기 때문에 궁전에 들어가기 위해 티켓을 구입할 필요가 없습니다. 그들의 사진을 찍는 데 익숙 결과적으로 버킹엄 궁전과 마찬가지로 거리에서 경비원의 교대를 너무 무료로 볼 수 있습니다. 그리고 덕수궁과 경복궁에서 경비원의 교대를 그 문제에 대해 그리 멀지 않은 거리에서 볼 수 있습니다. 버킹엄 궁전이나 기병대만큼 화려한 제복과 행진 밴드가 있는 화려함과 의식이 있습니다.
85,85,22,471,We choose to visit Deoksugung because of its size We would like to be able to tour the ground and thought that Gyeongbok and Changdeok is too much for our group of elderly and small children to walk through and cover all  We arrive exactly as the changing of the guard ceremony is about to start at 11 am and lucky enough to find a booth in front of the main gate that offer services of young korean student for a free tour to tourist They were official and looked very professional with their orange uniform and obviously they get the support from the local govt The purpose is to practise their english with foreigners and to learn more of their own culture which I thought were very nice  Sara our guide was only 14 years old about the same age as my eldest daughter thus they were instantly having a girl talk  she showed us around the palace complex stopped every now and then to explain about the buildings and their history  The complex also has a museum but we choose not to go in so cant comment on that one,85,much,우리는 크기 때문에 덕수궁을 방문하기로 결정했습니다. 우리는 땅을 둘러보고 싶었고 경복과 창덕은 노인과 어린이 그룹이 걸어서 모든 것을 덮기에는 너무 많다고 생각했습니다. 경비 의식은 오전 11시에 시작될 예정이며 운 좋게도 젊은 한국 학생이 관광객에게 무료 투어를 제공하는 서비스를 제공하는 정문 앞에서 부스를 찾을 수 있을 만큼 운이 좋았습니다. 지방 정부의 지원 목적은 외국인과 영어를 연습하고 내가 아주 훌륭하다고 생각한 그들 자신의 문화에 대해 더 많이 배우는 것입니다 Sara 우리 가이드는 내 장녀와 거의 같은 나이의 14세이므로 즉시 그녀가 궁전 단지 주변에서 우리에게 보여준 소녀 이야기는 때때로 건물과 그 역사에 대해 설명하기 위해 중단되었습니다. 복합 단지에도 박물관이 있지만 우리는 너무 cant com에 가지 않기로 선택합니다. 그것에 대해
86,86,23,474,located near the city hall good to walk around and see korean palace Convenient access but nothing much to do there,86,much,시청 근처에 위치하여 걸어 다니고 한국 궁전을 볼 수 있습니다. 접근이 편리하지만 할 일이별로 없습니다.
87,87,24,480,It might not be the most impressive of the palaces in Seoul but its still worth a visit and entry really doesnt cost much at all You probably dont need to spend much more than an hour there and definitely not more than two but the architecture alone is worth the price of admission even without taking into consideration the historical importance of the palace Signs are in English Korean Japanese and Chinese so almost any visitor can learn about the historical details,87,much,서울에 있는 궁전 중 가장 인상적이지는 않을 수도 있지만 여전히 방문할 가치가 있으며 입장료는 전혀 들지 않습니다. 아마 거기에서 한 시간 이상을 보낼 필요는 없을 것입니다. 확실히 두 개 이상은 아니지만 건축물만으로도 가치가 있습니다. 궁궐의 역사적 중요성을 고려하지 않아도 입장료가 영어 한국어 일본어 중국어로 되어 있어 거의 모든 방문객이 역사적 내용을 알 수 있습니다.
88,88,25,481,It was a very cold day  0 degrees so my walk around the grounds was brisk The entry fee is only 1000 won about 150 AUD so inexpensive  There are free tours leaving twice a day and there are brochures just inside the gates in English There are a number of plaques dotted about that have a short paragraph in English explaining the relevance which is very useful Overall it is a peaceful place that was largely empty in December and is was easy to stroll around and look at the gardens although they are pretty bare in winter  The grounds also house the Daehan Empire History museum which has tours of the 1st and second floors of the palace I peeked through the windows was worth a look if you like palaces and you can reserve your place in the free queue almost every hour  I didnt know this before I went so the tours were full Check it out before you go the rooms looked lovely In the ground level was a museum about the history of the dynasty Im not really sure there was an english brochure which didnt explain much and none of the displays had english translations so I am not sure what it was about Give it a miss if you are in a hurry although it is nice to get in outside from the cold  The changing of the guard was at 11am and I was able to see them marching from behind the hall all the way through the gardens to the outside gate Ignore the cheapskates who say to not pay go in and see it It was a good spectacle  Allow about an hour and there are plenty of toilets and drinking fountains throughout as well as a few vending machines if you want a quick drink or snack,88,much,영하 0도의 매우 추운 날이어서 경내 산책이 활발했습니다 입장료가 1000 원에 150 AUD 정도로 너무 저렴합니다 하루에 두 번 떠나는 무료 투어가 있고 영어로 된 안내 책자가 게이트 안쪽에 있습니다. 매우 유용한 관련성을 설명하는 영어로 짧은 단락이 점재 된 플라크 전반적으로 12 월에 크게 비어있는 평화로운 곳이며 겨울에는 꽤 헐벗었지만 산책하고 정원을보기에 쉽습니다. 경내에는 또한 궁전의 1층과 2층을 둘러볼 수 있는 대한제국 역사 박물관이 있습니다. 나는 궁전을 좋아한다면 볼 가치가 있었고 거의 매시간 무료 대기열에 자리를 예약할 수 있었습니다. 나는 이것을 몰랐습니다. 내가 가기 전에 투어가 가득 찼는지 확인하기 전에 방이 아름답게 보였습니다. 1 층에는 왕조의 역사에 관한 박물관이있었습니다. 영어 브로셔가 있는지 확실하지 않습니다. 많은 설명을하지 않았고 디스플레이 중 어느 것도 영어 번역이 없었기 때문에 그것이 무엇인지 확실하지 않습니다. 추운 날씨에서 외부로 들어가는 것이 좋지만 경비원 변경은 오전 11시에 있었고 서두르면 그리워하십시오. 나는 그들이 복도 뒤에서 정원을 통해 바깥 문까지 행진하는 것을 볼 수있었습니다. 지불하지 말라는 싼 스케이트는 무시하고 들어가십시오. 좋은 광경이었습니다. 약 1 시간을 허용하고 많은 화장실과 간단한 음료나 간식을 원할 경우 곳곳에 식수대와 몇 대의 자판기가 있습니다.
89,89,26,489,Deoksugung 1000 for adults is one of the Five Grand Palaces of the Joseon Dynasty located next to Seoul Plaza and City Hall in the city centre Opening hours are 9am to 9pm closed Mondays  This palace served as the residence of the Royal family twice during late 16th century and then again at the turn of the 20th century providing well preserved buildings of traditional Korean and Western architecture  Here you will find a collection of traditional Korean style entrance gates lovely inner courtyards worship and residential halls pavilions and landscaping all quite similar to what you see at the much larger Gyeongbokgung and Changdeokgung Palaces You can also watch Changing of the Guards ceremonies here at Daehanmun Gate  Two unique inclusions at Deoksugung include the Western style buildings at Seogeodong Hall which was built in European style in 1910 and the adjacent building used to house the Museum of Modern and Contemporary Art MMCA  Deoksugung branch  One of the things we very much enjoyed about visiting Deoksugung during the autumn was the fantastic fall foliage display seen throughout the palace grounds There were numerous spots where we found multiple colours of tree leaves that made for lovely photographs The autumn scene here was considerably more impressive here than at other palace grounds visited during this trip to Seoul  We were however disappointed to find the MMCA Deoksugung Art Museum closed during the time of our visit There was no indicated closing on the MMCA or Deoksugung websites nor at the place entrance which was odd  Overall we quite enjoyed spending time at the Deoksugung Palace Not only was it exceptionally beautiful this time of year but we found it more management a place to visit compared to larger palace grounds around Seoul You can comfortably browse Deoksugung in 3045 minutes or longer if you want to visit more leisurely This is a very good and cheap attraction visit to consider making during trips to Seoul,89,much,덕수궁 성인용 덕수궁 1000은 도심의 서울광장과 시청 옆에 위치한 조선 5대 궁궐 중 하나로 개관시간 오전 9시~오후 9시 매주 월요일 휴관 이 궁은 16세기 후반 왕실의 거처로 두 차례 사용됐다. 그리고 다시 20세기로 접어들면서 전통 한국과 서양 건축의 잘 보존된 건물을 제공합니다. 여기에는 한국 전통 스타일의 출입문 모음집이 있습니다. 훨씬 더 큰 경복궁과 창덕궁 대한문에서 근위병 교대식을 볼 수 있습니다. 덕수궁의 두 가지 독특한 내포물은 1910년 유럽식으로 지어진 서거동 홀의 서양식 건물과 박물관이 있던 인접 건물입니다. 국립현대미술관 덕수궁점 우리가 아주 좋아하는 것 중 하나 가을에 덕수궁 탐방의 즐거움은 궁궐 곳곳에서 볼 수 있는 환상적인 단풍이었다 여러 가지 색의 단풍을 볼 수 있어 아름다운 사진을 찍을 수 있었다 이곳의 가을 풍경은 방문한 다른 궁궐 경내보다 훨씬 더 인상적이었습니다 서울로의 이번 여행 동안 우리는 우리가 방문하는 동안 MMCA 덕수궁 미술관이 문을 닫은 것을 발견하여 실망했습니다. 덕수궁은 이맘때 유난히 아름다웠을 뿐만 아니라 서울 주변의 큰 궁궐에 비해 관리할 곳이 많다는 것을 알았습니다. 덕수궁을 여유롭게 둘러보고 싶다면 3045분 이상으로 편안하게 둘러볼 수 있습니다. 서울 여행 중 고려해볼 만한 저렴하고 좋은 관광지
90,90,27,504,At the time of my visit the main hall was completely under wraps for renovation That said you may find \xe2\x80\x93 as I did \xe2\x80\x93 that this compound offers more of a cool leafy break from frantic downtown Seoul than a serious competitor to the other of Seouls palaces  It has very much of a parklike layout that seems to encourage relaxing and strolling The two main structures at the time I was there were the completely incongruous neo classical Museum of Modern Art and Royal Museum buildings \xe2\x80\x93 two structures which look like theyd be more at home in Washington DC than in Seoul  The entrance fee is very modest I believe 1000 Won so it is not a great financial investment to check it out particularly in the middle of a hot day I dont know if it is worth a special trip but if you have other sights nearby lined up then its logical to stop in,90,much,내가 방문했을 때 본관은 개조 공사를 위해 완전히 숨겨져 있었는데 내가 그랬던 것처럼 \xe2\x80\x93을 찾을 수 있다고 말했지만 이 복합 건물은 광란의 서울 도심에서 시원한 녹음이 우거진 휴식을 더 많이 제공합니다. 서울의 다른 궁전에 대한 진지한 경쟁자 공원과 같은 레이아웃이 많이 있어 휴식과 산책을 장려하는 것 같습니다. 제가 그곳에 있었던 당시 두 개의 주요 구조물은 완전히 어울리지 않는 네오클래식 현대미술관 건물과 왕립박물관 건물이었습니다 \xe2 \x80\x93 서울보다 워싱턴 DC가 더 집에 있을 것 같은 두 개의 건축물 입장료는 매우 저렴합니다 1000원이라고 생각합니다. 나는 그것이 특별한 여행의 가치가 있는지 모르겠지만 근처에 다른 명소가 줄지어 서 있으면 논리적입니다.
91,91,28,505,This is included if you get the combination Palace pass It is near City Hall It is very much like the other Palaces but very nice On reflection I would not get the combination pass as in my opinion you do not need to see them all as they are much the same,91,much,이것은 당신이 콤비네이션 팰리스 ​​패스를 얻는 경우에 포함됩니다 시청 근처에 있습니다 다른 팰리스와 매우 비슷하지만 매우 좋습니다 반사에 나는 콤비네이션 패스를 얻지 못할 것입니다 제 생각에는 당신이 그것들을 모두 볼 필요가 없다고 생각합니다 거의 똑같다
92,92,29,516,Unexpected quiet and serene palace beside a main 10 lane road The serenity was so relaxing The palace building were impressive However the best thing was the changing of the guard ceremony at 11am I did not know about it so was surprised when nearly run over by the parade Got a really good view and the ceremony had many parts Took about 25 minutes and was followed by a martial arts display There were a lot less tourists here so much more enjoyable,92,much,메인 10차선 도로 옆 예상치 못한 조용하고 고요한 궁전 고요함이 너무 여유로워 궁궐 건물이 인상적이었습니다 그러나 가장 좋았던 것은 오전 11시에 근위병 교대식이 있었다는 사실을 모르고 퍼레이드에 치일 뻔 했을 때 놀랐습니다 정말 좋은 경치를 얻었고 의식에는 많은 부분이있었습니다 약 25 분이 걸리고 무술 전시가 이어졌습니다 여기에 관광객이 훨씬 적어서 훨씬 더 즐거웠습니다
93,93,30,521,Gyeongbokgung Kyongbok may be the largest Joseon Choson dynasty palace in Seoul but Deoksugung Daekso Duksoo is perhaps the most charming The central palace itself is small and empty except for the throne in the middle of the throne room but the details on the roof are exquisite The small side buildings are also worth investigating including the bizarre hybrid turnofthecentury Russian gazebo behind the main palace building Make sure to check out the impressive Buddhist bells on the grounds of the palace The contrast with surrounding modern buildings is striking and makes for a good photo But the most impressive thing to see is actually the changing of the guard where sentinels in colorful Joseon dynasty costumes parade about in front of the entrance gate If you arrive 15 or 20 minutes before the changing of the guard go inside the palace grounds to see them marching out of the gate before beginning the ceremony After a short display of martial arts theres a moment when they allow tourists to have their pictures taken with the unsmiling guards; youll only have a few minutes so if youre interested be quick to take advantage of the opportunity Check in advance for the schedule for the changing of the guard Changdeokgung may have the Piwon Secret Garden  the single most interesting Joseon dynasty site in Seoul  but the grounds are enormous; Deoksugung is much more manageable and can easily be seen in an hour,93,much,경복궁 경복궁은 서울에서 가장 큰 조선시대 궁이지만 덕수궁 대소 덕수가 가장 매력적일 것이다. 측면 건물도 조사할 가치가 있습니다. 본관 건물 뒤편에 있는 기괴한 하이브리드 턴오프 세기 러시아 전망대 궁전 부지에 있는 인상적인 불교 종을 확인하십시오. 인상적인 것은 실제로 화려한 조선시대 의상을 입은 파수들이 정문 앞에서 행진하는 근위병 교대식입니다. 근위병 교대식 15~20분 전에 도착하면 경호원 안으로 들어가 궁궐 밖으로 행진하는 모습을 볼 수 있습니다. 의식 시작 전 게이트 짧은 무술 시연 후 투어를 허용하는 순간 웃지 않는 경비원과 함께 사진을 찍기 위해 sts; 몇 분밖에 걸리지 않으니 관심 있는 분들은 빠르게 기회를 잡으세요. 경비교대 일정을 미리 확인하세요. 창덕궁은 서울에서 가장 흥미로운 조선시대 유적지인 피원 비밀의 정원이 있을 수 있지만 그 근거는 다음과 같습니다. 막대한; 덕수궁은 훨씬 관리하기 쉽고 한 시간 안에 쉽게 볼 수 있습니다.
94,94,31,522,I find that the most interesting thing about this palace compared to the others in Seoul is that shows the JoseonDaehan royal familys late attempts to Westernize which can be seen in the architecture Its a pity that so much of the palace was destroyed by the Japanese after King Gojong died The complex also contains one of the very few historic 2story buildings from old Korea Most buildings in traditional Korean architecture only had one floor,94,much,서울에 있는 다른 궁에 비해 이 궁궐의 가장 흥미로운 점은 조선 대한 왕실의 뒤늦은 서양화 시도를 건축에서 볼 수 있다는 점입니다. 고종이 사망한 복합 단지에는 고대 한국의 몇 안 되는 역사적 2층 건물 중 하나가 포함되어 있습니다. 한국 전통 건축의 대부분의 건물은 1층만 있었습니다
95,95,32,530,This palace is very small and not very interesting It consists of the entry gate a paved courtyard with a throne hall and another building in the traditional style There is also a tiny Europeanstyle garden and 2 large imposing neoclassical buildings built when Korea became an Empire at the end of the 19th century and opened up to the West One of these appeared to be an art museum with no identifiable entry from the palace grounds; the other Europeanstyle palace building was a mystery museum that was not mentioned in any guidebooks or the official Seoul Visitors Guide The sign in the front said a reservation was needed to see parts of the building but other parts could be seen without a reservation Upon entering this mystery building to visit the nonreservation parts I was ushered outside by the nonEnglish speaking staff before I could close the door behind me  clearly I was not welcome despite what was on the English signage The whole complex can probably be seen in 30mins or less The one redeeming feature of this otherwise boring place is the Changing of the Guard Ceremony This is the best show to see in Seoul and is very entertaining with a band martial arts display traditional dancing and military procedure It lasts close to 30 mins and is wellworth seeing The crowd control barriers are placed quite close to the ceremony so you get a much better view than at Gyeongbokgung,95,much,"이 궁전은 매우 작고 흥미롭지 않습니다. 입구 게이트 왕좌 홀이있는 포장 된 안뜰과 전통적인 스타일의 또 다른 건물로 구성되어 있습니다. 작은 유럽식 정원과 한국이 제국이 될 때 지어진 2 개의 웅장한 신고전주의 풍 건물도 있습니다. 19세기 말에 서쪽으로 개방되었다. 이들 중 하나는 궁전 부지에서 식별 가능한 입구가 없는 미술관으로 보였다. 또 다른 유럽식 궁궐 건물은 가이드북이나 서울시 공식 관광안내소에도 나오지 않는 미스터리한 박물관이었는데, 입구에 들어서면 건물 일부는 예약이 필요하지만 나머지 부분은 예약 없이 볼 수 있다고 안내판이 붙어 있었다. 예약되지 않은 부분을 방문하는 미스터리 건물 나는 내 뒤의 문을 분명히 닫을 수 있기 전에 비영어권 직원에 의해 외부로 안내되었습니다. 이 지루한 장소의 특징은 근위병 교대식입니다. 이것은 서울에서 볼 수있는 최고의 쇼이며 밴드 무술 전시 전통 무용과 군사 절차로 매우 재미있습니다. 30 분 가까이 지속되며 군중 통제를 볼 가치가 있습니다. 경복궁에서보다 훨씬 더 잘 볼 수 있도록 장벽이 예식과 매우 가깝습니다."
96,96,33,534,I have always wanted to see the inside of this palace Deoksugung was featured in the popular Korean drama called \xe2\x80\x9cGoong\xe2\x80\x9d or \xe2\x80\x9cPrincess Hours\xe2\x80\x9d but its so much more than that Built in the late 14th Century this palace still stands today as a reminder of Koreas rich cultural past For less than the price of using the buses in South Korea people get to walk through the royal palace grounds and see the throne room of the king The mighty throne with two golden dragons swirled in the roof over the throne gives the feeling of power and might During my time there there were two young men who performed with long sabers in an intricate dance of the ancient kings warriors If youre a nature lover the trees bushes and flowers are absolutely breathtaking I highly recommend entering the courtyard in the center and walking down the stone path to kings throne room for that is the very path that many a foreign dignitary had taken The King had a separate room for his queen servants children guests and guards so there are many rooms to look inside of The sparse furniture used back then allows the visitors to see the traditional ways of life for the King It truly is a must see while taking a tour of Seouls historical sights,96,much,덕수궁의 내부는 항상 보고 싶었지만 한국의 인기 드라마인 \xe2\x80\x9cGoong\xe2\x80\x9d 또는 \xe2\x80\x9cPrincess Hours\xe2\x80\x9d에 출연했지만 너무 많이 그 이상 14세기 후반에 지어진 이 궁전은 한국의 풍부한 문화적 과거를 상기시켜주는 곳으로 오늘날에도 여전히 서 있습니다. 왕 왕좌 위의 지붕에서 소용돌이 치는 두 개의 황금 용이있는 강력한 왕좌는 권력과 위력의 느낌을줍니다. 내 시대에는 고대 왕 전사의 복잡한 춤에서 긴 세이버를 들고 공연하는 두 명의 젊은 남자가있었습니다. 당신이 자연을 사랑하는 사람이라면 나무 덤불과 꽃은 정말 숨이 멎을 정도로 아름답습니다. 중앙의 안뜰로 들어가 돌길을 따라 왕좌로 가는 것을 강력히 추천합니다. 그곳은 많은 외국 고위 인사들이 걸었던 바로 그 길이기 때문입니다. 왕은 별도의 방이 있었습니다. 왕비의 신하들이 어린아이 손님과 경비병을 섬기는 방이 많아 당시 사용하던 희박한 가구 내부를 들여다볼 수 있는 공간이 있어 왕의 전통적인 생활 방식을 엿볼 수 있다.
97,97,34,535,Theres not much to really say about shrines and palaces but I think the Jongmyo Shrine and Deoksugung Palace is definitely worthy of your visit Youre literally walking in world history and its something that many of us young folks have taken for granted,97,much,신사와 궁궐에 대해 할 말이 많지는 않지만 종묘와 덕수궁은 꼭 가볼 만한 곳이라고 생각합니다.
98,98,35,539,We went in November and it was raining and cold We were fortunate to arrive just in time for the changing of the guards The experience was terrific and we took advantage of the photo op We happened to take a tour earlier and had learned a lot about the significance of the architecture which made this tour more interesting for us Theres not actually so much to see the buildings are sparsely decorated and you cannot go inside them but it is worth seeing nonetheless if for no other reason than to see the changing of the guard,98,much,우리는 11월에 갔고 비가 내리고 추웠습니다. 우리는 운 좋게 경비원 교대식에 맞춰 도착했습니다. 경험은 훌륭했고 우리는 사진 촬영을 이용했습니다. 이 여행을 우리에게 더 흥미롭게 만든 건축물의 중요성 실제로 건물이 드물게 장식되어 있고 내부에 들어갈 수는 없지만 경비원 교대식을 보는 것 외에 다른 이유가 없다면 볼 가치가 있습니다.
99,99,36,542,The Palace itself is not that interesting buildings that are empty of fixtures and fittings inside not much to see but the park is nice and there is a small cafe overlooking a lake The changing of the guard is great  such colourful costumes music and deliberate ceremony we loved it Over 65s get in for free and low cost for others Worth turning up for the ceremony which takes place at the entrance to the palace so no need to go inside,99,much,궁전 자체는 그다지 볼 것이 많지 않은 내부 비품과 부속품이 비어있는 흥미로운 건물이 아니지만 공원이 좋고 호수가 내려다 보이는 작은 카페가 있습니다 경비원의 변경은 훌륭합니다 화려한 의상 음악과 신중한 의식 우리가 좋아했습니다 그것 65 세 이상은 무료이고 다른 사람들은 저렴한 비용으로 입장 할 수 있습니다. 궁전 입구에서 열리는 의식에 참석할 가치가 있으므로 내부에 들어갈 필요가 없습니다.
100,100,37,547,Deoksugung Palace and gardens is a mustsee in the middle of Seoul  just across from the City Hall  Seoul Plaza The entrance is via the impressive Sumumjang gate where a changing of the guard ceremony is regularly held Entrance is cheap  free if you are 65 or over and have a passport or driving license They sell a handy little guide book which will fit in your pocket and costs just 500 Won Over the years much restoration work has been needed reflecting Koreas troubled past and rather inconvenient neighbours But the various structures are well worth looking at and on a fine day with the trees in blossom it is a magical place to stroll round,100,much,덕수궁과 정원은 서울 한복판에서 꼭 가봐야 하는 곳 시청 맞은편 서울광장 입구는 정기적으로 근위병 교대식이 거행되는 인상적인 숨창문을 지나고 있습니다. 65세 이상이고 여권이나 운전면허증 주머니에 쏙 들어가는 작은 안내책자를 500원에 판매합니다. 지난 세월 동안 한국의 고통스러운 과거와 오히려 불편한 이웃을 반영하는 많은 복원 작업이 필요했지만 다양한 구조는 볼 가치가 있고 볼 가치가 있습니다. 꽃이 만발한 나무가 좋은 날에는 산책하기 좋은 마법의 장소입니다.
101,101,38,550,Well here is the main place in Seoul I recommend for a couple or family Here is much smaller than Gwanghwamun Gate near here Especially Seokjojeon Hall I love this place,101,much,자 여기가 서울의 메인 장소입니다 커플이나 가족에게 추천합니다 여기 근처 광화문보다 훨씬 작습니다 특히 석조전 나는 이곳을 좋아합니다
