,index,Unnamed: 0,경복궁부정단어리뷰,index,단어
658,553,5983,"Similar experience to visiting the forbidden city in Beijing, though a much smaller and lesser extent but still interesting to see the Korean royal palace.",658,much
659,554,5997,"Maybe it was a rainy day, maybe it was when all the trees looked dry, maybe because I had too much expectiation... or maybe it was because we could only see the palace from the outer garden (you cant view the rooms, etc). So it was just an okay experience for me.",659,much
660,555,6001,"Gyeongbok Palace has to be the number one attraction in Seoul. I never get tired of watching the changing of the guard, the changing of the leaves, or the changing faces of the tourists from all aover the world who flock to its grounds. A vast expense of land in the center of Seoul yours for exploring at your own leasure without too much interference from low key museum staff. Take a camera of course and be prepared to walk away with hundreds of wonderful compositions from magnificant architectural roofs to detailed close-ups of ancient fixtures and doors. Well worth spending a half a day exploring preceded by and with a follow on late lunch or early dinner. High noon is the spectacle of spectacles with the changing of the guards, so don;t miss it. One of many palaces in and around Seoul but in my humble opinion the best preserved and most professionaly presented and maintained.",660,much
661,556,6007,"Went here during the obligatory tourist day of a business trip to Seoul.  We watched the changing of the guard shortly after arriving at 10. A few people brightly dressed as traditional korean warriors marched around a bit but didn't really do much else.  Pretty impressive overall though and a fairly large complex to explore. We had a group tour guide who was full of interesting information about the place, which brought it to life a bit more.  Some of it is original but much has been extensively restored, but done in a sympathetic manor.  I guess it depends how much you like this sort of place but we took about 1.5 hours to see all the major bits of the complex and I thought that was enough.",661,much
662,557,6020,Not much in the way of furnishings as they were all burned or destroyed but be sure to look for times for changing of the guard so you don't miss it.,662,much
663,558,6024,"I'm in awe with the size and scale of this palace. I'm also so very happy I dropped the 3000 Won for the audio guide. It was highly informative and provided me with a much richer experience than if I'd just bumbled through the place. For a moment I stopped to listen to the free tour and it seemed quite worthwhile, too, providing even more color than the audio guide. I would recommended it if you're into a slightly more structured walk. My favorite part? Hyangwonejong in the back - a phenomenally beautiful pagoda and pond. I could have spent hours there.",663,much
664,559,6026,"This is the meaning of the word Gyeongbokgung and it fits the palace so well. I arranged for a two day stopover in Seoul and checked online for places of interest. This was on the top of my list. I arrived in Seoul and stayed at the Sky Hotel which had free shuttle service and was two blocks from the metro for downtown Seoul. Excellent location!!! Took the metro to the Palace and arrived just in time for the changing of the guards which was absolutely beautiful and very entertaining with music, costumes, drums, marching bands, etc. I enjoyed it so much that after I toured the palace and grounds, I stayed for the next guard change which is on the hour. The Seoul metro makes it very easy to get around the city and it is very reasonable also. Two days was enough time to see most of the important sights of the city. Food was delicious esp. the area called the Samcheongdong with its wonderful street food. Also went to the Jeongdong theatre for the ""Miso"" showing (full house). You can take a city bus tour (hop on, hop off) for only ten US dollars, I real bargain!!!",664,much
665,560,6028,"The palaces were briliant, so much history behind them. The cost wasnt so bad either, we paid 9000 korean won for 4!",665,much
666,561,6032,"It is quite nice. It is similar to other palaces in Seoul, but on a much bigger and grandeur scale. What was really impressive though was seeing the changing of the guards ceremony.",666,much
667,562,6033,"They have done such a wonderful job with the palace and although very touristy wasn't as crowded as some places I have been in both Europe and Asia. Thought the palace was beautiful, the guide books are very informative and there really is so much to see. I LOVED the gardens at the back of the palace leading off the folk museum. They were absolutely stunning.",667,much
668,563,6035,"I visited this Palace in 2009 when I was in Seoul - I found my way there from Incheon Airport and spent a glorious few hours there. I also happened quite co incidentally to be there when a special event was being held, one that had not been held ever before. It was a re enactment of a feast day and I managed to see much of it before I had to leave.  I did not do a tour, but wandered around by myself and found it an amazing experience and if fortunate enough to return to Seoul, I'd certainly visit it again.",668,much
669,564,6036,"The name ""Gyeongbok"" translated as ""Palace Greatly Blessed by Heaven"" seems somewhat of a misnomer given that it was destroyed by fire at least twice and the scene of much murder and mayhem during the Joseon Dynasty.  All visits begin at the rebuilt front entry which leads into a wide, open courtyard. At noon, we saw the colorful changing of the guard ceremony which was accompanied by drums and horns. A not-to-be-missed event!  Along with the admission ticket, you receive a pamphlet showing the palace complex layout and details about the buildings. These should be read carefully, or the place just looks like a bunch of empty buildings, along with bridges and walls decorated with stone mythical beasts. The government has done a magnificent job restoring this treasure, except they really need to install more trash cans!  The complex deserves at least 2-3 hours, although I suspect tour guides do not give their charges that long. I'd advise wearing really comfortable shoes. There is no problem finding a taxi to elsewhere in Seoul from out front of the complex. If you walk a bit, there are many restaurants around.",669,much
670,565,6041,"The palace was good to see and ironically centrally located in the middle of the city, but there is not much there other than a few of the remodeled buildings. Needs more descriptions beyond the book at the ticket counter. The changing of the guard was neat to see with the colorful dress and music.",670,much
671,566,6056,"A much more compact place than the Changdeogung Palace but main buidlings-wise, more or less comparable. But what sets it apart is the secret garden area which gives you a good impression of what it was like hundereds of years ago. Most buildings here are original and not rebuild as in the other places. Do take the English tour because it gives so much inside info on this attraction. A plus !",671,much
672,567,6060,"We arrived at Gyeongbokgung Palace around lunch time, it was very hot and too much glare from the sun. Maybe its better to go in the afternoon and in time for the English-speaking tour guide but there are free English booklets that you can read while walking around the palace.  There is also the Gogungddurak museum shop and cafe where we had our lunch.",672,much
673,568,6063,There is free hanbok wearing at the souvenir shop which was such a memorable experience! Each person has only 10 minutes to wear the hanbok as the line gets pretty much long. I suggest you go and patiently wait in front of the souvenir shop at lunch time (like what we did) so you get to be first in line when they open up. Ask someone to take your photo standing in front of the nearest palace so you have a great background.,673,much
674,569,6068,"A place where you do strolls, sit for a chat, enjoy the scenery, take pictures of the guards and... thats about all. The buildings and structures are not sophiscated and are quite plain. The place is well.. relatively big but there aint many artifacts. There is not much to explore and the history is not as rich. It projects itself more of a location for movie/TV makers rather than a palace with history. Quite disappointed as reviews say this is the best palace in Seoul.",674,much
675,570,6070,All visitors to Seoul should stop by this palace. Very amazed by the grandeur of the structures and the beauty of the architecture. Be sure to come on a cooler day as we visited during a heat wave and found ourselves dripping with sweat. Also do not make the mistake of spending too much time at the main gate and the first palace building as it is only a small part of the overall complex.,675,much
676,571,6084,"It reminds me of the forbidden city palace in Brijing, but much smaller. The museum inside the palace is very nice.",676,much
677,572,6085,"The changing of the guards is worth seeing. It takes place in a massive empty square and the guards move around it, so you get good views of the whole thing. It's very colourful and makes for good pictures. Besides that, there is not much else to see besides the buildings, and the main gate.",677,much
678,573,6087,"it is not to compear the palaces in China, but it is nice. Not much crowed and can be visited easily in half day. Tha guide lady was very nice.",678,much
679,574,6091,"If I have to compare, I would prefer Deoksugung Palace than Gyeongbokgung palace to visit during holiday. Why? Gyeongbokgung is too crowded since it's the main center of the palace to be visited by the tourists. The main attraction would be the changing of the guards, the history of the palace, the national folk museum and the national museum.  However the last time I came here I can't enjoy it that much since it's very crowded with people. Even the pictures that I took were not as beautiful as ones I took at Deoksugung. Perhaps, one suggestion, come to Gyeongbokgung during weekdays, and not in a spring, winter, or summer break. People are coming not only from Seoul but also China and Japan. I really find it unattractive in a huge commotion like that.  Nevertheless, for 3000won, this area is really worth to visit. This palace area is so huge that even 3 hours will last like a flash. And make sure, you're not coming during holiday. It'll be an awful experience.You can't really enjoy the scenery since it's too noisy and crowded.",679,much
680,575,6094,All I can remember is it was sooooo hot and burning hot it was. Best not to go in the hot hot summer. There is nothing much inside well compare to the Forbbiten city in China. There is free custom photos though and you can go out to the musem for free and get back in. On special days if you wear the triditional clothes you can get in for free. Ticket price 3000 Won,680,much
681,576,6107,"This is my favorite of all the palaces in Seoul! The buildings are beautiful...there is so much to see. The changing of the guard ceremony is something not to be missed. My favorite spot is the small pond in the way back of the grounds.(Hyangwon-jeong) The day we were there, there we lilly pads in the pod. The pictures we took of the pond, gazebo and mountain in the background were breathtaking!",681,much
682,577,6125,"I guess the palace look quite like a lot of other asian palaces. Most of it is not original, but restored or (more often) rebuilt. It's a place you should visite if you're in Seoul, but don't expect too much. The most charming area is at the back of the garden - a little pond with a hexagonal pavillion.",682,much
683,578,6127,"The palace is pretty big, though once you have visited one palace, the rest looks pretty much similiar. Though they tell a different story. And so a guided tour helps or the guide booklet that is made available at the palance entrance. There are various activites that happens within the grounds of the palace. Depending on the time of the day, you will be able to experience the changing of guards at the entrance of the palace. There are some family oriented activities available within the palace vicinity as well.  The amazing thing about the palace is that it sits beautifully against Mount Namsan and the Han River.",683,much
684,579,6134,"This palace can be covered in much less time, but I spent about 5 hours exploring. Took the free English Tour which leaves from the Information office at designated times. Tour guide was impossibly nice, but a little hard to understand. Still, she tried very hard to make sure we got the gist of what she was trying to say. My tour group at the peak of the day was only about 15 people which was a nice size. The tour took about an hour and she did provide a few minutes here and there for us to linger.  I also bought for 3000 Won, an audio tour (right next to where you buy your tickets). I do recommend this as it provided a good number of additional tidbits that the guidebook and tour did not. It is also on a GPS so the audio/video clips just start playing as soon as you come up to a landmark. So after my guided tour, I doubled back and visited most of the places again with my audio guide. Try to time it for the changing of the guards. Not as spectacular as some I've seen in other countries, but certainly worth checking out.  I ventured out to get a better look at the Blue House (out the back gate, just make sure you have your ticket for re-entry), but did not have time for the Folk Museum which you can also access from the side of Gyeongbokgung. Make sure you have plenty of water and food if you need it, with you if you're visiting in the summer months. There is only one cafe at which to buy food & drink and it is located towards the front. There are large circular drinking fountains if you're not picky, though these are more 'faucet like' so folks do 'wash' in these too. I saw them cleaned frequently though.  I was surprised at how precarious many of the spots were - you have to climb to most of the buildings on rather tall stone steps. The ground is stone paved in many places and the stones are roughly hewn and you can easily trip. Just be aware if you're planning to go with anyone with mobility issues or young children.  I took the subway to get here. Get to Gwanghwamun station and there will be signs and maps that lead you to Gyeongbokgung. It was an easy 5 minute walk straight ahead from the exit that I took.  The only thing to realize is this palace has been completely restored from the ground up after it was razed by war and fire, so it is all a 'replica' if you will, if you are a real stickler for that. That aside, I think it is well worth at least a couple of hours visit.",684,much
685,580,6136,"Yes, this palace has been reconstructed but the innovative South Koreans had no alternative if they wanted to rightly showcase their proud history.  The guards at the main gate were incredibly still as tourists posed beside them.  The 1100 changing of the guard was impressive: much music amid solemn ceremony and marching.  The Palace's reconstructed buildings occupy a large area. Reconstruction is ongoing with some traditional cottages being built.  The entrance fee (KRW3000 was particularly good value). One can combine this with a visit to the free National Folk Museum.  Don't come on Tuesdays: it is closed.",685,much
686,581,6154,"One of five palaces in Seoul, it has been fully restored. It's a large fenced complex with many different buildings. Most of the buildings cannot be entered, but some, including the throne room, have the doors open so you can see inside. Do take the video tour, it has a built in GPS so the narration automatically starts as you approach each viewing point. The changing of the guards, every hour on the hour, is colourful and worth seeing. My favourite parts were the stone animal statues and the large pavilion set in the water.  Probably not interesting to small children as there's a lot of walking and not much to do.",686,much
687,582,6167,I had a blast and learned so much on this trip. The buildings are breathtaking and the it was weird because it was smack in the middle of a highly populated area but it was quiet... The colors on and in the building were beautiful. I truly had fun. I love learning about South Korea's culture and history.,687,much
688,583,6168,"I'm not a history or culture enthusiast, but visiting Seoul is not complete if you dont visit all those palaces. It's nice because it was my first timer, what you expect will be the colourful unique designs. Excellent for photo taking and memorable photo of Seoul trip. nothing much to see and expect on the changing of guard , just a procession with colourful guard marching and playing traditional musical instruments. easily accessible by subways (Gwanghamon or Geongbukgung st).",688,much
689,584,6171,"I along with my friend had a nice trip around the Seoul. We enjoyed it very much. For me it was like a dream to observe the Korean Traditions, History and culture, wearing Korean traditional, dress I felt myself a Character of King Sejong, the great.  I personally think we should preserve and promote our history and culture for the upcoming generations and the organizations like Touch Korea Tour are doing this in a remarkable way here in Korea. The visit of the National Museum of Korea introduce us to the culture of Korea, the seasons, bridal, birth and funeral ceremonies, music instruments and all that was very unique to us. It also gives us comparison of various ages of empowerment and emperors in Korea. It also tells a clear story of the downfall and rise of Korea. Our guide Sunny Park while explaining all the history of Gyeongbok palace created such an environment and interest that I felt myself to be a part of that era. She explained us the in detail about the various parts of palace and the ruling situation of various emperor. Indeed she proved herself a kind and competent resource person. It was very interesting and romantic to visit the Historical Street behind the palace. The Combination of modern and ancient culture of Korean Society was awesome. I recommend every visitor to visit Gyeongbok palace if you wana explore the real culture and tradition of Korea.",689,much
690,585,6200,"While much of the site had to be recreated due to unavoidable outcome of war and occupation, the site is fabulous in detail and grandeur. Our English-language guide was very knowledgeable and provided much more history and information than a self-guided tour could have.  I give it five stars..... well done.",690,much
691,586,6217,"Great place, definetly worth seeing when in the downtown Seoul area the admission is cheap and it is within walking distance of the subway. Beautiful grounds, most likely better suited for the history loving folks, who are able to imagine how these grounds must have looked and funtioned in the 15th century. Perhaps not so much for kids, teens or adults that require more visual stimulation for enjoyment.  The palace grounds could be enjoyed any time of the year, but probably best enjoyed during the mild weather months when a leisurely stroll through the lush grounds among beautiful flowers and tree blossums is possible.",691,much
692,587,6219,I had a Korean Goodwill Guide from the Toruism Board take me to Gyeongbokgung Palace and it was something I'll never forget! My guide Mr.Kim was a fountain of information throughout the palace tour... so much information it was hard to remember everything he told me but I tried! I took hundreds of photos at Gyeongbokgung Palace to remind me of this incredible experience. The palace is a huge complex of several buildings and features a changing of the guard ceremony and lot of people in colorful traditional palace costumes.  Very highly recommended... especially if you can go with a Goodwill Guide.,692,much
693,588,6227,"Enjoyed the trip to the Palace very much as we managed to catch the change of guards. It definitely is a sight to see.  The palace itself also has beautiful architecture and is a huge compound to walk around.  Tips: Check when the times for the change of guards are before you visit, and choose a palace you want to visit because visiting all of them may not be a very wise use of time in Seoul.",693,much
694,589,6242,"I'm not going to kid you here folks - historical site tours are not for everyone. For anyone who has seen the Forbidden City, Angkor Wat or the Grand Palace in Bangkok, Gyeongbokgung Palace might not pack much of a tourist punch.  Having said that, if you enjoy Korean history or just the pleasure of exploring culturally significant sites, then Gyeongbokgung is a good choice for a day trip - especially if you visit near-by Insadong-gil (Insadong street) and explore the many wonderful side streets, alleyways, temples and galleries that the surrounding neighborhood has to offer.  I also encourage a quick visit to the very nearby Bukchon Hanok Village. It's a collection of traditional houses and streets that have been protected and restored, and I think it provides an excellent complement to a day of cultural/historical exploration!",694,much
695,590,6243,Interesting to see the old palace and see how the royalty lived then. They had a much simpler life than I expected. Take the guideded tour. Tour is a definite must-do i you are visiting Seoul. Combine it with a trip to Inadong market - a few blocks away.,695,much
696,591,6259,"pretty much a watered down version of forbidden city of beijing. has some korean influence on some of the elements though. can visit if have time, admission is cheap and not a factor.",696,much
697,592,6265,"My hubby and I went here on our first date, and had lovely time. Check out the folk museum next door (and let me know if you find the boys water jugs!). One thing I love about Korean public attractions is that they are reasonably priced, so you can return again and again. Obviously, as my first date, it has a special place in my heart, but it still has plenty to check out. It's also very convenient and close to many other attractions or places to go (Statue of Lee, biggest foreign language bookstore, Tomatillos). Over all, the palaces are very similar, except one has ""Biwon"" which is the secret garden (not Gyeongbokgung, though) If you have been to the Forbidden Palace in Beijing, you may be disappointed. It is very similar, but smaller, but has it's own beauty, nevertheless. By comparison, the process of getting in here is much easier. Since my husband and I are leaving after many years in Korea, we recently went back to take photos again. Second time around, it was beautiful and awe inspiring. It has sections designed to draw kids as well... I recommend it!",697,much
698,593,6275,"Between Gyeongbokgung and Changdeokgung, i prefer Gyeongbokgung, as there is more to see and the secenary was much better.  There is also the guard changing ceremony that happens every hours in front of the palace and if u want have some good food. At Gyeongbokgung station exit 2 there is Tosokchon (토속촌) the famous Samgyetang shop which even the president of korea patronises.  So all in all a good all round place to visit.",698,much
699,594,6280,"It was one of the must-see sights, so we did and enjoyed it very much... just walking around the grounds.",699,much
700,595,6284,"I am quite surprise when I reached this palace. I don't have much expectation as I thought this is just a palace with buildings and garden. What surprise me is the surrounding scenery. What a beautiful place! I went there during autumn, and the leaves are so beautiful, especially the scenery near the lake. The ticket is quite cheap. Worth visiting!",700,much
701,596,6286,"Gyeongbukgung is the crown jewel of Seoul's collection of royal palaces, with complete access at no more than a few US dollars. You could honestly spend all day wandering its huge expanse, there's just so much history there and so many different styles of architecture to appreciate as well. Besides the main pavilions, I recommend seeing the Hyangwonjeong Pavilion towards the north gate and the Gyeonghoeru (Royal Banquet Hall), set on water. But honestly, its worth it to just take your time and wander through the whole thing leisurely and read the posted information along the way. I loved Gyeongbukgung so much I went twice during my trip! On a side note, do not miss either the National Palace Museum (separate 1,000W admission) or National Folk Museum attached to Gyeongbukgung.",701,much
702,597,6300,"I'd like to start off by saying that I'm a history buff - especially the dynasties of East Asian countries. Having read so much good reviews, I made this palace my top priority during my visit. To say that I was disappointed would have been an understatement. It was like a palace on a budget. Don't go expecting the splendor of a bygone era. The sprawling grounds are filled with identical buildings with little to differentiate from one to another. Even my poor hard-working tour guide was hard put to infuse much enthusiasm into the group which had gone there with so much anticipation.",702,much
703,598,6303,"When in Seoul as a tourist this is the #1 attraction. When on business and having 1-2 hours spare time during the day or weekend, visit this place. Although reconstructed after much destruction by the Japanese colonists and relatively simple for a palace, the overall experience is great and the grounds make for a nice walk. Entry WRN 3,000. Be prepared for herds of tourists though during weekends & holidays, so probably during the week is a better experience. When I was there in August it was quite warm but above all very humid, so prepare for some serious sweating while walking the grounds. The National Folk museum in the back on the right is OK, if you have another hour and to cool off, but more interesting for locals than for foreigners. Entry for the museum is free. Showing your palace ticket will let you enter the palace grounds again.",703,much
704,599,6312,"We did a three-hour morning tour which included this palace complex. We watched the colourful changing of the guard procession at 10.00am.  The complex contains beautiful ornate buildings set against the majestic mountain backdrop and with a serene man-made lake in the middle.  Unfortunately there wasn’t much to see inside the palace buildings as everything has been removed.  Nevertheless, something not to miss on your Seoul holiday.  Also in the complex is the National Folk Museum of Korea which we were only permitted to pay a fleeting visit to due to time constraints. It looks full of interesting exhibits and will definitely merit a longer visit when we next visit Seoul.",704,much
705,0,134,"Korea is not as famous as China or Japan, but many people don’t know that it’s culture started developing before the ones of the two more famous countries I previously mentioned. Gueongbokgung, in my opinion, has nothing to envy to the Forbidden City of Beijing. While walking, you can imagine to be in ancient Korea, with all the people wearing hanbok (for those who are unfamiliar, it’s the traditional Korean outfit)",705,nothing
706,1,208,"Nice stroll around but in terms of palaces, it is nothing to wow your senses after you have seen forbidden city in Beijing. They have lovely pine trees there though.",706,nothing
707,2,304,"In Korea, you must go and see some of their palaces. From a cultural point of view it’s interesting to learn the history and court life. But it’s nothing compared to palaces in other countries.",707,nothing
708,3,364,"Very large grounds to explore. 80% of the visitors wear (rent) traditional korean dress. On the plus side, it's good photo opportunities and there is a lot to see. I recommend audio guides as there are very few signs telling you what you are looking at. Down side, a lot of open space with nothing but tourists to look at No grass for the most part just dirt and the walking paths are uneven granite stones.",708,nothing
709,4,431,"I went by myself via the subway, which was very safe and interesting. The palace a short walk from the stop. I timed my arrival with the changing of the guard. I spent 2-3 hours here, wandering about and taking photos. The numerous costumed guests afforded me great shots as they posed, ran, or peaked out. The entry fee was reasonable. I'm happy tourists are allowed to view the grounds.  Afterwards, I walked around the area and saw a huge protest at Gwanghwamun Square, which is a gathering place in front of the palace. I was told there something going on there almost daily. A further bit down the road and I ran into a Starbucks and then on to the tourist information center, where they were very helpful. I need an SD card for my phone and they called the nearby bookstore and inquired if they did indeed sell the cards as I had been told. I then walked across the street, to the bookstore, and discovered that it is nothing like I would know in the USA. They sell all manner of things inside that store. It was very interesting there too. This area is a must-see!",709,nothing
710,5,637,"We had a guided tour for the morning, if you can get there in time to see the change of guards is a awesome experience. This place is nothing short of amazing. It is VERY big! Take at least 2 hrs to get around it all. Great richness of Korean History. Great value for money.",710,nothing
711,6,691,"Five six footer tall Korean guard will greet you at the front gate, faces are straight tough looking and their hands holding five different weapons will make you to expect more, and the huge tall gate with dragon designs gave me an excitement to see what's inside but as the time goes by and gets inside the first palace all I saw is green and it's clean, for me it's like park not a palace, but it's good looking park though. My advice is just don't expect more, I'd rather like the look of the small hanok villages than the big palace with nothing inside.",711,nothing
712,7,794,"I went by myself via the subway, which was very safe and interesting. The palace a short walk from the stop. I timed my arrival with the changing of the guard. I spent 2-3 hours here, wandering about and taking photos. The numerous costumed guests afforded me great shots as they posed, ran, or peaked out. The entry fee was reasonable. I'm happy tourists are allowed to view the grounds.  Afterwards, I walked around the area and saw a huge protest at Gwanghwamun Square, which is a gathering place in front of the palace. I was told there something going on there almost daily. A further bit down the road and I ran into a Starbucks and then on to the tourist information center, where they were very helpful. I need an SD card for my phone and they called the nearby bookstore and inquired if they did indeed sell the cards as I had been told. I then walked across the street, to the bookstore, and discovered that it is nothing like I would know in the USA. They sell all manner of things inside that store. It was very interesting there too. This area is a must-see!",712,nothing
713,8,919,"Nothing much except that’s it’s really big. Went during winter, lots of space to walk around but nothing really fascinating",713,nothing
714,9,924,I love watching korean drama joseon era... do i love it. Its simple .... nothing special if u don't appreciate history. My friend and i rend an hanbok from the near rental shop which cost us 15000 won per person and we enjoyed taking nice pic with it.,714,nothing
715,10,951,"We took the train and came out on the opposite end and hence we didnt know there was another exit where you will see rows of rentals of hanbok. We went into the palace expecting to rent hanbok for the children and realized they were outside (we saw many of them when we left). Would be nice if there is a notice board or something where they can inform us where to go for the rental. If you are coming out of the palace, turn to your left towards the station. when you hit the first traffic light, you will see lots of rental shops opposite. That's the place to rent your hanbok for photo taking. The palace itself was nice but probably I was expecting more. The palaces look pretty much alike and nothing much to see for us. Probably they do not have a richer and older history as China. We practically walk everywhere in the compound and our last stop was the library where you will have to take your shoes off and be real quiet! I don't think I enjoyed unless there was an event there. If not, I think its worth to skip it unless you really want to dress in your hanbok and walk under the hot sun (yes we went in June)!",715,nothing
716,11,1002,"Compared to most our palace visit, this was uninspiring. I thought it would be much bigger, but the King's palace is very small. I don't get the barrier around the pond with windows to peek through to see the Pagoda, looks abandon.  Aside from the entrance guards, there are nothing to interact with after the guards, just a few old buildings, you can walk through this in about an hour, will be bored after the palace.  The most interesting thing was seeing all the Chinese tourists dressed in traditional attire walking around, we took pictures with a few.  Need signage to describe what we are looking at, I rented the audio guide, without that, one would be clueless on what they are looking at.",716,nothing
717,12,1047,"While mechanical problems in Seattle caused us to miss our connection to India, the 24 hour delay awaiting our next connection opportunity gave us an awesome chance to see some of Korea. The first stop on our free layover tour provided by Incheon Airport was Gyeongbokgung Palace. Steeped in history, and quite well preserved, the Palace grounds we found were quite large, and filled with palace structures and artifacts. The interiors of the palace were quite well preserved, awash in colored interior spaces, and the palace was teaming in costumed Korean soldiers of around 16th century Korea.  The changing of the guard ceremony happens in the afternoon, and it's quite a flamboyant spectacle with many costumed participants. The ceremony lasts around a half an hour, and is well worth a pic or two. To add to the historical flavor, many locals come in costume to the Palace, and parade around the grounds. I had heard many weddings also take place at the Palace, however, that was just traveler talk, nothing from anyone official.  Self guiding audio tours with earbuds are available in many languages at the entry, and there seemed to be an ample supply. As far as entry costing goes, I have no idea, as it was included in our airport layover tour.  We found it worth the effort, and would recommend it to anyone exploring Seoul.",717,nothing
718,13,1067,I visited this palace today.  Wow - how boring can a palace be! This one takes the biscuit!! Lots of Koreans all garbed up in traditional Korean dress which they hire locally - even men so they get free admission. Selfies are the order of the day. We maybe just a bit of glamour.  Let's get down to hard facts. Lots of buildings - most closed with nothing to see. Those open / nothing inside - again empty rooms - nothing to see. Exceptions: the throne room has a throne in - basic and the Gyeonghoeru Pavilion is of national significance for its important part in architectural design and application.  This is not a place to visit even if it only costs 4000 won.  The National Palace Museum of Korea is in the same compound (admission free) is excellent. So head there when disillusionment overcomes you from your Palace experience.,718,nothing
719,14,1087,"Enjoy the palace on snowy days, I think it is more beautiful that way. Atleast what my family & I did!  Only 4- because there is not much to see. When you are inside there may be a second museum which holds different event for different seasons. There you have to pay aswell, nothing is free in this world my sons.",719,nothing
720,15,1197,"In terms of ""Palace Grounds"", I think this is the most beautiful.  I have read reviews that this place is nothing special and that there are many people walking around. Simply not true, well, the ""not special"" part anyway.  There will be lots of people walking around, its a main attraction when visiting Seoul so I'm not sure what why you would not expect this.  This place is great for photography. So many different types of plants and flowers and lots of buildings to walk around and explore.  Yo will see many people walking around in ""Hanbok"" which is a traditional dress of Korea. Colourful and beautiful imo.  Grab a leaflet at the start which includes a map, its free and will ensure that you don't miss anything. There is also a way to see the ""Blue House"" which is where the president resides. I missed this first time round.  Entrance is cheap and you can buy a drink and some snacks inside. I recommend taking a packed lunch, find a nice spot in the grounds and relax.  The changing of the guard is a must see.  A great day out for all.",720,nothing
721,16,1264,"It's not the best palace which I've bee and it's nothing compared to some other palaces. Yet, it's definitely worth a visit. Also great to take pictures with other visitors who dressed up as the emperors and empresses!",721,nothing
722,17,1267,"Did a solo trip to the palace, which is conveniently located near a subway station.  There is a change of traditional palace guard parade that had explanations in English, Mandarin and Japanese; very interesting to watch and understand.  The palace itself is quite a big compound and well preserved and restored. I would have preferred that there were more directional signages and explanations of the various locations of the palace. I did not see any maps for visitors to take along (maybe I missed it), hence, some places that I walked had nothing much to view. The lack of explanation boards at the various locations made my visit a purely sightseeing trip, so for those who want some history, either get a guide book or a guided tour.",722,nothing
723,18,1316,"The Temple was very large but had nothing to do. It was however really pretty and there was a nice museum. The small giftshop was awfully expensive. The museum had a large variety of items but the signs with descriptiones were only simply and shortly translated into english, so I'd suggest that you get an audio guide.",723,nothing
724,19,1368,"The grounds here are beautiful and the structures are as well. The insides, the ceilings particularly are very intricate and colorful but nothing is original because 90% of it was torn down during Japanese occupation which is a shame. The restoration and rebuilding of the structures is very nice, so it is nice to imagine how it would have looked. There are also plaques all around that explain the buildings and it is worth looking up online before you go, but I wouldn't pay for a tour. I was teaching in Seoul and took my family (who was visiting) here in July of 2015 and they enjoyed it but once you have seen one palace in Korea you have seen them all. Doing the hop-on-hop-off bus tour is your best bet! Then you can spend as much time as you would like and move on.",724,nothing
725,20,1377,"Having seen the palace in China, the Gyeongbokgung Palace is really nothing in comparison. But it is still a history of Korea.",725,nothing
726,21,1508,"Well, there is really nothing much to rave about in this palace. Maybe because I have been to other asian palaces and therefore have high expectation. Though I must say that the free tour guide provided at the information centre is very good. It gives an insight to the palace and gives understanding to some of the building structures, such as chimney towers that are not noticeable. Heating under the building provided via tunnels.  To its defence, I supposed because the palace was burnt down during the early Japanese/Korean war, much of the original details in the palace was missing. There is not much grandeur that you would expect from a royal palace.  It is still a good place to visit to understand the historical way of life of the monarch during that time.  Check out the free tour time table to ensure that you do not wait too long.",726,nothing
727,22,1549,The palace is big but nothing much to see except building structure. Almost nothing to see in the palace as well. Perhaps a guide tag along to explain the historical would be better,727,nothing
728,23,1550,"The grounds are well maintained and extensive, you can spend hours walking around and exploring. As we were walking through, we were trying to read up on the history and find out a little more. My impressions were just that everything was very bare...although it was a nice quiet walk, I found it to be rather uninteresting as a palace. Walls and nothing more but nice scenery.",728,nothing
729,24,1573,"Gyeongbokgung Palace is absolutely huge, but after a while all of the buildings start to look very similar. The first part of the palace is the most interesting: Gwanghwamun Gate, the large paved courtyards and the throne room are truly impressive. After the first 3 or 4 buildings I got bored very quickly and found that the rest of the palace consisted of nothing more than empty rooms in near identical buildings. The only features of interest past the initial cluster of buildings were the small lake with the garden island (behind the main palace) and the large pavilion for official entertaining on a large lake to the west of the main section of palace buildings. A lack of clear signage made it hard to find where to go next. I spent an hour and a half wandering around until I lost interest but you could easily spend much more time here if you wanted to. I was a bit disappointed that the palace is largely just empty buildings you can only see from the outside - it is hard to appreciate the rich history of Korea when one buildings looks the same as the one you just saw. Changdeokgung Palace had more character and was much prettier. The Changing of the Guard happens regularly and is a good show, but not as interesting as the one at Deoksugung Palace.",729,nothing
730,25,1602,"Kinda waste of time and money for visit.. probably i duno how to appreciate wide ""empty"" palace. Simply nothing for me to see. Less than 10mins, am outta of this place",730,nothing
731,26,1742,The palace itself is interesting that it has a lot of influence from Chinese architectural design - the Emperors seat is much better kept than the Forbidden city - clean n tranquil for relaxing walks n picture taking- nothing much to see except the changing of guards that is very interesting to take pictures with them :-),731,nothing
732,27,1762,I was excited to see the Gyeongbokgung Palace but ended up getting disappointed. The place was nice and vast however there is nothing much to see inside. There's a lot of buildings that look the same.,732,nothing
