,index,Unnamed: 0,북촌한옥마을부정단어리뷰,index,단어
346,180,1993,"A good place to take photo when you are here, It's best you get a map from tourist counter and walk not only Bukchon but some other places too. This place is residential area, so basically can't make too much noise a lot of keep quiet sign around the place.",346,much
347,181,2016,"People see the modern South Korea from various KDramas. Thus, they tend to know more of the present South Korea. This place actually enable people to have a glimpse of the past and get a grasp on how much had change since then. This is a good walking experience.  Tip: not for those who have difficulty in climbing various roads or places.",347,much
348,182,2023,"Bukchon is situated on a sloping hill, like much of Seoul. So wear comfortable shoes and be prepared to walk work those calves! Beautiful houses, the only thing is its a little weird because people live there and I felt awkward taking pictures of their houses.",348,much
349,183,2028,"When u have done too much shopping, it would be nice to walk around here. Quiet Street and I am having some traditional Korean tea here.",349,much
350,184,2032,"Bukchon is the area of transitional Korean houses. There is not much going on but certainly worth visiting just because you are in Korea. Some houses charges entrance fees for touring the house and asking questions. Some offer traditional crafts for a fee between 10,000-20,000 won. Is fun to try some of the crafts. They might look easy but you will be surprised it can be so tedious!  My niece dropped her iPhone and the screen cracked. So be careful with your phones when you are there because there so many big and small stones everywhere on the floor. Whichever angle at which you dropped your phone, chances are the screen will crack. 😭",350,much
351,185,2075,This is my second visit to Bukchon. The ancient houses still holds much charm to me. This time round we walked along the slope and found it to be another way to admire this area.  Some areas can get a bit crowded and hard to get a good nice shot. Quite a number of people dressed in traditional hanbok came to have photos taken.  Nice place to spend an hour or two for a slow walk and photo taking.,351,much
352,186,2077,"Some nice old wooden houses, but too touristy for me. All houses where fenced so not much to see for me. I would skip this if you have just one day.",352,much
353,187,2119,This is the place where all the old traditional houses are located. We stayed in one for 2 nights and enjoyed the experience very much. Most of the houses are very well maintained and great looking. The place can get quite crowded in the late mornings and afternoons with tourists. Best to come early morning.,353,much
354,188,2123,"Great for photo-taking as this is one of the last few original villages in Korea! There's a free museum to show you how it looks like inside and a few locally-run stores along the path. Other than that, nothing much else to do! Do keep your voices down as people still do live in the houses. Crowed with lots of people squeezed onto a small upslope path.",354,much
355,189,2126,This neighborhood has the last of the original houses of Korea. I found it fascinating as much of Seoul has high-rises and modern buildings. It's residential mixed with retail. Lovely homes provide insight into the history of Korea. Don't miss the smaller family-run shops and restaurants intertwined with the homes.,355,much
356,190,2148,"A selection of shops, crafts tea rooms and interesting houses, definitely worth a couple of hours. There are some nice traditional tea and coffee houses - they charge more than most but have much more character and serenity than the 100s of Starbucks that have sprung up in the city",356,much
357,191,2161,"Well, only if you are into that sort of thing. It's quite a track and it's rather hilly. As the village is actually residences, you won't be able to see much except the streets and the outside of the houses. You will also see numerous (read: in your face) signs to keep your noise level down so as not to bother the residents there.",357,much
358,192,2170,Nice place to visit. Very calm. Not much of big shopping center. A lot of small shop selling traditional stuff. Can see teens wearing their hanbok walking around. The street food there can be abit pricey as it's a tourist spot. Get a map so you won't get lost. The visitor center very efficient . Speak English very good.,358,much
359,193,2183,"Bukchon is the old style ville. you can go there by sub-way. The ville is on the hill, you can go up there and see the high view perspective. Not too much attractive view point, or interesting point. The ville is not too much attractive. The good thing is the food street near the ville, don't spend too much time in this.",359,much
360,194,2219,"My Korean tutor's husband was our tour guide for a day and this was one of the places we went to because I really wanted to see a Hanok Village. There are a lot of steep hills, and it is tiring (especially since it was HOT) but it was very much worth it. If you get to the top of the hill in the neighborhood, there is a beautiful tea house. I recommend sitting outside on the terrace and enjoy the view while sipping mango tea. We got up there just before sunset. It was so peaceful and relaxing but at the same time very exciting and vibrant. I have never seen another neighborhood like this in any of my travels.",360,much
361,195,2240,"Its a beautiful well kept village, for a reason too. Since its a living village, visitors should respect the villagers, but i dont see much villagers there :). Mostly are tourist taking pictures with cafes, restaurant and convenience shops. Place are kept clean and you always have tourist police in red uniform to guise you.",361,much
362,196,2293,"Some people complain about lots of shop there. True, lot of those houses have been converted into shops and homestay. However, if you go further into the alley, there are MORE that are NOT been converted, and still keep it original, or even much older. You need to go out of what the ""Map"" tells you. Otherwise, you can only see what a tourist can see.",362,much
363,197,2304,"So much on offer, great café scene, hidden Korean eateries and lot's of culture. If you have little (or lot's of) time and like to absorb some the old and new Korean feel, it is the place to go",363,much
364,198,2347,"The place is bit overrated, it's a residential area with bunch of old fashion design houses, not much to see really",364,much
365,199,2352,"The amount of legwork required to tour this place took away the enthusiasm that I initially had. It felt like we were traversing a cultural maze that had a small intersection in every turn. It was a constant mind boggling decision as to which direction to take to fully appreciate our visit.  We had no one to tell us where to go and what to do. We just made a quick stop at the tourist information office where we got a map of the village and off we went. Looking back, that was certainly not a great idea. But we were clueless as to the availability of a guide anyway, so we didn't have much of a choice.  The traditional looking houses in the village appeared to have local residents living inside. So practically, this was a peek of the actual traditional Korean village. It was quite an interesting experience, but we got too exhausted to a point that regret surfaced at the end of our walking tour. If you don't mind going for an exercise while on vacation, then this should worth your consideration.",365,much
366,200,2385,"to much alley at Bukchon and really confused to found the best alley. so, we try to ask and found the maps to seen the Bukchon alley. there's a couple houses with traditional Korean things, not to much. but I loves it.enjoy the alley with little rainy, so romantic :D",366,much
367,201,2424,"Explored around the traditional Bukchon Hanok homes area today. The area is surrounded by Gyeongbokgung Palace, Changdeokgung Palace and Jongmyo Shrine,and is home to hundreds of traditional houses that date back to the Joseon Dynasty. Very colorful neighborhoods and many of these hanoks operate as coffee shops, cultural centers, guesthouses, restaurants and tea houses. After exiting the subway at anjuk, just look for the Hyundai HQ and head up the hill. So much to see.",367,much
368,202,2430,"""Seoul City Walking Tours"" is a free program offered by the city of Seoul designed for tourists who want to see Seoul’s top tourist attractions on foot under the expert guidance of multilingual tour guides. Reservations for this program can be made via the internet and mobile web at www.visitseoul.net. No tipping is necessary.  We took a free City tour of these villages and it was great!! Our guide new all the alleyways and which paths to take to see the best sights and views. She also gave us much more info on the area and history that we would not have gotten if we had walked this area on our own.  I highly recommend booking a guide with visit Seoul! The Bukchon village is not to be missed!! It gives you a glimpse into traditional Korean living.",368,much
369,203,2439,"Bukchon is much like the palaces, not really old just remodeled. There are actually fine examples of old homes located in the neighborhood surrounding Bukchon.",369,much
370,204,2446,"A quiet place to get away from Gangnam and Myeongdong. Nice, older style houses and some good cafes to relax.  There isn't much there, but if you just need an hour or 2 of walking and enjoying architecture, it's a good place.  It would be nice if they had some more information about the history of the area interspersed among the walking paths, but I guess that's why they have Google.",370,much
371,205,2457,"It was very accessible, though you need to walk for a few minutes. As of the houses we had seen, mostly were already restored, but still impressive. Or maybe we were just not able to see the much older ones. But we happen to stumbled upon some shooting near the Winter Sonata drama location. I just cant tell if it was for a commercial or drama or movie, and I didnt knew the actors. But goodlooking, though. :)",371,much
372,206,2503,It was nice to walk through an old neighborhood. So much of Korea has been modernized that it is nice to imagine what it would have been like.,372,much
373,207,2523,"quite boring. shops and restaurants, not much really. But! there is a free shuttle bus right at the turn where the main palace Geongbukgong and the Hyundai art gallery. There is free shuttle bus service in front of the Hyundai gallery thatvtakes you to Sam Cheng Geok, a beautiful traditional Korean residence preserved on the hills with fresh air and trails. Kuch is delicious there at the Sam Cheng Geuk but pricey.",373,much
374,208,2541,"I've been here a couple of times and each time I was underwhelmed. The last time I visited I brought a friend who was passing through Korea, to say he was unimpressed is an understatement. It's a real shame that this area is not more interesting. It is a historic area but it feels very manufactured and sterile. You do not get the impression this is what Korea used to be like. Couple this manufactured feel with the huge crowds and it's just not a great place to visit. If I didn't live in Seoul, I probably would not have visited here. If you don't have much time to spend in Seoul, I would go other places.",374,much
375,209,2565,"You don't really have to do much research to locate the best photography spots here because they have people (and a tourist information counter) placed throughout this residential area to lead tourists around with a proper Buckhon Hanok village map.  On the other hand, if you are searching for some houses which may have been used as filming locations, you will have to come prepared as these information are not disclosed (rightfully so, as to not disturb the residents of those houses).  All in all, there are a lot of tourists around the area so silence is vital to maintain its peaceful nature. Come prepared with a good pair of shoes though, as the climb can be pretty steep (especially for the elderly).",375,much
376,210,2607,Way too many tourists in living areas. Visited the area with much nostalgia where I used to live as a kid. Some buildings seem to be out of the way and it does not appear to maintain the traditional Korean housing style any more. Eye sore. But it is still great to see many houses maintain the old style and receive local residents and tourists.,376,much
377,211,2624,We had a good time and I loved all the little houses in the Hanock Village. However there were people EVERYWHERE. Not sure if it is that busy every day but it made it feel much less like exploring and more like everyone was just shuffling through it together. Still got some good photos and saw some interesting things though! Would probably suggest going on a weekday not in the holidays if you can to avoid the crowds!,377,much
378,212,2650,This is really an interesting part of Seoul. Get a map from the information center and head north towards Bukchon. The left side part which is Hanok is much more interesting. We really enjoyed the twisting streets and the narrow alleys and of course the traditional houses with very low roofs. There is an observation point where one can have a magnificent view of the surrounding mountains and the Gyeongbokgung palace. Nice antique and art shops specially the one close to the main entrance to Hanok village (check the photo attached),378,much
379,213,2653,"There are many Korean traditional house village and Buckchon is the one in Seoul. If you are going to stay just in Seoul, I recommend you to stop by here, because traditional village in Seoul is just this one. And It's next to Gyungbock goong,(royal palace) so It will be easy for you to find it. But if you are staying in R.O.K more than 1 week, I think It will be better for you to go to the countryside just like Junjoo or Andong. There are many traditional villages there and those ones are much more better and in the countryside, there is a traditional show so you can enjoy the show.",379,much
380,214,2663,"Yesterday was frigid but we made our way up the hill and what a delight it was to view these lovely old,and or reconstructed homes is the old fashion. Most have been turned into restaurants, coffee shops or shops with varying merchandise, much of it quite ethnic and interesting looking. We were cold enough that we were finally driven into a coffee roasters where we had a divine and warming mocha latte. We took any number of photos of some of the more interesting ""homes"" but as darkness set in we decided that we should head back to the station. On our way downhill, we sopped to watch a gal half seated, half lying on the ground, who was heating a pot of sugar over an open flame (probably about 5 minutes) until she could pour this carmel colored ""batter"" onto a baking sheet where she folded it in half, cut it into 3 equal pieces, flattened each piece with a spatula, and then impressed each with a different imprint. She was selling them for 1 won each and you'd have thought she was giving away diamonds - basically just burned sugar but warm and wonderful - a sight we've not encountered before. Give it s try if you see it.",380,much
381,215,2665,"This place is indeed a surprise. My friend was leading us to this place, saying its like a Korea cultural village. It was much more than expected. So many amazing architectures, we could not stop taking photos. Also, there are many arts and crafts lessons if you wish to partake in. My only regret was that we were there at about 2pm and most of the places close by 5pm, otherwise we could have explored more.",381,much
382,216,2678,"We did not spend much time here but I did manage to walk around the alleys and take lots of pictures of the old Korean styled houses. Perhaps it was due to the weather, extremely cold. The houses were very pretty and with the recent snow fall. Art and craft shops to visit!",382,much
383,217,2685,We did not spend much time here but I did manage to walk around the alleys and take lots of pictures of the old Korean styled houses. It is nice to find history so well preserved here and there are lots of small restaurants in the periphery if you want to grab something to eat whilst walking around. I was told by the lady at the information office that the areas marked 5 and 6 on the map that they handed out was the most picturesque.,383,much
384,218,2697,"Well not much feel of old Korea as when we were there, there are a lot of renovations going on there. Some of the old house you can sees it has preserve the old construction but using modern material. Example the main door entrance of the houses are using digital code lock but the door was old wooden style. :)  For photography, this is a good background view of village buildings. We took a lot of picture here. Great things here was the Korea tourism guide are standing around the corner if you need any assistance. They will point you where to take the nice picture as per their map or flyer.",384,much
385,219,2704,Walking though this typical old style streets you can feel the real hearth of Seul. Lovely shops and cafè make the atmosphere more enjoyable. You can find typical korean handicrafts (I have to say not very much..). Easy to reach using the Line 1 of the Metro. There are also some guesthouses.,385,much
386,220,2709,We saw pictures online of the place with a lot of traditional houses and activities happening. We went during Summer in Korea and Summer is extremely hot and humid. Had to walk about 300M from the subway and up and extremely steep slope to the Bukchon Village. Nothing much to see except beautiful traditional houses but that is about it. Great place to take some pictures but if you're there in the summer i'd say it isn't worth to travel all the way.,386,much
387,221,2713,"If you like ancient architecture and buildings, you will enjoy the Bukchon Hanok Village. Don't except too much as you can only admire from the outside and not the inside as it is the actual residential area. There are also signs for you not to disturb the resident. Fair enough. Still nice to go and have a look, but I wouldn't say it is a must go.",387,much
388,222,2723,"This is a lovely neighborhood, with private houses more than a century old. It's nice to stroll the narrow streets, avoiding the tourists groups,that annoy the locals so much. Signs are placed in many walls, reminding the visitors these are family homes and asking for silence. A couple of such houses allow guided visits to admire the interiors. The lack of furniture there is to see is compensated with an intresting and versitle distribution. Take the time to visit one of this houses.",388,much
389,223,2733,After decades of war there wasn't much left of the city but in this place you can still catch a glimps of what it must have been like.,389,much
390,224,2739,"Located North east of the main palace I love how this area has renovated and offers lots of shops, restaurants and cafes while at the same time retaining much of it's traditions. Definitely worth checking out",390,much
391,225,2758,Nice but a bit disspointed as there isnt much to see. There are some good houses and residents are well off judgibg by their cars etc. Fairly commercialised,391,much
392,226,2769,"This is a very fascinating area, and a definite visit if in Seoul to get a sense of culture, history and tradition. The Bukchon Hanok Village is nestled between the Gyeongbokgung Palace and the Changdeokgung Palace. It is located in the Insadong area of Seoul and an easy walk from the Angkuk subway station. The history of the village goes back 600 years, but the area has been preserved and reconstructed to the way it was. The narrow streets and the walls are all brick. Many winding hilly paths, and great views of the old Korean residential neighborhoods. There are still people living in these houses and also some people still working their businesses out of these houses. The problem is if you start on one path and continue, you my not see what is in the other direction. There really is no specific course to take so it is pretty much on your own instincts. There will be modern structures also as you go thru the area, maybe a place for a meal or drink and of course souvenirs, but not in a tacky way. It is a great picture taking attraction.",392,much
393,227,2779,"Just like much of the old Korean architecture, most of Seoul was destroyed in the Korean war and in rebuilding, several areas were rebuilt to dimensions of the old style villages that Seoul originally began as. There are a plethora of small shops, museums and art centers. Weekends are the time to visit, as the areas are residential and more are open on the weekends. Interesting, but not more then other Korean sites.",393,much
394,228,2786,"i was here on Monday and the information center was closed,but there were a lot of walking information provider which are wearing a red jacket.you can get the bukchon map from them so you can plan the route that you will like to go.I only visit the 5 photospot out of the 8 as not much time i have,if you are really good stamina and have more time,give here a visit for looking at the traditional hanok.",394,much
395,229,2790,It's hard to see those old fashion houses in big city so please enjoy a walk here. Not to make too much noise here as this is a residential area.,395,much
396,230,2794,"There's not much here apart from pretty houses and people taking photographs. But, the pretty houses are very pretty! And walking up the hill to get to the viewing point is a nice way to walk off a meal ^^",396,much
397,231,2796,The place is located on top of a hill from which you can see a good part of the royal palace. It is worth a visit but do not expect much more than sightseeing. It is good if you want to spend 1 hour trying to figure out how old houses were. In the surrounding many small restaurants.,397,much
398,232,2800,"Just the walking tour itself is good. The tourist office provides a detailed map to follow, which was good. The buildings themselves are very quaint and picturesque. However any of the attractions, such as the knot workshop, art shop etc are require a fee. Depends how much you really want to see them. Otherwise just strolling around is a pretty way to spend an hour or two",398,much
399,233,2802,"What a time we had trying to find the place! Once there we could talk to the red uniformed guides (at tourst places around the city and always in pairs) who spoke English and were friendly. One house was available at 10,000 won to go inside but not much to see other than exteriors unless you took the invitation.",399,much
400,234,2804,"I spent two weeks in Seoul and 6 nights in this general area or close to it (being Anguk metro station). So I had 3 separate relaxed wanders through the area, including spending two nights in a hanok room (what's with the Hakok spelling TripAdvisor??). Mind you with a shorter timeframe and a detailed map it is probably only an afternoon for the committed tourist.  It has become not uncommon for such ""old"" traditional areas in inner cities to become rediscovered and maintained in their original form. Given that so much of Seoul has been concreted and glassed over thank goodness for that. The walk up some of the steep streets will give you a contrasting vista over the more so-called ""modern"" Seoul - thank goodness for the old wood and stone!  A reasonable mix of coffee shops/places to snack and traditional businesses along with some quirky boutique shops.",400,much
401,235,2806,"We visited Bukchon Hanok Village for an afternoon. It has extremely beautiful traditional architecture and is in the middle of the city so you get an amazing contrast between modern and traditional. It is this contrast that, for me, epitomises Seoul as a city. The most interesting part of the village is that the homes have been restored and are actually inhabited. There are interesting restaurants and coffee shops (and a museam) on the way up to the village from the station and back down again. Seoul volunteers that help tourists make it easy to navigate your way around the place. The downside is that whilst it is nice visiting the village, there is actually not much to do there (unless you sit down at one of the restaurants for a meal or coffee).",401,much
402,236,2835,Unfortunately there not much of old Seoul to visit so definitely a must.,402,much
403,0,281,"It has been a pretty long walk from Gyeongbokgung but, actually, there's nothing to see. it should be an ancient typical korean village, but it has become a tourist thing, with shops and many coffee houses. There are many other places in Korea if you want to see a typical village.",403,nothing
404,1,312,"It was nothing like in the pictures, and way more smaller. If you come here, you won’t be able to understand what is a traditional Korean village. It looks like it just visited to be the perfect instaspot, but even for that, you’ ve to be in the perfect position, otherwise it’s nothing.",404,nothing
405,2,326,"We went on a very hot day, after reading our tourist guide we found our way there very easy , but how disappointing, the normal cheap tacky tourist shops at the entrance , and then what looked like new houses trying to look old , very steep hill going up , nothing really to see, big disappointment . Glad I never paid a guide to take us there .",405,nothing
406,3,339,"I heard so much about this place I had to go. The issue for me is I was expecting a self contained village of original traditional style. The buildings are styled in the traditional sense but they are mixed between modern apartments and houses. There is really only one street with the same style of housing and the sight of air conditioners, wiring and hot water services detracts from the traditional aspect. There are attendants at each end of the street holding signs asking people not to make noise as this disturbs the residents. There are a few souvenirs shops and some very modern cafes in the village. Pleasant to look at overall but nothing like the promotion given to the area.",406,nothing
407,4,355,"This is people's housing area/resident. At same time they do business such as rent Hanbok, tea/coffee shop, souvenirs.. You can spend sometime here and need to walk up to high slope across all the street. The scenery here is beautiful. You can take few pics on how this unique street looks so traditional and beautiful. I guess for me, its a bit too hype on this place but for me i would give just a average review. Actually nothing much u can do here.. Surrounded by buildings.",407,nothing
408,5,398,"Bukchon Hanok Village is pretty much close to Gyeongbokgung Palace. After visiting the palace, you can walk yourself to this heritage village with ease.  PROS:  -Paved road going to the village. If you’re bringing kids in strollers, it will be easier. -Since this is located in a residential area, even if there’s a lot of visitors, you will feel the quietness of the area. -Tourism staff are everywhere in case you lose your way. You’ll also see them bringing placards reminding everyone to be quiet. -You will also see a lot of souvenir shops in the area. Some food stalls too in case you need something to munch in.  CONS:  -There’s nothing much to do other than take photos with the old houses as your background -Tourists flock to the area on a daily basis so be prepared to get your way to get good photos -If you’re bringing a car, there’s not much parking space available as the alleys are really narrow. Street parking is not a good idea. -Get yourself ready for a lot of walking.  Will I go back to Bukchon again? Probably not but it’s always good to see these types of heritage at least once.",408,nothing
409,6,401,The village is not so great. Only a small part is beautiful and good for taking photos. Other than that nothing much. I think Jeonju will be much better.,409,nothing
410,7,467,"It's a village with actual people living there. There is nothing to do besides taking pictures, and the village is actually pretty little so don't expect to stay here for long.",410,nothing
411,8,470,Toured the village with a group of students. They provided some interesting tidbits on the buildings. Generally all you can see is the outside of the entire village as the area is actually the homes of the local population. Interesting visit but nothing spectacular.,411,nothing
412,9,679,"Really liked Bukchon the first time I visited but not this time. It was very touristy both times so nothing new but it was the banners around the village through which locals expressed their anger at tourists and how they are suffering through tourism which put me off. While I understand how constant flows of noisy, disrespectful visitors can be oppressive, it's really something they need to work out with the tourism authorities to find a solution rather than hang out insulting messages. Also at the end of the day, it's no big deal. It's quirky and quaint but the hanok buildings can be seen in other areas outside of Seoul. So if you are going to be going off the beaten track in S Korea it's not really worth visiting Bukchon. Its location between the 2 most popular palaces in Seoul make it an inevitable stop though. So if you do visit, be prepared for an unfriendly reception and try not to piss the residents off more by talking and laughing loudly (as we saw some inconsiderate visitors do).",412,nothing
413,10,809,"actually, lots of this area is private are which is owned by citizen. but the government opens for public as a tourist destination. so, they suggest you not to make noisy sounds. you can see the typical of old style Korean house. my friend who was my guide said that this area is quite expensive. so, all the house might have expensive price. don't forget to take a map at the tourist information, because they give a direction how to explore this place. only few place in the Bukchon that have free entrance. if you want to see inside the house, you have to pay 10.000 won. if you want see all around Bukchon from 3rd fl., you have to pay also (but i forgot how much is it). i've found nothing special in here, just to improve knowledge about the Korean tradition. Bukchon is very near to Gyeongbokgung. so, after visit Gyeongbokgung, try to walk to find Bukchon.",413,nothing
414,11,873,"Bukcheon is supposed to be Seoul's old historic quarter and while it still does have a few quaint Korean-style houses (hanog) to see (which, incidentally, are much prettier than traditional homes in, say, Japan), the folks here have been very inconsistent at keeping their historic archictecture, if they ever tried to at all, so the hanog, even in this most historic part of town, come interspersed with thoroughly modern functional buildings -nothing even close to the solidly historic neighbourhoods of many European cities. One of the hanog I saw sported a mass of barbed wire all over the garden wall, which was not exactly a pleasure to look at. Still, it is a precious piece of heritage as all the other historic architecture (the very small amount left of it) in Seoul are either religious or military/government buildings, not civilian ones, so this is both special and something ordinary people can more easilly relate to. It is possible to stay in a hanog bed and breakfast in Bukchon and this would be something I would definitely go for. I only had dinner in a hanog restaurant here and it was a great experience, although of course you need to be able to be comfortable sitting on the floor.",414,nothing
415,12,874,"It's really nothing special to me and really didn't impress me compared with other Asian attractions...If you have limited of time in Seoul, I would say you don't miss out much if you skip this.",415,nothing
416,13,908,"In the beginning I must admit I was a bit worried. I'd seen all these beautiful pictures in korean travel guides but we couldn't find them when we arrived. There were bits and pieces of beautiful old houses here and there, but nothing that looked like a unified hanok village.  Luckily we were spotted by two wonderful red aproned volunteer tour guides, who gave us a map and pointed the way to the ""most famous view"" in the hanok village. They weren't wrong. It's a bit of an uphill climb, but when you get tot he top of a row of beautiful hanok houses and look down the street to see modern seoul framed in the distance, it really takes your breath away.  Some great waffle and coffee shops abound here. so make sure to sit down and take a break after the climb. One in particular is near the subway exit 3, and serves what is essentially a grilled sandwich shaped like a fish with your choice of savory or sweet ingredients inside.",416,nothing
417,14,969,"It has been a pretty long walk from Gyeongbokgung but, actually, there's nothing to see. it should be an ancient typical korean village, but it has become a tourist thing, with shops and many coffee houses. There are many other places in Korea if you want to see a typical village.",417,nothing
418,15,985,"We went on a very hot day, after reading our tourist guide we found our way there very easy , but how disappointing, the normal cheap tacky tourist shops at the entrance , and then what looked like new houses trying to look old , very steep hill going up , nothing really to see, big disappointment . Glad I never paid a guide to take us there .",418,nothing
419,16,1021,"Bukchon Hanok Village is pretty much close to Gyeongbokgung Palace. After visiting the palace, you can walk yourself to this heritage village with ease.  PROS:  -Paved road going to the village. If you’re bringing kids in strollers, it will be easier. -Since this is located in a residential area, even if there’s a lot of visitors, you will feel the quietness of the area. -Tourism staff are everywhere in case you lose your way. You’ll also see them bringing placards reminding everyone to be quiet. -You will also see a lot of souvenir shops in the area. Some food stalls too in case you need something to munch in.  CONS:  -There’s nothing much to do other than take photos with the old houses as your background -Tourists flock to the area on a daily basis so be prepared to get your way to get good photos -If you’re bringing a car, there’s not much parking space available as the alleys are really narrow. Street parking is not a good idea. -Get yourself ready for a lot of walking.  Will I go back to Bukchon again? Probably not but it’s always good to see these types of heritage at least once.",419,nothing
420,17,1023,The village is not so great. Only a small part is beautiful and good for taking photos. Other than that nothing much. I think Jeonju will be much better.,420,nothing
421,18,1068,"It's a village with actual people living there. There is nothing to do besides taking pictures, and the village is actually pretty little so don't expect to stay here for long.",421,nothing
422,19,1071,Toured the village with a group of students. They provided some interesting tidbits on the buildings. Generally all you can see is the outside of the entire village as the area is actually the homes of the local population. Interesting visit but nothing spectacular.,422,nothing
423,20,1337,"While we visited the Gyeongbokgung Palace, we realized it was only a short walk to the Bukchon Hanok Village so we thought it would be a good opportunity to look at the traditional houses.  First off, even in the middle of winter it was very crowded. Since the area is essentially just a neighborhood of new and old houses which keep the look and style of old Korean dwellings, to walk around is free. This attracts a lot of people as expected. What I personally found is that you don’t truly see much while you are there. Because you walk in and around streets and alleys you only really see roofs, walls and doors. Don’t get me wrong it was interesting but not what I expected. It is also more visually stunning than what pictures will ever be able to capture, so in my opinion take a few photos but don’t be worried about photographing a ton of structures.  You can go in a few places that are now shops, but we decided to forego that process since they were mostly tea houses and I’m not a big tea drinker. Also the touristy shops on the main street are nothing to get excited about.  The one thing we did do is find some great food in the neighborhood. We ended up at a great noodle and dumping house where we partook in both delicacies. It was amazing and for only 15,000 won (or a little less than $15 US) we were both stuffed.",423,nothing
424,21,1372,"This is a residential area with some korean themed houses, there is nothing much else to do in this area. I wouldn't not make it a priority.",424,nothing
425,22,1403,"If you happen to be around, it’s worth it to stop by for a few pictures, but there’s nothing that special to do.  Somehow I feel that the people around prefer not to be disturbed by tourists.",425,nothing
426,23,1410,"For me it’s nothing special. Just some small street with old fashioned house. Anyway, it’s quite historical as new building are everywhere in the city. Not a must-go in Seoul.",426,nothing
427,24,1483,"I heard so many good comments about this place. Once I got there, I got very dissapointed. Its a little town in the middle of Seoul but nothing to do around. There is a few restaurants and shops but nothing interested. Definitely I wouldn't go back to this place. It was boring!!!",427,nothing
428,25,1487,"Located far from subway station, walk 15 minutes go uphill, and nothing than houses.. not my type of tour,",428,nothing
429,26,1608,"Great visit to Bukchon Hanok Village. There two places you can go around. from the National museum, you can cross the road and go straight along the streets. you can wander around the but you need to careful because there are people living there. There are signage that tells you to ""shhhhhhhh"". You can take a pictures here and there and also you can see the view of Seoul from here too.  Aside from the architecture, nothing much you can do here.  To go there : you need a courage to climb up the stairs. Prepare some water along your way.",429,nothing
430,27,1615,Is good for picture taking. Otherwise nothing special at there.Nearby Gyeongbukgong palace. Beside that there is few souvenir shop around.,430,nothing
431,28,1657,It's worth seeing the Hanok village but (honestly) it's a pleasant hours walk nothing more - you'd struggle spending a whole day there...,431,nothing
432,29,1660,"The village was not far from Anguk subway station, around 20 minutes on foot up to a small hill, but to be honest, there was nothing much to see or to enjoy. The old houses in traditional and typical Korean style were there but they were modern with luxury cars and so on. Tourists flooded it with hanbok and camera to take their selfie pictures just to show off on social networks. We don't recommend this to those who look for a real culture of local Korean without being frustrated by the tourist flood.",432,nothing
433,30,1708,Unless you're into olden days architecture there is nothing much for you to do or see here. It is like walking around outside of people's houses and taking pictures as if we (or they) are aliens. I don't understand the hype about wandering in a housing area.,433,nothing
434,31,1741,nothing much to see here except hiking up this small residential area  lots of tourists sometimes  there are also info guides in the area,434,nothing
435,32,1746,Mind blowing buildings. Very old and interesting layout. Free access. You need to pay money to enter old house for tea ceremony. Had higher expectations some sort of old market and stall. People still live in the houses. Perhaps thats why nothing much to do there.,435,nothing
436,33,1812,"Bukchon is just a residential area with a taste of old Korea and most of the houses were locked and closed when we visited there. Need to walk for 20-30 mins along the wall of Gyeongbukgung palace before reaching Buckhon. Do take bus or other transport to reach Bukchon. Honestly, nothing much in Buckhon and should be able to complete the area by 1 hour.",436,nothing
437,34,1831,Very subdued old neighborhood where you can still see what Seoul used to look like before modernization. Takes about an hour to walk through it. It's nothing spectacular but a convenient location to add to your list of sightseeing if you're visiting the palaces nearby.,437,nothing
438,35,1857,"The houses are now residences so tourists are advised to stay silent while walking through the village. There's nothing to see but old wooden doors and walls. We cant even see what a typical old house looked like inside. There were some quaint artshops and cafes but other than that, nothing special. They had lots of volunteer tour guides who will help you find your way.",438,nothing
439,36,1975,"While a stroll through Bukchon Village may feel like a trip through the ages, the neighborhood is not frozen in time. Some of the hanoks are still private homes, but others have been converted into tea houses, coffee shops, cafés, art galleries, inns and museums.  Although it seems like its nothing much but I think I spent like 2 hours walking around the neighborhood. Just admiring the beautiful houses and the serenity it seems to bring being around there.",439,nothing
440,37,2123,"Great for photo-taking as this is one of the last few original villages in Korea! There's a free museum to show you how it looks like inside and a few locally-run stores along the path. Other than that, nothing much else to do! Do keep your voices down as people still do live in the houses. Crowed with lots of people squeezed onto a small upslope path.",440,nothing
441,38,2181,"I've always been amazed with these hanoks whenever I see them in Korean dramas, so I made it a point to visit Bukchon last December. Wear the most comfortable shoes when you visit, as you will do nothing but walk. Be prepared for the uphill trek, too. The pathways are lovely, and the houses are a sight to behold.",441,nothing
442,39,2199,Went with high expectations and well after a walk from the nearest station of about 10 mins reached the place . . kept on wondering what was there to see apart from small lanes and old houses . . only go if you have nothing else to see :),442,nothing
443,40,2422,This place is good for sightseeing and cafe hopping. It's quiet along the routes within the residential areas but nothing spectacular. Nice to have a walk around but not a must to go.,443,nothing
