,CONTENT
600,The ultimate sacrifice is never forgotten  A moving tribute to those who came to the aid of a country most had never heard of but were all willing to make the ultimate sacrifice for True heroes of our time Few are still around and ALL deserve the never ending thanks and admiration of this  thiving nation
601,Visited this place out of respect of all the people who fought during the Korean war Especially my grandfather who did two tours and came home to share his story to inspire me that freedom is not for free
602,This is a fantastic area to know about Korean War The history of Korian war presented here by smarter way Name of war hero has been conserved here The weapons  fighter planes also conserved here Every body should visit here who visit South Korea
603,Such a memorable place
604,Always humbling Katchi KapshidaWe go together
605,Breathtaking in its scope and grandeur  what a wonderful tribute to the vets The museum inside is terrific as well Not to be missed sight in Seoul
606,Incredible Museum that is free to the public Still open during Covid
607,As war museums go this was all the encompassing for the Korean Peninsula Korean friends back home stressed that we must see this Well there is a fair bit of jingoism here and I can see why Koreans feel strongly about it If stressed for time this is a miss
608,A must see to learn about korea
609,What a great museum There was a ton of information available in multiple languages throughout with lots of videos and graphics Very well organized and easy to follow through everything I learned a lot
610,Its an enlighting experience Coming from Canada Ive only ever heard a small fraction of what happened during the Korean war this museum paints a more complete picture of what actually happened and why The museum covers all of Koreas various conflicts thoughout history afterward youll understand why there is still lingering animosity between certain countries and a lot of good will between others
611,It is a great place to visit The Memorial presents the history of Korean War in fascinating way A lot of technical stuff is presented One can spend a whole day there
612,Very good exhibition and English guide
613,Setting aside the kimchi theres need to see the memories of war From the War of the Three Kingdom to World War II it is amazing and very informative With English Korean and Chinese as languages to select from theres no reason not to learn something on this place
614,This Museum is the size of the Smithsonian Air and Space Museum but is dedicated to war Not just the Korean War in the 1950s but of the more than 70 Military ConflictsWars Korea has been in The Korean Peninsula is fertile land and ChinaManchuria Russia Mongolia Japan France United States Great Britain have all tried to control Korea But the Korean people are very strong and have their own destiny to follow Unfortunately world powers try to use the Korean people as pawns But the Korean people are too strong for that Korea only gets stronger Korea will alway win
615,This place is very expansive as it contains both indoor and outdoor exhibits Outside has plans boats tanks among other large pieces of military equipment from the Korean War Indoor contains models and artifacts from other wars in Korea from throughout history Signage is in English
616,That is a great museum to learn about the Korean War There are FREE English speaking tours Please ask for it as you enter the museum The best is the war simulation that takes you through the battlefield
617,Beautiful free museum Lots of history about Korea during war Very interesting Outside of the museum are tanks submarines and planes used during war Cool place to check out near Itaewon
618,It is a good museum in Seoul If you come with children I recommend there It is convenient to take subway and get off at Samgakji station but I walked from Itaewon so it was a little far
619,As an active ROK soldier and grandson of a Korean War veteran I thought this memorial was well made The location of it is near Itaewona great place to stay and enjoy nightlifeThe memorial used to only give Korean curators back then but now they provide English Chinese and Japanese The memorial also had all the relics from the Korean War So if youre a huge fan of war history i recommend spending a half day here Youll get a chance to understand why South Korea and North Korea are still at war In the meantime i will be protecting the country Hope you have a good time  Tip Try to visit the memorial during weekdays during your vacation Theres a lot of other events going on at the memorial during the weekends And once you visit hereplan a trip to the 38th parallel Thats where you can see some serious stuffs there
620,A must visit to understand about the history of Korean war Very informative and detailed experience Many videos in different languages were available to aid tourists to understand
621,A must see for any visitor to Seoul Very well organized clean and respectful A very nice tribute to the nations that were part of the UN force during the Korean War
622,One of the most interesting museum in Seoul with a lot of explications about Korean History I recommend splitting the visit in 2 days since it is really big and contains a lot of information Moreover its free 
623,Loved the display there
624,There is a yard full of war planes and tanks open 247 that is impressive The museum itself is very interesting for the history it explains and the objects it displays
625,Paid respect to those that have fallen The statue is of two brothers from the north and south rejoining Its a powerful symbolic statement of unity There are also tanks and military jets as well in addition to the memorial
626,Interesting for those who want to see planes     guns cars and boats from the war Too few explanations in English and a lack of interactivity But free entry and you can take pictures inside or around old war engines
627,A must do Im not usually that into museum but this one really worth it He is quite big and go from the middle age to the present days Take also a look outside around the building with the different status and military equipment exposed
628,I really enjoyed this museum Its free and definitely worth taking a look around Not a lot to do for little kids but there is a play area and kids portion that I saw but did not go into
629,It is a sophisticated representation of Korean History and Culture and how Koreans are dedicated in their resolve to not repeating their past mistakes It is a mustsee for any tourist who wants to immerse himherself with the longest ongoing war of our time
630,Great introduction to the Korean culture and the Han people  I recommend you come early  as it can take all day or more to view everything Most displays are translated to english
631,Every country has their own war story For South Korea they still live in it See the museum made me aware on how terrible the impact of physical war but it will become even worse when technology will be used for it May Allah protect all of us
632,The animations are a good effort Better museum than the National Museum If u want to visit a Korean museum  have time for just one choose this
633,The best museum I ever been This is must place to visit in Seoul Its very educative You can easily spend a day here
634,A powerful tribute to the nations heroes both native locals and foreign allies and also a concise summary of the nations war history that made the country what it is today English language supporting text available at exhibits and some are available in Chinese too
635,Great museum Had plenty of the signs and displays in english japanese and chinese so they were easy to understand Outside the museum there are plenty of vehicles to observe and play with
636,Personally its the only museum worth going to in Korea Most other museums are underwhelming and lacking content This museum is presented well and with lots of handson items that make it absolutely worth it
637,If you are interested on tanks war planes war helicopters and so on is a place to go
638,This museum explain mainly the Korea war but not limited to Nice presentation and you can enjoy free guided tour in different languages
639,Great experience Good to rest outside Admission is free But it should be 1000  3000 won for better maintenance Considering the facility people wont argue with that
640,A place to learn history of Korea
641,Extremly impresive Wished i had more time to see all the stuff
642,Great to learn Korean history easily spend 23 hours
643,Could take you all day to get through this Outdoor collection of planestanks and anti air guns is seriously impressive I mean they have an actual B52 on display here
644,A really impressive museum with a lot of things to see  Theres even a good amount of descriptions in English  Outside theres an impressive array of old planes tanks and other military hardware
645,Lots of historic educational information to be learned There are a lot of planes and old vehicles that you are able to see up close Planes have stairs that let you climb up to look into the plane
646,vary greatly
647,Not complete yet but the experience was quite fun Limited in English offerings but educational nonetheless I was fortunate enough to be able to read and listen in Korean Well maintained
648,Im Korean American Dont know any history Even the smallest amount of time here I learned so much Pretty good place in regards to history And its mainly all indoors so you can stay cool in Koreas nasty weather hahaha
649,Lots of information 4D was neat Outside had a bunch of decommissioned tanks planes antiaircraft and antitank Fun place to check out and it was all free
650,The place exhibits and preserves the content related to the Korean war during the period of 1950 to 1953 The exhibition hall consists of the memorial hall War history Korean war expeditionary forces ROK armed forces defense industry large military equipment and other facilities like screening room and cultural theatre Foreign language interpretation services are available in English Chinese and Japanese
651,Very gud places in Korea
652,Cool Museum I really liked the replica of the turtle ship
653,Was particularly interested in the relationship between Kim Il Sung and Stalin preKorean war and the accessible documents provided wee both insightful and eye opening Definitely a place to visit if interested in the smaller details of the war
654,Beautiful and humbling tribute to all of the forces from the different nations that have helped during the years of the Korean War  Very interesting place with lots of exhibits  This place is a mustsee when in Seoul
655,Very interesting and foreigner friendly everything is available in Korean Chinese Japanese and English Popped in just to see whats in there and only left three hours later Oh and admission is free
656,You cannot miss this if you want to understand the history of south Korea at least as a tourist with little knowledge about their history  the way they have been through multiple wars and yet managed to be a such a developed country in a short time
657,Wonderful exhibit of US Korean and others war machines outside The inside is well done and well put together Im very impressed with the entire place
658,Outstanding museum the way they display and show the history was magnificent Make sure to spend full day over there to finish the whole exipition and the best part its FREE
659,If you have children this is the one time that I would suggest that you take the guided tour The tour is short and the guide will direct you to some 3D theaters that you may unknowingly walk past
660,I found the exhibits to be interesting and appreciated the English translations of the explanations It is a pity that part of the outdoor exhibitions are closed for renovation works until January 2020
661,Cool collection of planes and tanks  Nice plaques honoring nations that fought the war and those who lost their lives  Exhibits on the war itself are overly simplistic and geared to an immature audience
662,The history of Korea is that of hardship and rebuilding  To think that 60 years ago this was a completely different city and country and what Korea has gone through to get to where they are is impressive This memorial and museum is a lasting testament to that
663,This history told by this place is incredible With the fixtures out the front in an open air style museum to the incredibly detailed rooms walking you through the history of war
664,Thought this was just a memorial for the Korean War but inside is the history of war in general for the nation They start from 4000 BC and go until now Quite fascinating and impressive
665,If you enjoy history this is a must They have very good guides explaining the displays and it is really worth the time youll spend there
666,Very nice Look like they have some construction going on but didnt impact my visit  Need more than a day if you really want to look at everything in detail
667,This is a pro american museum History is written by the winners  why would they tell us the war crimes they commited on the korean soil Or tell us the war crimes South Korea did I can understand why they are blaming everything on the ennemy but thats not what history is and should be but Im pretty sure the korean war museum in north korea is the same but with the roles inverted But this museum is not entierly a waste of time
668,Come ready to spend a day or more  Well organized and informative  Museum is great if you dont know  speak hangul as much is in English as well
669,Amazing place and a must see if you like your history Big plus is most of the museums in Sth Korea are free
670,This is the most impressive most well thought out and most well presented war memorial museum i have ever been to I would highly recommend it to anyone who likes history technology art or military machinery
671,The best place to know history about korean war Its only in the war memorial museum that my country the Philippines was the third country to help south Korea during this time of conflict 
672,Excellent Must VISIT
673,While having an impressive show of military hardware and giving a mostly accurate description of the actual Korean war the Memorial falls short on the political and historical background with a rather onesided view of the events and should not be your only source of information A much more accurate description if you read only one book on the topic would be Bruce Cumings The Korean War available from the major Seoul bookshops
674,Very well done and comprehensive look into the history of Koreas major historical conflicts including the Three Kingdoms era independence from Japanese colonial rule and the Korean War Definitely worth a visit if you have even a mild interest in history especially since its free There is a large collection of war machines both inside the various exhibits as well as outside including aircraft tanks and a replica of PKM 357 which was involved in the Yeongpyeon skirmish in 2002
675,Because in San Jose since 2 year old 2002 Evelyn Avenue San Jose California 95122 Ive never been so teared up when Gaurdian Angel is The Motive as Innocence Hydro Planes into all the Teary Eyed
676,Very informative and nicely detailled
677,Plan at least a half day to visit this museum to learn more about the war Nice exhibits with many weapons on display Highly recommended
678,Great place to visit quite large and free The outdoor display is fantastic as you can touch an feel all sorts of tanks planes and guns
679,Well stated war zone  State of the art keeping 
680,A moving museum that pays tribute not only to the South Korean people and ROK forces but to all of the UN forces involved Plan for a lot of walking Our visit took just over 4 hours
681,Time your visit to the tour Good to hear about the Korean War from perspective of a local S Korean Fascinating how US and China effectively used the two Koreas as proxy pawns
682,Its one of the most famous site of Yongsan District in Seoul You can see overall about the Korean War And near by theres good park
683,My dad fought for the UN in Korea in 19511953 I was pleased to be able to see the  contribution of the UN force acknowledged Very very good museum
684,It was memorial place took us to Korean war in the past where many nations involved and peoples died We can learn war only lead to misery good heroic museum
685,Probably the best exploring day I had was in here Ive followed the Korean history for a little while now but I learned so much here great spot A must visit for all
686,We spent nearly half a day at war memorial It was highly informative enabling us to know the history of korea The AV depicting the war scene were realistic
687,War memorial with names of troops died in Korean War Inside is museum where you can see the uniforms guns canons tanks planes that were used in the war Also some more from the Japan invasion Korean Empire Joseon and Goryeo Dynasty You can watch the movies and animation version of some war Theres a hall dedicated for UN
688,An extensive collection of planes tanks and artillery of both Koreas Quite impressive and accesible The only con an understandable one is that as the conflict is still present sometimes it feels too patriotic skimming propaganda
689,This museum has great exhibits  both indoor and out  and is a very interesting presentation of conflict on the Korean peninsula throughout history  but particularly the Korean War in the 50s
