,Unnamed: 0.1,index,Unnamed: 0,북촌한옥마을부정단어리뷰,index.1,단어,번역
347,347,181,2016,"People see the modern South Korea from various KDramas. Thus, they tend to know more of the present South Korea. This place actually enable people to have a glimpse of the past and get a grasp on how much had change since then. This is a good walking experience.  Tip: not for those who have difficulty in climbing various roads or places.",347,much,사람들은 다양한 KDramas에서 현대 한국을 봅니다. 따라서 그들은 현재의 한국에 대해 더 많이 알고 있는 경향이 있습니다. 이 장소는 실제로 사람들이 과거를 엿볼 수 있고 그 이후로 얼마나 변화했는지 파악할 수 있습니다. 이것은 좋은 도보 경험입니다. Tip. 다양한 길이나 장소를 오르내리는 데 어려움을 겪는 분들을 위한 것은 아닙니다.
348,348,182,2023,"Bukchon is situated on a sloping hill, like much of Seoul. So wear comfortable shoes and be prepared to walk work those calves! Beautiful houses, the only thing is its a little weird because people live there and I felt awkward taking pictures of their houses.",348,much,"북촌은 서울의 대부분과 마찬가지로 경사진 언덕에 위치하고 있습니다. 그러므로 편안한 신발을 신고 그 송아지를 일할 준비를 하십시오! 아름다운 집들, 유일한 것은 사람들이 거기에 살고 있기 때문에 나는 그들의 집 사진을 찍는 것이 어색하게 느껴졌습니다."
349,349,183,2028,"When u have done too much shopping, it would be nice to walk around here. Quiet Street and I am having some traditional Korean tea here.",349,much,쇼핑을 너무 많이 했다면 여기를 산책하는 것이 좋을 것입니다. 조용한 거리와 나는 여기서 전통 한국 차를 마시고 있습니다.
350,350,184,2032,"Bukchon is the area of transitional Korean houses. There is not much going on but certainly worth visiting just because you are in Korea. Some houses charges entrance fees for touring the house and asking questions. Some offer traditional crafts for a fee between 10,000-20,000 won. Is fun to try some of the crafts. They might look easy but you will be surprised it can be so tedious!  My niece dropped her iPhone and the screen cracked. So be careful with your phones when you are there because there so many big and small stones everywhere on the floor. Whichever angle at which you dropped your phone, chances are the screen will crack. 😭",350,much,"북촌은 과도기적 한옥의 지역이다. 많은 일이 진행되고 있지는 않지만 한국에 있다는 이유만으로 방문할 가치가 있는 것은 분명합니다. 어떤 집은 집을 둘러보고 질문을 하기 위해 입장료를 받습니다. 일부는 10,000-20,000원 ​​사이의 요금으로 전통 공예품을 제공합니다. 몇 가지 공예품을 시도하는 것은 재미있습니다. 그들은 쉬워 보일지 모르지만 너무 지루할 수 있다는 것에 놀랄 것입니다! 조카가 아이폰을 떨어뜨려 화면이 깨졌습니다. 바닥에 크고 작은 돌이 너무 많기 때문에 거기에있을 때 휴대 전화를 조심하십시오. 휴대전화를 떨어뜨린 각도에 관계없이 화면이 깨질 가능성이 있습니다. 😭"
351,351,185,2075,This is my second visit to Bukchon. The ancient houses still holds much charm to me. This time round we walked along the slope and found it to be another way to admire this area.  Some areas can get a bit crowded and hard to get a good nice shot. Quite a number of people dressed in traditional hanbok came to have photos taken.  Nice place to spend an hour or two for a slow walk and photo taking.,351,much,북촌은 이번이 두 번째 방문입니다. 고대 가옥은 여전히 ​​나에게 많은 매력을 가지고 있습니다. 이번에는 경사면을 따라 걸었고 이 지역을 감상하는 또 다른 방법을 발견했습니다. 일부 지역은 약간 붐비고 좋은 사진을 찍기가 어려울 수 있습니다. 한복 차림으로 많은 사람들이 사진을 찍으러 왔다. 천천히 산책하고 사진을 찍기 위해 1-2 시간을 보내기에 좋은 곳입니다.
352,352,186,2077,"Some nice old wooden houses, but too touristy for me. All houses where fenced so not much to see for me. I would skip this if you have just one day.",352,much,멋진 오래된 목조 주택이지만 나에게는 너무 touristic합니다. 울타리가있는 모든 집은 나를 위해 볼 것이별로 없습니다. 하루만 있으면 건너뛰겠습니다.
353,353,187,2119,This is the place where all the old traditional houses are located. We stayed in one for 2 nights and enjoyed the experience very much. Most of the houses are very well maintained and great looking. The place can get quite crowded in the late mornings and afternoons with tourists. Best to come early morning.,353,much,이곳은 고풍스러운 가옥이 모두 모여 있는 곳입니다. 우리는 2 박 동안 머물렀고 경험을 매우 즐겼습니다. 대부분의 집은 매우 잘 관리되고 멋지게 보입니다. 장소는 관광객으로 늦은 아침과 오후에 꽤 혼잡 할 수 있습니다. 이른 아침에 오는 것이 가장 좋습니다.
354,354,188,2123,"Great for photo-taking as this is one of the last few original villages in Korea! There's a free museum to show you how it looks like inside and a few locally-run stores along the path. Other than that, nothing much else to do! Do keep your voices down as people still do live in the houses. Crowed with lots of people squeezed onto a small upslope path.",354,much,한국에서 마지막으로 남은 몇 안 되는 오리지널 마을 중 하나이기 때문에 사진 찍기 좋은 곳! 내부의 모습을 보여주는 무료 박물관과 길을 따라 현지에서 운영하는 몇 개의 상점이 있습니다. 그 외에는 별로 할게 없습니다! 사람들이 여전히 집에 살고 있으므로 목소리를 낮추십시오. 작은 오르막길에 눌린 많은 사람들로 붐볐다.
355,355,189,2126,This neighborhood has the last of the original houses of Korea. I found it fascinating as much of Seoul has high-rises and modern buildings. It's residential mixed with retail. Lovely homes provide insight into the history of Korea. Don't miss the smaller family-run shops and restaurants intertwined with the homes.,355,much,이 동네에는 한국 최초의 집이 있습니다. 서울의 많은 곳이 고층 건물과 현대적인 건물이 있다는 것이 매력적이라고 ​​느꼈습니다. 상가와 주거가 혼재되어 있습니다. 아름다운 집은 한국의 역사에 대한 통찰력을 제공합니다. 가정과 얽혀 있는 소규모 가족 운영 상점과 레스토랑을 놓치지 마세요.
356,356,190,2148,"A selection of shops, crafts tea rooms and interesting houses, definitely worth a couple of hours. There are some nice traditional tea and coffee houses - they charge more than most but have much more character and serenity than the 100s of Starbucks that have sprung up in the city",356,much,"몇 시간의 가치가 있는 다양한 상점, 공예품 찻집, 흥미로운 집. 멋진 전통 찻집과 커피 집이 있습니다. 대부분의 집보다 더 비싸지만 도시에 생겨난 100여 개의 스타벅스보다 훨씬 더 개성과 평온함이 있습니다."
357,357,191,2161,"Well, only if you are into that sort of thing. It's quite a track and it's rather hilly. As the village is actually residences, you won't be able to see much except the streets and the outside of the houses. You will also see numerous (read: in your face) signs to keep your noise level down so as not to bother the residents there.",357,much,"글쎄, 당신이 그런 종류의 일에 종사하는 경우에만. 길이 꽤 가파르고 언덕이 많은 편이다. 마을은 실제로 거주지이기 때문에 거리와 집 외부를 제외하고는 많이 볼 수 없습니다. 거기에 거주하는 사람들을 귀찮게 하지 않도록 소음 수준을 낮추기 위한 수많은 (읽기: 얼굴에) 표지판이 보일 것입니다."
358,358,192,2170,Nice place to visit. Very calm. Not much of big shopping center. A lot of small shop selling traditional stuff. Can see teens wearing their hanbok walking around. The street food there can be abit pricey as it's a tourist spot. Get a map so you won't get lost. The visitor center very efficient . Speak English very good.,358,much,방문하기 좋은 곳. 매우 조용합니다. 큰 쇼핑 센터가 많지 않습니다. 전통적인 물건을 판매하는 많은 작은 상점. 한복을 입고 걸어가는 십대들을 볼 수 있습니다. 관광지라 그런지 길거리 음식이 좀 비쌀 수 있어요. 길을 잃지 않도록 지도를 받으세요. 방문자 센터는 매우 효율적입니다. 영어를 아주 잘하세요.
359,359,193,2183,"Bukchon is the old style ville. you can go there by sub-way. The ville is on the hill, you can go up there and see the high view perspective. Not too much attractive view point, or interesting point. The ville is not too much attractive. The good thing is the food street near the ville, don't spend too much time in this.",359,much,"북촌은 고풍스러운 마을이다. 지하철로 갈 수 있습니다. 빌라는 언덕 위에 있으며, 거기에 올라가서 높은 전망을 볼 수 있습니다. 너무 매력적인 뷰 포인트 또는 흥미로운 포인트가 아닙니다. 빌은 그다지 매력적이지 않습니다. 좋은 점은 빌 근처의 음식 거리입니다. 여기에 너무 많은 시간을 할애하지 마십시오."
360,360,194,2219,"My Korean tutor's husband was our tour guide for a day and this was one of the places we went to because I really wanted to see a Hanok Village. There are a lot of steep hills, and it is tiring (especially since it was HOT) but it was very much worth it. If you get to the top of the hill in the neighborhood, there is a beautiful tea house. I recommend sitting outside on the terrace and enjoy the view while sipping mango tea. We got up there just before sunset. It was so peaceful and relaxing but at the same time very exciting and vibrant. I have never seen another neighborhood like this in any of my travels.",360,much,"한국인 과외 선생님의 남편이 하루 동안 가이드를 해주었고, 한옥마을이 너무 보고싶어서 간 곳 중 하나였습니다. 가파른 언덕이 많고 (특히 더워서) 피곤하지만 그만한 가치가 있습니다. 동네 언덕 꼭대기에 오르면 아름다운 찻집이 있다. 야외 테라스에 앉아 망고차를 마시며 경치를 감상하는 것을 추천합니다. 우리는 일몰 직전에 거기에 도착했습니다. 그것은 매우 평화롭고 편안했지만 동시에 매우 흥미롭고 생동감이 넘쳤습니다. 내 여행의 어느 곳에서도 이런 동네를 본 적이 없습니다."
361,361,195,2240,"Its a beautiful well kept village, for a reason too. Since its a living village, visitors should respect the villagers, but i dont see much villagers there :). Mostly are tourist taking pictures with cafes, restaurant and convenience shops. Place are kept clean and you always have tourist police in red uniform to guise you.",361,much,"그 아름다운 잘 보존된 마을도 이유가 있습니다. 살아있는 마을이기 때문에 방문객들은 마을 사람들을 존경해야하지만 거기에는 많은 마을 사람들이 보이지 않습니다 :). 카페, 레스토랑, 편의점에서 사진을 찍는 관광객들이 대부분입니다. 장소는 깨끗하게 유지되며 항상 빨간 제복을 입은 관광 경찰이 당신을 가장합니다."
362,362,196,2293,"Some people complain about lots of shop there. True, lot of those houses have been converted into shops and homestay. However, if you go further into the alley, there are MORE that are NOT been converted, and still keep it original, or even much older. You need to go out of what the ""Map"" tells you. Otherwise, you can only see what a tourist can see.",362,much,"어떤 사람들은 거기에 많은 상점에 대해 불평합니다. 사실, 많은 집들이 상점과 홈스테이로 개조되었습니다. 그러나 골목으로 더 들어가면 변환되지 않고 여전히 원래 상태를 유지하거나 훨씬 더 오래된 것이 더 많습니다. ""지도""가 말하는 것에서 벗어나야 합니다. 그렇지 않으면 관광객이 볼 수 있는 것만 볼 수 있습니다."
363,363,197,2304,"So much on offer, great café scene, hidden Korean eateries and lot's of culture. If you have little (or lot's of) time and like to absorb some the old and new Korean feel, it is the place to go",363,much,"제공되는 많은 것, 멋진 카페 장면, 숨겨진 한국 식당 및 많은 문화. 시간이 거의(또는 많이) 있고 옛 것과 새로운 한국의 느낌을 흡수하고 싶다면 갈 곳입니다."
364,364,198,2347,"The place is bit overrated, it's a residential area with bunch of old fashion design houses, not much to see really",364,much,장소는 약간 과대 평가되었습니다. 오래된 패션 디자인 하우스가 많은 주거 지역이며 실제로 볼 것이 많지 않습니다.
365,365,199,2352,"The amount of legwork required to tour this place took away the enthusiasm that I initially had. It felt like we were traversing a cultural maze that had a small intersection in every turn. It was a constant mind boggling decision as to which direction to take to fully appreciate our visit.  We had no one to tell us where to go and what to do. We just made a quick stop at the tourist information office where we got a map of the village and off we went. Looking back, that was certainly not a great idea. But we were clueless as to the availability of a guide anyway, so we didn't have much of a choice.  The traditional looking houses in the village appeared to have local residents living inside. So practically, this was a peek of the actual traditional Korean village. It was quite an interesting experience, but we got too exhausted to a point that regret surfaced at the end of our walking tour. If you don't mind going for an exercise while on vacation, then this should worth your consideration.",365,much,"이 장소를 여행하는 데 필요한 다리 작업의 양은 내가 처음에 가지고 있던 열정을 앗아갔습니다. 우리가 모든 턴에 작은 교차로가 있는 문화적 미로를 횡단하는 것처럼 느껴졌습니다. 우리의 방문을 완전히 감상하기 위해 어느 방향으로 가야할지에 대한 끊임없는 결정이었습니다. 어디로 가야 할지, 무엇을 해야 할지 알려주는 사람이 아무도 없었습니다. 우리는 단지 우리가 마을의 지도를 얻었고, 떨어져서 우리가 갔던 관광 안내소에서 빠른 중지를 했다. 돌이켜보면 그것은 확실히 좋은 생각이 아니었습니다. 그러나 우리는 어쨌든 가이드의 가용성에 대해 단서가 없었으므로 선택의 여지가 많지 않았습니다. 마을의 전통적인 모습의 집들은 그 안에 현지 주민들이 살고 있는 것처럼 보였습니다. 사실상 이것은 실제 한국의 전통 마을을 엿보는 것이었습니다. 꽤 흥미로운 경험이었지만 우리는 너무 지쳐서 도보 여행이 끝날 때 후회가 떠올랐습니다. 휴가 중에 운동을 하는 것이 마음에 들지 않는다면 고려해 볼 가치가 있습니다."
366,366,200,2385,"to much alley at Bukchon and really confused to found the best alley. so, we try to ask and found the maps to seen the Bukchon alley. there's a couple houses with traditional Korean things, not to much. but I loves it.enjoy the alley with little rainy, so romantic :D",366,much,북촌의 많은 골목에 그리고 최고의 골목을 찾기 위해 정말로 혼란 스러웠습니다. 그래서 우리는 북촌 골목을 볼 수있는지도를 물어보고 찾아 보았습니다. 그리 많지는 않지만 전통적인 한국 물건이 있는 몇 채의 집이 있습니다. 하지만 나는 그것을 좋아합니다. 비가 적게 오는 골목을 즐기십시오. 너무 낭만적입니다. :D
367,367,201,2424,"Explored around the traditional Bukchon Hanok homes area today. The area is surrounded by Gyeongbokgung Palace, Changdeokgung Palace and Jongmyo Shrine,and is home to hundreds of traditional houses that date back to the Joseon Dynasty. Very colorful neighborhoods and many of these hanoks operate as coffee shops, cultural centers, guesthouses, restaurants and tea houses. After exiting the subway at anjuk, just look for the Hyundai HQ and head up the hill. So much to see.",367,much,"오늘은 북촌 한옥집 주변을 둘러보았다. 이 지역은 경복궁, 창덕궁 및 종묘로 둘러싸여 있으며 조선 시대로 거슬러 올라가는 수백 채의 전통 가옥이 있습니다. 매우 다채로운 이웃과 이러한 한옥의 대부분은 커피 숍, 문화 센터, 게스트 하우스, 레스토랑 및 찻집으로 운영됩니다. 죽에서 지하철에서 내린 후 현대 본사를 찾아 언덕으로 올라갑니다. 볼 것이 너무 많습니다."
368,368,202,2430,"""Seoul City Walking Tours"" is a free program offered by the city of Seoul designed for tourists who want to see Seoul’s top tourist attractions on foot under the expert guidance of multilingual tour guides. Reservations for this program can be made via the internet and mobile web at www.visitseoul.net. No tipping is necessary.  We took a free City tour of these villages and it was great!! Our guide new all the alleyways and which paths to take to see the best sights and views. She also gave us much more info on the area and history that we would not have gotten if we had walked this area on our own.  I highly recommend booking a guide with visit Seoul! The Bukchon village is not to be missed!! It gives you a glimpse into traditional Korean living.",368,much,'서울시내 도보관광'은 다국어 구사 가이드의 전문적인 지도 하에 서울의 주요 관광명소를 도보로 둘러보고 싶은 관광객을 위해 서울시에서 제공하는 무료 프로그램이다. 이 프로그램은 인터넷과 모바일 웹(www.visitseoul.net)을 통해 예약할 수 있다. 팁은 필요하지 않습니다. 우리는 이 마을의 무료 시티 투어를 했고 훌륭했습니다!! 우리 가이드는 새로운 모든 골목길과 최고의 명소와 전망을 보기 위해 어떤 길을 가야 하는지 알려줍니다. 그녀는 또한 우리가 이 지역을 스스로 걸었다면 얻을 수 없었을 지역과 역사에 대해 훨씬 더 많은 정보를 주었습니다. Visit Seoul과 함께 가이드를 예약하는 것이 좋습니다! 북촌마을도 빠질 수 없죠!! 한국의 전통 생활상을 엿볼 수 있습니다.
369,369,203,2439,"Bukchon is much like the palaces, not really old just remodeled. There are actually fine examples of old homes located in the neighborhood surrounding Bukchon.",369,much,북촌은 리모델링한지 얼마 되지 않은 궁궐 같은 곳입니다. 실제로 북촌 주변에 오래된 집의 좋은 예가 있습니다.
370,370,204,2446,"A quiet place to get away from Gangnam and Myeongdong. Nice, older style houses and some good cafes to relax.  There isn't much there, but if you just need an hour or 2 of walking and enjoying architecture, it's a good place.  It would be nice if they had some more information about the history of the area interspersed among the walking paths, but I guess that's why they have Google.",370,much,"강남과 명동에서 벗어나 조용한 곳. 멋지고 오래된 스타일의 집과 휴식을 취할 수있는 좋은 카페. 많지는 않지만 1~2시간 정도만 걸으며 건축물을 감상하고 싶다면 좋은 곳입니다. 산책로 사이에 이 지역의 역사에 대한 정보가 조금 더 있었으면 좋았겠지만, 그래서 구글이 있는 것 같아요."
371,371,205,2457,"It was very accessible, though you need to walk for a few minutes. As of the houses we had seen, mostly were already restored, but still impressive. Or maybe we were just not able to see the much older ones. But we happen to stumbled upon some shooting near the Winter Sonata drama location. I just cant tell if it was for a commercial or drama or movie, and I didnt knew the actors. But goodlooking, though. :)",371,much,몇 분 동안 걸어야하지만 매우 접근 가능했습니다. 우리가 본 집들 중 대부분은 이미 복원되었지만 여전히 인상적입니다. 아니면 우리가 훨씬 더 오래된 것을 볼 수 없었을 수도 있습니다. 그런데 우연히 겨울연가 드라마 촬영지 근처에서 촬영을 하게 되었습니다. 광고인지 드라마인지 영화인지 구분이 잘 안되고 배우들도 몰랐어요. 하지만 잘생겼습니다. :)
372,372,206,2503,It was nice to walk through an old neighborhood. So much of Korea has been modernized that it is nice to imagine what it would have been like.,372,much,오래된 동네를 걷는 것이 좋았습니다. 한국의 많은 부분이 현대화되어 어떤 모습이었을지 상상하는 것이 좋습니다.
373,373,207,2523,"quite boring. shops and restaurants, not much really. But! there is a free shuttle bus right at the turn where the main palace Geongbukgong and the Hyundai art gallery. There is free shuttle bus service in front of the Hyundai gallery thatvtakes you to Sam Cheng Geok, a beautiful traditional Korean residence preserved on the hills with fresh air and trails. Kuch is delicious there at the Sam Cheng Geuk but pricey.",373,much,"아주 지루한. 상점과 레스토랑, 별로. 하지만! 경복궁과 현대미술관이 만나는 코너에서 바로 무료셔틀버스가 있습니다. 신선한 공기와 산책로가 있는 언덕에 보존된 아름다운 한국 전통 가옥인 삼청곡까지 현대갤러리 앞에서 무료 셔틀버스가 운행됩니다. Kuch는 Sam Cheng Geuk에서 맛있지만 가격이 비쌉니다."
374,374,208,2541,"I've been here a couple of times and each time I was underwhelmed. The last time I visited I brought a friend who was passing through Korea, to say he was unimpressed is an understatement. It's a real shame that this area is not more interesting. It is a historic area but it feels very manufactured and sterile. You do not get the impression this is what Korea used to be like. Couple this manufactured feel with the huge crowds and it's just not a great place to visit. If I didn't live in Seoul, I probably would not have visited here. If you don't have much time to spend in Seoul, I would go other places.",374,much,나는 여기에 두어 번 있었고 매번 나는 압도당했습니다. 내가 마지막으로 방문했을 때 나는 한국을 지나가는 친구를 데려왔다. 그가 감동하지 않았다는 것은 절제된 표현이다. 이 지역이 더 흥미롭지 않다는 것은 정말 유감입니다. 역사적인 지역이지만 매우 제조되고 메마른 느낌이 듭니다. 당신은 이것이 한국의 예전 모습이라는 인상을 받지 못합니다. 이 제조 된 느낌을 거대한 군중과 결합하면 방문하기 좋은 곳이 아닙니다. 서울에 살지 않았다면 아마 이곳을 방문하지 않았을 것입니다. 서울에서 보낼 시간이 많지 않다면 다른 곳으로 가겠습니다.
375,375,209,2565,"You don't really have to do much research to locate the best photography spots here because they have people (and a tourist information counter) placed throughout this residential area to lead tourists around with a proper Buckhon Hanok village map.  On the other hand, if you are searching for some houses which may have been used as filming locations, you will have to come prepared as these information are not disclosed (rightfully so, as to not disturb the residents of those houses).  All in all, there are a lot of tourists around the area so silence is vital to maintain its peaceful nature. Come prepared with a good pair of shoes though, as the climb can be pretty steep (especially for the elderly).",375,much,"최고의 사진 명소를 찾기 위해 많은 조사를 할 필요가 없습니다. 이 주거 지역 전체에 사람(및 관광 안내소)을 배치하여 적절한 Buckhon 한옥 마을 지도로 관광객을 안내하기 때문입니다. 한편, 촬영 장소로 쓰였을 가능성이 있는 가옥을 찾는 경우, 이러한 정보가 공개되지 않으므로 미리 준비해야 합니다(당연히 해당 가옥 거주자에게 방해가 되지 않도록). 대체로 이 지역에는 많은 관광객이 있으므로 평화로운 자연을 유지하려면 침묵이 중요합니다. 오르막이 꽤 가파르기 때문에(특히 노인의 경우) 좋은 신발을 준비하세요."
376,376,210,2607,Way too many tourists in living areas. Visited the area with much nostalgia where I used to live as a kid. Some buildings seem to be out of the way and it does not appear to maintain the traditional Korean housing style any more. Eye sore. But it is still great to see many houses maintain the old style and receive local residents and tourists.,376,much,거주 지역에 관광객이 너무 많습니다. 어릴 적 살던 그리움이 많은 지역을 방문했습니다. 일부 건물은 방해가되는 것처럼 보이며 더 이상 한국의 전통적인 주택 스타일을 유지하지 않는 것처럼 보입니다. 눈이 아프다. 그러나 많은 집들이 옛 스타일을 유지하고 지역 주민과 관광객을 맞이하는 것을 보는 것은 여전히 ​​​​좋은 일입니다.
377,377,211,2624,We had a good time and I loved all the little houses in the Hanock Village. However there were people EVERYWHERE. Not sure if it is that busy every day but it made it feel much less like exploring and more like everyone was just shuffling through it together. Still got some good photos and saw some interesting things though! Would probably suggest going on a weekday not in the holidays if you can to avoid the crowds!,377,much,우리는 즐거운 시간을 보냈고 나는 한옥 마을의 모든 작은 집들을 좋아했습니다. 그러나 도처에 사람이 있었다. 그것이 매일 그렇게 바쁜지 확실하지 않지만 탐험하는 것이 훨씬 덜하고 모두가 함께 그것을 헤쳐나가는 것처럼 느끼게 했습니다. 여전히 좋은 사진을 얻었고 흥미로운 몇 가지를 보았습니다! 군중을 피할 수 있다면 휴일이 아닌 평일에 가는 것이 좋습니다!
378,378,212,2650,This is really an interesting part of Seoul. Get a map from the information center and head north towards Bukchon. The left side part which is Hanok is much more interesting. We really enjoyed the twisting streets and the narrow alleys and of course the traditional houses with very low roofs. There is an observation point where one can have a magnificent view of the surrounding mountains and the Gyeongbokgung palace. Nice antique and art shops specially the one close to the main entrance to Hanok village (check the photo attached),378,much,"이것은 서울의 정말 흥미로운 부분입니다. 안내소에서 지도를 받아 북촌 방향으로 향합니다. 한옥이라는 왼쪽 부분이 훨씬 더 재미있습니다. 우리는 구불구불한 거리와 좁은 골목길, 물론 매우 낮은 지붕의 전통 가옥을 정말 즐겼습니다. 주변의 산들과 경복궁을 한눈에 볼 수 있는 전망대가 있다. 특히 한옥마을 정문에서 가까운 멋진 골동품 및 예술품 상점(첨부된 사진 확인)"
379,379,213,2653,"There are many Korean traditional house village and Buckchon is the one in Seoul. If you are going to stay just in Seoul, I recommend you to stop by here, because traditional village in Seoul is just this one. And It's next to Gyungbock goong,(royal palace) so It will be easy for you to find it. But if you are staying in R.O.K more than 1 week, I think It will be better for you to go to the countryside just like Junjoo or Andong. There are many traditional villages there and those ones are much more better and in the countryside, there is a traditional show so you can enjoy the show.",379,much,한옥마을이 많이 있는데 서울에는 북촌이 있다. 서울에만 머물 예정이라면 서울의 전통마을이 바로 이곳이기 때문에 이곳에 들르는 것을 추천한다. 그리고 경복궁 옆에 있어서 찾기 쉬우실거에요. 하지만 R.O.K에 1주일 이상 머물게 된다면 준주나 안동처럼 시골에 가시면 좋을 것 같아요. 그곳에는 많은 전통마을이 있는데 그 곳이 훨씬 더 좋으며 시골에서는 전통 쇼가 있어 쇼를 즐길 수 있습니다.
380,380,214,2663,"Yesterday was frigid but we made our way up the hill and what a delight it was to view these lovely old,and or reconstructed homes is the old fashion. Most have been turned into restaurants, coffee shops or shops with varying merchandise, much of it quite ethnic and interesting looking. We were cold enough that we were finally driven into a coffee roasters where we had a divine and warming mocha latte. We took any number of photos of some of the more interesting ""homes"" but as darkness set in we decided that we should head back to the station. On our way downhill, we sopped to watch a gal half seated, half lying on the ground, who was heating a pot of sugar over an open flame (probably about 5 minutes) until she could pour this carmel colored ""batter"" onto a baking sheet where she folded it in half, cut it into 3 equal pieces, flattened each piece with a spatula, and then impressed each with a different imprint. She was selling them for 1 won each and you'd have thought she was giving away diamonds - basically just burned sugar but warm and wonderful - a sight we've not encountered before. Give it s try if you see it.",380,much,"어제는 몹시 추웠지만 우리는 언덕을 올라갔고 이 사랑스러운 오래되고 재건된 집들이 구식인 것을 보는 것이 얼마나 기뻤는지 모릅니다. 대부분은 레스토랑, 커피숍 또는 다양한 상품을 판매하는 상점으로 바뀌었으며 대부분이 민족적이고 흥미로운 모습을 하고 있습니다. 우리는 마침내 우리가 신성하고 따뜻한 모카 라떼를 마셨던 커피 로스터로 몰릴 만큼 충분히 추웠습니다. 우리는 좀 더 흥미로운 ""집""의 사진을 몇 장이나 찍었지만 어둠이 깔리자 우리는 역으로 돌아가기로 결정했습니다. 내리막 길에서 우리는 반쯤 앉아 있고 반쯤은 땅에 누워 있는 한 여자를 보려고 흠뻑 젖었습니다. 그녀는 이 카멜 색의 ""반죽""을 베이킹 접시에 부을 수 있을 때까지 설탕 냄비를 화염(약 5분 정도)으로 가열하고 있었습니다. 그녀가 그것을 반으로 접은 시트를 3등분으로 자르고, 주걱으로 각 조각을 평평하게 한 다음, 각각 다른 인쇄물로 감동을 줍니다. 그녀는 그것들을 각각 1원에 팔고 있었고 당신은 그녀가 다이아몬드를 나눠주는 것이라고 생각했을 것입니다. 기본적으로는 설탕을 태웠지만 따뜻하고 훌륭했습니다. 우리가 전에 본 적이 없는 광경입니다. 당신이 그것을 본다면 그것을 시도하십시오."
381,381,215,2665,"This place is indeed a surprise. My friend was leading us to this place, saying its like a Korea cultural village. It was much more than expected. So many amazing architectures, we could not stop taking photos. Also, there are many arts and crafts lessons if you wish to partake in. My only regret was that we were there at about 2pm and most of the places close by 5pm, otherwise we could have explored more.",381,much,이 곳은 참으로 놀랍습니다. 내 친구가 한국 문화 마을 같다며 우리를 이곳으로 안내했다. 기대 이상이었습니다. 놀라운 건축물이 너무 많아서 사진을 찍는 것을 멈출 수 없었습니다. 또한 참여하고 싶다면 많은 예술 및 공예 수업이 있습니다. 유일한 후회는 우리가 약 2pm에 거기에 있었고 대부분의 장소가 오후 5시에 문을 닫았다는 것입니다. 그렇지 않았다면 더 많이 탐험할 수 있었을 것입니다.
382,382,216,2678,"We did not spend much time here but I did manage to walk around the alleys and take lots of pictures of the old Korean styled houses. Perhaps it was due to the weather, extremely cold. The houses were very pretty and with the recent snow fall. Art and craft shops to visit!",382,much,우리는 여기서 많은 시간을 보내지 않았지만 골목을 돌아 다니며 고풍스러운 한옥의 사진을 많이 찍을 수있었습니다. 아마도 날씨가 매우 추웠기 때문일 것입니다. 집들은 매우 예뻤고 최근 눈이 내렸습니다. 방문할 예술품 및 공예품 상점!
383,383,217,2685,We did not spend much time here but I did manage to walk around the alleys and take lots of pictures of the old Korean styled houses. It is nice to find history so well preserved here and there are lots of small restaurants in the periphery if you want to grab something to eat whilst walking around. I was told by the lady at the information office that the areas marked 5 and 6 on the map that they handed out was the most picturesque.,383,much,우리는 여기서 많은 시간을 보내지 않았지만 골목을 돌아 다니며 고풍스러운 한옥의 사진을 많이 찍을 수있었습니다. 여기에서 잘 보존된 역사를 찾는 것이 좋으며 주변을 산책하는 동안 먹을 것을 잡고 싶다면 주변에 많은 작은 레스토랑이 있습니다. 안내소의 아주머니에게 그들이 나눠준 지도에 5와 6이라고 표시된 곳이 가장 그림 같다고 했다.
384,384,218,2697,"Well not much feel of old Korea as when we were there, there are a lot of renovations going on there. Some of the old house you can sees it has preserve the old construction but using modern material. Example the main door entrance of the houses are using digital code lock but the door was old wooden style. :)  For photography, this is a good background view of village buildings. We took a lot of picture here. Great things here was the Korea tourism guide are standing around the corner if you need any assistance. They will point you where to take the nice picture as per their map or flyer.",384,much,우리가 거기에 있었을 때 많은 개조 공사가 진행되고 있었기 때문에 오래된 한국의 느낌이별로 없습니다. 당신이 볼 수있는 오래된 집 중 일부는 오래된 건축물을 보존하지만 현대적인 재료를 사용하는 것을 볼 수 있습니다. 예 집의 정문 입구는 디지털 코드 잠금 장치를 사용하지만 문은 오래된 목조 스타일입니다. :) 사진 촬영을 위해 이것은 마을 건물의 좋은 배경 보기입니다. 우리는 여기에서 많은 사진을 찍었습니다. 여기서 좋은 점은 도움이 필요하면 한국 관광 가이드가 모퉁이에 서 있다는 것입니다. 그들은 지도나 전단지에 따라 멋진 사진을 찍을 곳을 알려줄 것입니다.
385,385,219,2704,Walking though this typical old style streets you can feel the real hearth of Seul. Lovely shops and cafè make the atmosphere more enjoyable. You can find typical korean handicrafts (I have to say not very much..). Easy to reach using the Line 1 of the Metro. There are also some guesthouses.,385,much,이 전형적인 고풍스러운 거리를 걷다 보면 진정한 서울의 난로를 느낄 수 있습니다. 아기자기한 가게들과 카페가 분위기를 더 즐겁게 합니다. 한국의 전형적인 수공예품을 찾을 수 있습니다. 지하철 1호선을 이용하시면 쉽게 찾아오실 수 있습니다. 게스트하우스도 있습니다.
