,Unnamed: 0.1,index,Unnamed: 0,경복궁부정단어리뷰,index.1,단어,번역
555,555,450,4963,"I went here on a Thursday which I think was good because it was not that many people there as I would expect it to be on a weekend. Very easy to get there by metro and the entrance is only 3000 won, a little less than 3USD. The park is really nice especially in autumn with a lot of different colors and a lot of space. Defiantly worth a visit. There is also a museum of Korean people and history connected to the palace where you get free entrance if you went to the palace. It was also good for those that doesn't know that much about the development of Korea and its people.",555,much,나는 그것이 주말에 있을 것으로 예상했던 만큼 많은 사람들이 거기에 있지 않았기 때문에 나는 좋다고 생각하는 목요일에 여기에 갔다. 지하철로 매우 쉽게 갈 수 있으며 입구는 3000원으로 3USD보다 약간 적습니다. 공원은 특히 가을에 다양한 색상과 많은 공간으로 정말 좋습니다. 방문할만한 가치가 있습니다. 궁궐에 가면 무료로 입장할 수 있는 궁궐과 연결된 한민족 및 역사박물관도 있다. 한국과 그 민족의 발전에 대해 잘 모르는 사람들에게도 좋았습니다.
556,556,451,4965,We didn't get to see much of the gyeongbok palace because our tour was in a rush. But they had an interesting architecture & heating system which was explained by our local guide.,556,much,우리는 여행이 바빠서 경복궁을 많이 보지 못했습니다. 그러나 그들은 우리 지역 가이드가 설명하는 흥미로운 건축 및 난방 시스템을 가지고 있었습니다.
557,557,452,4987,"Enjoyed it, not as much as the secret garden and other palaces or the shrine, but definitely the largest and most visited temple. Skipped the tour and walked around on my own. Not much to see except the very spartan buildings, all the area around has been cleared sort of, very little vegetation.",557,much,비밀의 정원이나 다른 궁전이나 신사만큼은 아니지만 확실히 가장 크고 가장 많이 방문한 사원을 즐겼습니다. 투어를 건너 뛰고 혼자 걸었습니다. 매우 스파르타적인 건물을 제외하고는 볼 것이 많지 않습니다. 주변의 모든 지역은 일종의 초목이 제거되었습니다.
558,558,453,4991,Gyeongbokgung palace was an absolutely stunning place to visit. We went on the last day of Chuseok so it was very busy with school groups and visitors for a festival.  It's very large but there's lots to see with several old buildings open to view and walk around. There isn't too much to say other than it was a truely breath taking place.,558,much,경복궁은 방문하기에 절대적으로 멋진 곳이었습니다. 우리는 추석 마지막 날에 갔기 때문에 학교 단체와 축제를 찾는 방문객으로 매우 붐볐습니다. 그것은 매우 크지 만 몇 개의 오래된 건물이 열려있어보고 걸을 수 있습니다. 정말 숨이 막혔다는 말 외에는 할 말이 없습니다.
559,559,454,4998,"Took the train to the stop just in front of the palace also named after the palace. Try to get there by 10 am as teher is a changing of guards parade which is quite fun to watch. you can also take pics with the traditionally garbed guards at the South main gate. Much like the Beefeaters, they cannot talk and will not move. make sure to line up and be orderly!  the palace was well preserved and there is much space to walk about and roam despite the tourist hordes that were everywhere. We went in all the way till we arrived at the back garden sanctuary which feature ponds, trees and small hillocks. this was a gem of a garden in the heart of Seoul and a great place to just sit down on the grass and imbue the tranquillity of the place. The looming hills just beyond the walls were a magnificent backdrop as is the pond to the east where there was a picturesque pagoda on the island in the centre. Many shutterbugs were capturing the beauty of the place. Do take the exit where the National Folk Museum is ..take the EAST gate and from there you can take a leisurely stroll past arty shops to Insadong where u can have a wonderful lunch in one of the traditional eating houses in the side lanes!",559,much,"궁전의 이름을 딴 궁전 바로 앞에서 기차를 탔습니다. 오전 10시까지 거기에 도착하십시오. teher는 보는 것이 매우 재미있는 경비원 교대식 퍼레이드입니다. 남쪽 정문에서 전통 복장을 한 경비원과 함께 사진을 찍을 수도 있습니다. Beefeaters와 마찬가지로 그들은 말할 수도 없고 움직이지도 않습니다. 줄을 서서 질서있게! 궁전은 잘 보존되어 있었고 도처에 있는 관광객 무리에도 불구하고 걷고 돌아다닐 공간이 많이 있습니다. 우리는 연못, 나무, 작은 언덕이 있는 뒷 정원 보호구역에 도착할 때까지 계속 갔습니다. 이곳은 서울 한복판에 있는 보석 같은 정원이었고 풀밭에 앉아 평온함을 느끼기에 좋은 곳이었습니다. 벽 너머에 어렴풋이 보이는 언덕은 중앙의 섬에 그림 같은 탑이 있었던 동쪽의 연못과 마찬가지로 장엄한 배경이었습니다. 많은 셔터 벌레가 그 장소의 아름다움을 포착하고있었습니다. 국립민속박물관이 있는 출구로 나오세요.. 동쪽 문으로 나가서 예술품 상점을 지나 인사동까지 한가로이 산책을 할 수 있습니다. 이곳에서 골목길에 있는 전통 식당 중 한 곳에서 멋진 점심을 먹을 수 있습니다!"
560,560,455,5004,Can easily be done in an hour. Only $3USD. Good photo opportunities. Not much history or displays or artifacts. The buildings look the same after you see a few but definitely Wow for a while.,560,much,1시간이면 쉽게 할 수 있습니다. 단 $3USD. 좋은 사진 기회. 역사나 전시품 또는 유물이 많지 않습니다. 건물은 몇 개를 본 후에 동일하게 보이지만 잠시 동안 확실히 와우.
561,561,456,5021,"We went during Mid October 2015. Ticket prices 3000 Won per adult which at the time was equivalent of less than ￡2. Gyeongbokgung is very easy to get to by the MRT on line 3. It is closed on Tuesdays. Recommended time spent in this attraction: 1.5 - 3 hours.  Firstly, before entering the actual Palace, on the left side of the entrance, there is a free service where you can wear the costume/uniform of the ancient imperial soldiers and take pictures for five minutes. There are timed slots where you can queue up and I think they allow up to 10 people per hour to borrow these costumes to take pictures. I didn't note down the times, but it was something like 11:15, 12:10, 13:15 etc till closing. I highly recommend this as it really adds to the overall experience.  At the entrance you will see guards in the ancient soldiers uniform standing guard and patrolling (much like the Queens guards in London) You can take pictures with them (but not if you are wearing the borrowed uniform - it is forbidden, we saw a girl get told off for doing this).  Inside the palace, though it's not as big or as grand as the Forbidden City in Beijing, houses the ancient architecture with the big halls for the Emperor, his Queens and officers which are beautiful and inspiring. The stone sculptures on the stairs and the roofs look amazing and the artwork inside the halls are exquisite. I definitely recommend a visit to Gyeongbokgung for anyone passing through Seoul, if not for the history then at least for the art that is the palace itself.",561,much,"우리는 2015년 10월 중순에 갔습니다. 티켓 가격은 성인 1인당 3000원으로 당시 ￡2 미만이었습니다. 경복궁은 MRT 3호선으로 쉽게 갈 수 있습니다. 화요일은 휴무입니다. 이 명소에서 보내는 권장 시간: 1.5 - 3시간. 먼저 실제 궁에 들어가기 전 입구 왼편에 고대 황실 병사들의 의상/유니폼을 착용하고 5분간 사진을 찍을 수 있는 무료 서비스가 있습니다. 줄을 설 수 있는 시간 제한이 있고 시간당 최대 10명까지 이 의상을 빌려서 사진을 찍을 수 있다고 생각합니다. 나는 시간을 기록하지 않았지만 닫을 때까지 11:15, 12:10, 13:15 등이었습니다. 전반적인 경험에 실제로 추가되므로 이것을 적극 권장합니다. 입구에서 고대 군인 제복을 입은 경비원이 경비를 서고 순찰하는 것을 볼 수 있습니다(런던의 Queens 경비원과 유사). 그들과 사진을 찍을 수 있습니다(그러나 빌린 제복을 입은 경우 금지 - 금지, 우리는 소녀를 보았습니다. 이 일을 하면 퇴장당함). 궁전 내부는 베이징의 자금성만큼 크거나 웅장하지 않지만 아름답고 영감을 주는 황제, 여왕 및 장교를 위한 큰 홀이 있는 고대 건축물이 있습니다. 계단과 지붕에 있는 석조 조각이 멋져 보이고 홀 내부의 예술 작품이 절묘합니다. 나는 역사가 아니라면 적어도 궁전 자체 인 예술에 대해 서울을 지나가는 사람에게 경복궁을 방문하는 것이 좋습니다."
562,562,457,5022,"The palaces are beautiful, but this one is the largest, and is just amazingly beautiful. There is so much to see and the pagoda in the pond I spent hours looking at it. I went here twice, each time I found inner peace. Cheesy yes but true.",562,much,"궁전은 아름답지만 이 궁전이 가장 크고 놀랍도록 아름답습니다. 볼 것이 너무 많고 연못의 탑은 몇 시간 동안 그것을 바라보는 데 보냈습니다. 나는 내면의 평화를 찾을 때마다 여기에 두 번 갔다. 치즈 예, 하지만 사실입니다."
563,563,458,5048,"There is no doubt that the palace is grand and it covers a large area. I did get the feeling though that it was a shell and that outside of foreign tourists there was little else going on there. The buildings themselves that surround the main palace are all empty and you can only go inside a couple of buildings that were furnished by the Spartans.  I think if you goto Seoul, you do HAVE to visit but don't expect too much apart from a clean pretty palace with nice gardens.",563,much,"궁전이 웅장하고 넓은 면적을 차지하는 것은 의심의 여지가 없습니다. 나는 그것이 조개껍데기라는 느낌을 받았고, 외국인 관광객들 외에는 그곳에서 다른 일이 거의 일어나지 않는다는 느낌을 받았습니다. 주요 궁전을 둘러싸고 있는 건물 자체는 모두 비어 있으며 스파르타인이 제공한 몇 개의 건물 안으로만 들어갈 수 있습니다. 서울에 가면 꼭 가봐야 하는 곳이지만 정원이 아름다운 깨끗하고 예쁜 궁전 외에는 너무 많은 것을 기대하지 마세요."
564,564,459,5051,"Much of this palace has been recreated following destruction, but it is very much worth seeing. The structures as well as the gardens and grounds make for a wonderful experience.",564,much,이 궁전의 대부분은 파괴된 후 재창조되었지만 볼 가치가 매우 높습니다. 건물뿐만 아니라 정원과 부지도 멋진 경험을 선사합니다.
565,565,460,5059,"It is one of the top ten tourist destination in Seoul so don't miss it if you are here for the first time. It is big place and offer free museum entry, although you will need to pay 3000 won to get to see inside the palace but it is worth it absolutely.  Very easy access as it is connected to the Gyeongbokgung station, just walkout of the station as it is right in front of you ! Can spend just one hour there to have a quick tour if you are not into too much history !",565,much,서울 10대 관광지 중 하나이므로 처음 방문하는 경우 놓치지 마세요. 그것은 큰 장소이며 무료 박물관 입장을 제공하지만 궁전 내부를 보려면 3000 원을 지불해야하지만 절대적으로 가치가 있습니다. 경복궁역과 연결되어 접근성이 매우 좋으며 바로 앞에 역에서 내리시면 됩니다! 너무 많은 역사에 관심이 없다면 빠른 여행을하기 위해 단 1 시간을 보낼 수 있습니다!
566,566,461,5060,"Well if you ask us the history and what the guide was talking about , we were actually not much into it, but the beauty is too good. One of the main attraction to be visited when you in Seoul. Change of guard ceremony was interesting we were there I think 3pm or 4pm and we got to see it!",566,much,"글쎄, 당신이 우리에게 역사와 가이드가 무엇에 대해 이야기했는지 묻는다면 우리는 실제로 그것에별로별로 관심이 없었지만 아름다움은 너무 좋습니다. 서울에있을 때 방문하는 주요 명소 중 하나입니다. 근위병 교대식은 우리가 거기에 있었던 것이 흥미로웠다."
567,567,462,5061,"To understand Korea's 5,000 years of history & ties to Confucius theology, one needs to set aside some time & wear comfortable shoes to walk thru these grounds, see the restored beautiful and best of all five palaces - much like going to BJ to see China's Forbidden City. Our escorted group tour took us via the back by way of the Blue House (Presidential compound - like America's White House) onto the vast complexes - once housed over 7,000 rooms in its 500 buildings, ancient & historic designs in harmony with nature, haven & earth - and how once Imperialistic Japan virtually nearly destroyed SK's rich history and artifacts. The performances, special showings and the daily changing of the ""costumed"" guards are extra bonuses when timed - otherwise, there's plenty of see, visualize and appreciate - of a nation and its people, proud and mindful of its past while steering ahead of its destiny - despite its modern day South-North separation and threats of war.",567,much,"한국의 5,000년 역사와 공자 신학과의 관계를 이해하려면 시간을 할애하고 편안한 신발을 신고 이 경내를 걸을 필요가 있습니다. 도시. 우리의 에스코트 그룹 투어는 청와대(미국의 백악관과 같은)를 거쳐 광대한 복합 단지로 우리를 데려갔습니다. 지구 - 그리고 한때 제국주의 일본이 SK의 풍부한 역사와 유물을 사실상 거의 파괴했던 방법. 공연, 특별 공연 및 ""의상을 입은"" 경비원의 매일 교체는 시간이 초과되면 추가 보너스입니다. 그렇지 않으면 국가와 그 국민에 대한 많은 보고, 시각화 및 감사가 있습니다. 운명 - 현대의 남북 분단과 전쟁의 위협에도 불구하고."
568,568,463,5080,"I signed up for a free tour from the visitkorea.or.kr website and thoroughly enjoyed the place. The guide Jun, a retired South Korean volunteer, was excellent in giving our small group of four the background to the palace and use of different buildings in Gyeongbokgung. I learnt so much about this palace and its inhabitants during the Josen era in the two-hour tour, from why there are three entrance gates and why they have different heights to the different uses of the different kitchens in the palace. It was really intriguing to also see the sun dial invented during that period by one of the scholars and more importantly how it is used. Do I recommend this place? Yes but especially if you have a guide to help you fully appreciate the rich culture and history this palace embodies.",568,much,나는 Visitkorea.or.kr 웹 사이트에서 무료 투어를 신청했고 그 곳을 완전히 즐겼습니다. 은퇴한 한국 자원 봉사자 Jun 가이드는 4명의 소규모 그룹에게 경복궁의 궁전과 다양한 건물 사용에 대한 배경을 설명하는 데 탁월했습니다. 나는 2시간짜리 투어를 통해 이 궁전과 그 주민들에 대해 2시간 동안의 투어를 ??통해 왜 3개의 입구 문이 있고 높이가 다른지부터 궁전의 다른 부엌의 다양한 용도에 대해 많이 배웠습니다. 그 기간 동안 학자 중 한 명이 발명한 태양 다이얼과 더 중요하게는 그것이 어떻게 사용되는지 보는 것도 정말 흥미로웠습니다. 이 장소를 추천합니까? 그렇습니다. 그러나 특히 이 궁전이 구현하는 풍부한 문화와 역사를 완전히 감상하는 데 도움이 되는 가이드가 있다면 더욱 그렇습니다.
569,569,464,5083,If you visit seoul you must go to Gyeojgbokgung. It is very beautiful and very huge so prepare yourself with water and snakes if you have to but my advise is to eat well then go. It is much better to visit it early in the morning or after 11 I'm not sure which times it opens but after 4 pm will be so crowded,569,much,서울에 오면 겨레복궁에 가봐야 한다. 그것은 매우 아름답고 매우 거대하므로 필요하다면 물과 뱀으로 자신을 준비하지만 내 조언은 잘 먹고 가라는 것입니다. 아침 일찍 방문하거나 11시 이후에 방문하는 것이 훨씬 좋습니다. 몇시에 오픈하는지 모르겠지만 오후 4시 이후에는 매우 혼잡합니다.
570,570,465,5091,"I enjoyed this palace. It is a very big area and you could be there for hours. There are some guards at the entrance in traditional dress so that is interesting. If you have been to China, this is very much the same as sites there. I visited quite a few in China, so just this one would have done me. If you have never seen anything like this then you must go.",570,much,나는 이 궁전을 즐겼다. 그것은 매우 큰 지역이며 몇 시간 동안 거기에있을 수 있습니다. 입구에 전통 의상을 입은 경비원들이 있어서 재미있습니다. 중국에 가본 적이 있다면 중국의 사이트와 매우 유사합니다. 나는 중국에서 꽤 많이 방문했기 때문에 이것만으로도 충분했을 것입니다. 이런 걸 본 적이 없다면 꼭 가봐야 합니다.
571,571,466,5092,Good for history buff and also to witness the change of guards. Accessible by train (gyeongbokgung station exit 5) but shouldn't spend too much time here.,571,much,역사 애호가와 경비원의 변화를 목격하기에 좋습니다. 기차로 갈 수 있지만(경복궁역 5번 출구) 여기에서 너무 많은 시간을 보내서는 안됩니다.
572,572,467,5094,"One of the few palaces in Seoul, a favourite amongst tourists.  It is small in size and if one has visit The Forbidden City in Beijing, this palace is much smaller in scale. It does not have the opulence and grandeur as normally seen in a palace.  Must understand the history behind the palace and how it was largely destroyed during the Japanese invasion and the palace was only rebuilt in the 1990s due to shortage of funds. So what we see now is a rather new landmark.  To make it interesting, one can also enjoy the walk around the palace in the traditional costumes i.e. hanbok but the rental shop isn't inside the palace, One has to rent from the shops outside the palace.  In my visit, it was really enjoyable to see a few local girls dressed in colourful hanbok, and they welcome picture moments with you.",572,much,서울에서 몇 안 되는 궁궐 중 하나로 관광객들이 즐겨 찾는 곳입니다. 규모가 작으며 베이징 자금성을 방문한다면 이 궁전은 규모가 훨씬 작습니다. 일반적으로 궁전에서 볼 수 있는 화려함과 웅장함은 없습니다. 궁궐의 역사와 임진왜란으로 크게 파괴되었고 자금 부족으로 1990년대에야 재건된 궁궐의 역사를 이해해야 합니다. 그래서 지금 우리가 보고 있는 것은 다소 새로운 랜드마크입니다. 흥미롭게도 한복과 같은 전통 의상을 입고 궁궐을 산책하는 것도 즐길 수 있지만 렌탈샵은 궁 안에 있지 않고 궁 밖 상점에서 빌려야 합니다. 제가 방문했을 때 색색의 한복을 입은 몇몇 현지 소녀들을 보는 것은 정말 즐거웠고 그들은 당신과 함께 사진을 찍는 순간을 환영했습니다.
573,573,468,5099,I strongly recommend a visit to the palace. We visited wirh out 4 years old son and had a lovely time. We started with the National folk museum and visited the palace on the way back to the metro station. I recommend this because you will experience much shorter waiting time to purchase a ticket,573,much,나는 왕궁을 방문하는 것을 강력히 추천합니다. 우리는 4 살짜리 아들을 방문하여 멋진 시간을 보냈습니다. 국립민속박물관부터 시작해 지하철역으로 돌아가는 길에 궁궐을 찾았다. 티켓 구매 대기 시간이 훨씬 단축되기 때문에 추천합니다.
574,574,469,5101,"The grounds of this palace are expansive and you can wander around for hours, seeing the gardens, ornamental ponds and many palace buildings .You can also witness the colourful changing of the guards ceremony which is staged at regular intervals, or participate in a free english tour (these depart 3 or4 times a day). It does tend to lack a little character because basically all the buildings are new and there is nothing much inside the buildings to see (it was ""restored"" after being destroyed in the distant past). It also does get very crowded. However the entrance fee is a modest W3000 (or you can get a combined W10000 ticket and visit 4 sites within 3 months) and it makes for a pleasant diversion. You can also visit the folk museum at the side of the palace (for free) which also has a very interesting open-air section of historic shops, buildings and statues. Certainly worth a visit when in Seoul.",574,much,"이 궁전의 부지는 광대하고 정원, 장식용 연못 및 많은 궁전 건물을 보면서 몇 시간 동안 돌아 다닐 수 있습니다. 또한 정기적으로 상연되는 화려한 근위병 교대식을 목격하거나 무료 영어에 참여할 수 있습니다. 투어(하루에 3~4번 출발). 기본적으로 모든 건물이 새 건물이고 건물 내부에 볼 것이 많지 않기 때문에 약간의 성격이 부족한 경향이 있습니다(먼 과거에 파괴된 후 ""복원""됨). 또한 매우 혼잡합니다. 그러나 입장료는 3000원(또는 10000원을 합산하여 3개월 이내에 4개 사이트를 방문할 수 있음)으로 저렴하여 기분 전환을 할 수 있습니다. 궁전 옆에 있는 민속 박물관(무료)도 방문할 수 있습니다. 이 박물관에는 역사적인 상점, 건물 및 동상이 있는 매우 흥미로운 야외 섹션이 있습니다. 서울에있을 때 방문할만한 가치가 있습니다."
575,575,470,5104,"i don't know where or when but the moment i walked out the train station for this palace, i was in love. i had come just as the changing of the guards happened, it was so amazing. i can honestly say, i enjoyed everything, from the random pots of flower to maps in the floor. i had so much fun just walking around and taking pictures. you were able to view into the palace rooms but they were still in preserve. everything was perfect.",575,much,"어디서, 언제인지는 모르지만 이 궁전의 기차역을 나서는 순간 나는 사랑에 빠졌습니다. 경호원 교대식 때 왔는데 너무 신기했어요. 솔직히 말해서, 나는 무작위로 화분에 담긴 꽃에서부터 바닥에 있는 지도에 이르기까지 모든 것을 즐겼습니다. 그냥 여기저기 돌아다니며 사진찍는 재미가 쏠쏠했어요. 당신은 궁전 방을 볼 수 있었지만 그들은 여전히 ????보존되었습니다. 모든 것이 완벽했습니다."
576,576,471,5110,The palace has so much history. It is definitely one of the most famous palaces in Seoul that one has to visit. getting to palace is quite straightforward. Spend more time in the palace and explore all the rooms.,576,much,궁전에는 많은 역사가 있습니다. 서울에서 꼭 가봐야 할 궁궐 중 하나입니다. 궁전에 도착하는 것은 매우 간단합니다. 궁전에서 더 많은 시간을 보내고 모든 방을 탐험하십시오.
577,577,472,5128,"There's not much of ancient Korean history you can see in Seoul. And this palace is a must see. However it is less well maintained and less impressive than, say, its equivalents in Japan. (I realize that 35 years of Japanese colonial rule may have contributed to the comparatively poor state of Seoul's palaces). I would also replace the thin sand with gravel (grass?) as ground cover. Otherwise it feels a bit dusty.",577,much,서울에는 한국의 고대사를 볼 수 있는 곳이 많지 않습니다. 그리고 이 궁전은 꼭 봐야 합니다. 그러나 그것은 일본의 동등한 것보다 덜 잘 관리되고 덜 인상적입니다. (나는 35년간의 일제 식민 통치가 서울의 궁궐의 상대적으로 가난한 상태에 기여했을 수 있음을 알고 있습니다.) 나는 또한 얇은 모래를 지표 덮개로 자갈(잔디?)로 대체할 것입니다. 그렇지 않으면 약간 먼지가 느껴집니다.
578,578,473,5159,"A vast, sprawling and frankly uninspiring estate of allegedly very old palace buildings, of which all were empty inside, and which had been so thoroughly refurbished in and out it looked as though they'd been built last year. There are vast open flagged spaces between each of the buildings, and probably the least unattractive is the one in the picture on Tripadvisor. There is the changing of the guard - a bit of a Disney luridly-coloured 'show'. with the actors not looking as though they're enjoying it much either. What saves it is the intricate tilework, soffits and external dressing of the buildings, which are worth photographing. There are barely any cafes inside so bring plenty of water.",578,much,"내부는 모두 비어 있고 내부와 외부가 완전히 새단장되어 마치 작년에 지어진 것처럼 보이는 매우 오래된 궁전 건물로 추정되는 광대하고 넓으며 솔직히 영감을 주지 못하는 건물입니다. 각 건물 사이에는 플래그가 표시된 넓은 공간이 있으며 아마도 가장 덜 매력적이지 않은 것은 트립어드바이저의 사진에 있는 것입니다. 경비원의 변경이 있습니다. 약간의 디즈니 색상의 '쇼'입니다. 배우들도 별로 즐기는 것 같지 않은 표정을 짓고 있다. 그것을 저장하는 것은 사진에 가치가 있는 건물의 복잡한 타일 ??작업, 처마 밑면 및 외부 장식입니다. 내부에 카페가 거의 없으니 물을 충분히 준비하세요."
579,579,474,5160,I did my daughter's first birthday photo shoot here. Well maintained. Huge. too much walking and too much to look around. Best to visit in fall or spring. Palace tours available in different languages.,579,much,딸아이의 첫 생일 사진을 이곳에서 촬영했습니다. 잘 가꾸어 진. 거대한. 너무 많이 걷고 주변을 둘러보기에 너무 많습니다. 가을이나 봄에 방문하는 것이 가장 좋습니다. 다른 언어로 제공되는 궁전 투어.
580,580,475,5169,"Wow, beautiful palace and so unique. We didn't go inside but we're already so much impressed with the beautiful and immense outside. Watch the nicely dressed guard in their original costumes at the front gate. From you walk in 10 min to Insadong",580,much,"와우, 아름다운 궁전과 매우 독특합니다. 우리는 내부에 들어가지 않았지만 이미 아름답고 거대한 외부에 깊은 인상을 받았습니다. 정문에서 멋지게 차려입은 경비원들이 원래 의상을 입고 있는 모습을 지켜보세요. 인사동에서 도보 10분"
581,581,476,5171,It is a beautiful palace! With a nice park around the palace. But the other famous palace which is bigger looks exactly the same. I recommend going to one of the palaces if you don't have that much time.,581,much,아름다운 궁전입니다! 궁전 주변에 멋진 공원이 있습니다. 그러나 더 큰 다른 유명한 궁전은 똑같아 보입니다. 시간이 많지 않다면 궁전 중 한 곳에 가보는 것을 추천합니다.
582,582,477,5185,"My perception of Seoul before actually visiting was that is a largely artificial city with no real history or culture relative to places like Hong Kong. Seeing Gyeongbokgung Palace and a some of the other cultural sights during my visit proved me wrong.  I happened to arrive around when an English language tour was about to begin, so I joined up (it was free). I won't give any spoilers, but the guide helped me understand why Seoul might not have quite as much of its pre-modern history on display compared to some other cities.  Further, the on-going work to rebuild Seoul's heritage sites is impressive and uplifting. I'll look forward to future visits to see it unfold.",582,much,"실제로 방문하기 전에 서울에 대한 나의 인식은 홍콩과 같은 장소에 비해 실제 역사 나 문화가없는 대부분 인공 도시였습니다. 내가 방문하는 동안 경복궁과 다른 문화 명소를 보는 것은 내가 틀렸다는 것을 증명했습니다. 영어 투어가 막 시작될 즈음에 우연히 도착해서 가입하게 되었습니다(무료). 스포일러는 하지 않겠지만 가이드는 서울이 다른 도시에 비해 전근대 역사를 많이 전시하지 않는 이유를 이해하는 데 도움이 되었습니다. 또한, 서울의 유적지를 재건하기 위한 진행 중인 작업은 인상적이고 고무적입니다. 앞으로의 방문을 기대해 보겠습니다."
583,583,478,5189,I recommend a tour because I regret not getting one. It was still interesting and worth seeing. The temples have a lot of beauty and great detail to them. I expected more greenery but I'm assuming that's too much for cost of upkeep,583,much,나는 하나를 얻지 못한 것이 후회되기 때문에 여행을 추천합니다. 여전히 흥미롭고 볼 가치가 있습니다. 사원에는 많은 아름다움과 세부 사항이 있습니다. 더 많은 녹지를 기대했지만 유지 비용이 너무 많이 든다고 가정합니다.
584,584,479,5211,"Right in the heart of Seoul, this is a must-do if you are interested in learning about the history of Korea. The palace grounds are beautiful. Be sure to do yourself a favor and hook up with a tour guide so you can learn as much as possible. And bring your camera because the sites are amazing",584,much,서울 한복판에서 한국의 역사를 배우고 싶다면 꼭 가봐야 할 곳입니다. 궁전 부지는 아름답습니다. 가능한 한 많이 배울 수 있도록 자신에게 호의를 베풀고 여행 가이드와 연결하십시오. 사이트가 훌륭하기 때문에 카메라를 가져 오십시오.
585,585,480,5225,"A must see when traveling to Seoul. There is much history in beauty in this palace! The Joseon period is a huge part of Korean history. I highly recommend doing a guided tour; they're free and happen multiple times everyday. The tour guides know a lot about the place and its history, and you see a lot of the palace without getting overwhelmed by its complexity.",585,much,서울 여행 시 꼭 가봐야 할 곳. 이 궁전의 아름다움에는 많은 역사가 있습니다! 조선 시대는 한국 역사의 큰 부분을 차지합니다. 가이드 투어를 하는 것이 좋습니다. 그들은 무료이며 매일 여러 번 발생합니다. 투어 가이드는 장소와 역사에 대해 많이 알고 있으며 복잡성에 압도되지 않고 궁전을 많이 볼 수 있습니다.
586,586,481,5249,Very beautiful. The best out of the 4 palaces in Korea. It is optional to buy a group pass to visit all 4 palaces. I will not recommend it unless you have plenty of time to visit all 4 palaces. Its pretty much the same.,586,much,매우 아름답습니다. 우리나라 4대 궁궐 중 최고다. 4개의 궁전을 모두 방문하려면 단체 패스를 구매하는 것은 선택 사항입니다. 4개의 궁전을 모두 방문할 시간이 충분하지 않다면 추천하지 않습니다. 거의 동일합니다.
587,587,482,5284,"Enjoyed a walk through this palace, partially with the English tour that`s included in the entry fee. The palace is really nice. The guided tour was informative and added to the experience, although the guide did go much in the detail neither followed a chronology.The only real disappointment is that you need to book in advance to enter the palace building on the west side (surrounded by a small pond).",587,much,입장료에 포함된 영어 투어와 함께 이 궁전을 산책하는 것을 즐겼습니다. 궁전은 정말 멋집니다. 가이드 투어는 유익하고 경험에 추가되었지만 가이드는 세부 사항에 대해 자세히 설명하지 않았고 연대기를 따르지 않았습니다. 유일한 실망은 서쪽에 있는 궁전 건물에 들어가기 위해 미리 예약해야 한다는 것입니다. 작은 연못).
588,588,483,5302,"I happened to be here during July which apparently all the palaces and museums are open for free!!! and also coincidently to have enjoyed the free guided tour provided by the palace, all of which has made the whole experience so much better!",588,much,나는 명백하게 모든 궁전과 박물관이 무료로 열려 있는 7월 동안 우연히 여기에 있었다! !! 그리고 우연히도 궁전에서 제공하는 무료 가이드 투어를 즐겼습니다. 이 모든 것이 전체 경험을 훨씬 더 좋게 만들었습니다!
589,589,484,5305,"This palace has been destroyed, twice I think, so what you can see today has been entirely rebuilt. The grounds are huge and nice for a stroll around - but there isn't too much to see here in terms of exhibits, etc. The changing of the guard ceremony has interesting music and costumes and my kids really enjoyed seeing it.",589,much,이 궁전은 두 번이나 파괴되어 오늘 볼 수 있는 것은 완전히 재건된 것 같습니다. 경내도 넓고 산책하기에도 좋은데 전시 등 볼거리가 별로 없어요. 교대식에는 음악과 의상이 재미있고 아이들이 정말 좋아했어요.
590,590,485,5332,"I and my family members enjoyed visiting this palace. And we had so much fun wearing the guard costumes and having some great photos, too. It was nice to see the moment of of guards changing the shifts.",590,much,나와 내 가족은 이 궁전을 방문하는 것을 즐겼습니다. 그리고 우리는 경비복을 입고 멋진 사진을 찍으며 너무 즐거웠습니다. 경비원들이 교대를 바꾸는 순간을 보는 것이 좋았다.
591,591,486,5350,"Do not be fool. This palace is amazingly big! I spent an hour and a half and still.didn't manage to cover all the grounds. Still, the lake area is amazingly peaceful. Pretty much own time own target too.",591,much,바보가되지 마십시오. 이 궁전은 놀랍도록 큽니다! 나는 한 시간 반을 보냈지만 여전히. 모든 근거를 다룰 수 없었습니다. 그래도 호수 지역은 놀랍도록 평화롭습니다. 자신의 시간 자체 목표도 꽤 많습니다.
592,592,487,5354,"Well,maybe because i expected it too much so when i got there i was disapointed. If you wanna go there,it is not far from the station. But i forgot the station's name. It is kinda confusing to reach it,you must really remember the station's names since typical station in Korea are almost same. It costs about 3,000 won.",592,much,"글쎄, 어쩌면 내가 너무 많이 기대했기 때문에 내가 거기에 도착했을 때 실망했습니다. 거기에 가고 싶다면 역에서 멀지 않습니다. 그런데 역 이름을 잊어버렸어요. 찾아가기 좀 헷갈리는데 한국의 일반적인 역이 거의 비슷하기 때문에 역 이름을 잘 기억해야 합니다. 비용은 약 3,000원입니다."
